,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1762,1,1,1,1,0,0,1,3,3,7,5,0.18000000000000002,0,73,2,2,10,2,3.18181818181818,0,1,0,4,0.6833333333333329,0,1,1
427,2,10,1,5,2,1,2,1,0,22,24,0.18,0,91,1,0,7,2,4.13953488372093,0,1,0,7,0.983333333333333,0,2,0
505,0,0,1,1,0,0,1,2,3,2,11,0.13,0,66,3,0,10,2,3.28571428571429,1,1,0,3,0.6833333333333329,0,3,0
737,2,0,1,1,6,0,1,1,2,2,28,0.12,0,62,1,7,8,2,5.38235294117647,1,1,1,0,0.51,0,3,1
913,1,0,1,3,0,0,1,1,1,15,17,0.18000000000000002,0,89,1,1,8,3,2.46428571428571,0,0,0,4,0.533333333333333,0,3,0
1009,0,0,1,0,1,5,3,1,0,0,7,0.25,6,0,6,3,10,1,0.545454545454545,0,2,0,1,0.983333333333333,0,2,2
1105,0,0,1,1,0,15,1,1,0,0,1,0.71,4,0,5,0,2,1,2.0,2,16,0,1,0.983333333333333,0,3,0
1169,2,0,1,1,0,2,1,1,5,3,4,0.18000000000000002,2,77,2,0,4,2,2.45454545454545,0,1,0,0,0.51,0,1,1
1583,6,0,0,1,0,1,1,4,0,9,28,0.36,0,86,1,0,5,3,2.44117647058824,0,1,1,0,0.51,0,2,1
1594,1,0,1,0,0,4,1,1,0,3,17,1.0,0,80,1,0,6,3,2.13636363636364,0,1,0,3,0.51,0,2,1
1598,1,0,1,3,1,0,2,4,3,4,18,0.18000000000000002,0,79,2,2,2,3,2.31818181818182,0,0,0,3,0.51,0,3,0
1600,1,0,1,2,0,1,1,2,0,13,14,0.32,0,80,1,0,4,3,4.0,1,1,0,1,0.983333333333333,0,2,2
1601,2,0,1,1,0,3,1,1,0,6,7,0.18000000000000002,0,63,1,0,10,2,4.61538461538461,2,1,0,4,0.51,0,4,1
