,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
39,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,5,2,1,4,0,4,3,5,10,21,35,0.41,0,89,1,3,27,4,4.82692307692308,0,1,0,0.533333333333333,2,0,3,2
147,0,0,1,7,0,2,2,1,7,12,20,0.25,0,83,1,3,27,2,4.37037037037037,0,0,0,0.8333333333333328,2,0,3,1
1762,2,1,1,3,0,0,2,3,3,7,5,0.25,0,73,2,2,11,2,3.18181818181818,0,1,0,0.6833333333333329,2,0,1,1
149,0,0,1,7,0,1,1,1,1,16,26,0.47,0,92,1,2,12,2,2.74074074074074,1,1,0,0.8333333333333328,2,0,2,0
104,0,0,1,1,0,5,1,1,4,2,21,0.84,0,89,3,0,25,1,3.24,0,1,0,0.333333333333333,3,0,2,1
218,0,1,2,13,0,2,3,4,8,12,30,0.24,0,89,2,2,25,2,3.53846153846154,0,0,0,0.6833333333333329,2,0,3,1
65,0,0,1,2,0,0,2,1,7,6,16,0.13,0,86,2,0,27,1,5.52173913043478,1,1,0,2,0.8333333333333328,0,3,1
225,0,0,1,7,0,0,2,1,7,19,66,0.06,0,92,1,1,43,2,3.84931506849315,0,0,0,0.7833333333333329,3,0,3,1
148,1,0,1,4,1,0,1,1,1,7,21,0.11,0,85,1,2,13,2,2.95652173913043,0,0,0,0.7833333333333329,2,0,3,1
230,1,1,1,13,0,1,2,6,3,11,37,0.18,1,88,2,1,45,2,3.02380952380952,0,0,0,0.6833333333333329,2,0,3,2
359,2,0,2,0.333333333333333,18,1,2,7,7,3,29,0.19,0,100,2,5,6,2,2.42105263157895,0,0,0,2,2,0,2,2
157,0,0,1,7,0,1,2,1,1,8,27,0.25,0,82,2,0,14,1,2.35714285714286,0,1,0,0.8333333333333328,2,0,2,0
393,4,6,1,15,0,0,2,3,3,19,44,0.09,0,94,1,1,12,2,4.49122807017544,0,1,0,2,0.333333333333333,0,2,0
203,0,0,1,7,0,1,1,1,0,23,50,0.36,0,95,2,0,24,1,2.6,1,1,0,0.8333333333333328,2,0,3,1
505,0,0,2,0.6833333333333329,0,0,2,2,3,2,11,0.16,0,66,3,0,12,2,3.28571428571429,1,1,0,2,2,0,3,0
737,2,0,1,0.333333333333333,2,0,3,1,2,2,30,0.12,0,62,1,7,8,2,5.38235294117647,1,1,0,3,2,0,3,1
427,9,10,1,5,2,1,2,1,0,8,24,0.18,0,91,1,0,10,3,4.13953488372093,0,1,0,7,1.0,0,2,0
832,2,3,1,13,0,0,3,4,1,32,50,0.1,0,93,1,0,16,2,2.71428571428571,0,1,0,0.6833333333333329,2,0,3,2
886,0,0,1,0.333333333333333,0,1,2,2,5,14,22,0.39,0,90,4,3,13,2,2.37037037037037,0,0,0,3,2,0,3,1
913,1,0,1,3,0,0,2,1,1,4,26,0.18,0,89,1,1,8,3,2.46428571428571,0,0,0,0.533333333333333,16,0,3,0
991,0,0,1,0,0,1,1,1,6,4,0,0.46,0,70,5,0,3,1,1.83333333333333,1,2,0,0.333333333333333,3,0,2,0
725,0,4,1,7,0,1,2,5,2,16,26,0.16,0,83,1,1,21,2,4.59375,0,0,0,0.8333333333333328,2,0,2,0
1093,0,0,1,0.333333333333333,2,1,1,8,0,6,37,0.21,2,85,5,0,6,2,3.94594594594595,0,2,0,3,2,0,2,2
154,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,2,0,1,3,0,4,2,1,8,13,16,0.42,2,82,3,2,5,2,3.69230769230769,0,1,0,0.333333333333333,3,0,2,2
1309,0,0,1,4,0,1,3,1,10,17,1,0.23,0,84,2,5,5,1,5.90909090909091,3,2,0,0.7833333333333329,2,0,3,1
1169,2,0,1,0.333333333333333,0,2,2,2,5,3,4,0.24,2,77,2,0,4,2,2.45454545454545,0,1,0,3,2,0,1,0
1496,1,0,2,15,0,0,4,1,6,19,5,0.07,2,85,1,0,2,2,6.83333333333333,0,2,0,0.333333333333333,3,0,1,1
1335,0,0,1,0,0,0,1,1,4,0.333333333333333,20,0.13,2,0,2,0,6,1,1.875,0,2,0,4,1,0,2,1
1105,0,0,1,1,0,15,3,1,0,1.0,1,0.71,10,0,5,0,2,1,2.0,2,18,1,6,1,0,3,0
1582,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,1,0,1,0,0,4,1,1,0,0.333333333333333,40,1.25,0,91,1,0,2,4,1.85365853658537,0,0,0,4,6,0,2,1
1600,1,0,1,2,1,2,2,2,0,5,14,0.32,0,80,1,0,4,5,4.0,1,1,0,1.0,3,0,2,2
246,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,0,0,2,0.333333333333333,2,1,3,1,15,9,3,0.22,0,90,2,3,4,1,3.83333333333333,1,2,0,3,2,0,3,2
1735,0,0,1,7,5,0,2,1,3,6,26,0.15,0,90,1,0,3,4,3.41379310344828,0,0,0,0.333333333333333,3,0,3,3
1598,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,,,,,,,,,,,
