,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
39,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,20.0,0.77,0.0,97.0,1.0,22.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,1.0,0.0,3.0,2.0
46,5.0,2.0,1.0,1.0,0.0,4.0,3.0,5.0,10.0,21.0,35.0,0.41,3.0,13.0,1.0,3.0,27.0,4.0,4.82692307692308,14.0,1.0,0.0,5.0,0.8,0.0,3.0,2.0
65,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,68.0,16.0,5.92,0.0,86.0,2.0,0.0,27.0,1.0,5.52173913043478,1.0,1.0,0.0,9.0,0.888888888888889,0.0,3.0,1.0
92,1.0,0.0,1.0,5.0,0.0,1.0,2.0,5.0,33.0,64.0,143.0,0.29,0.0,98.0,1.0,2.0,63.0,2.0,46.6,0.0,0.0,0.0,22.0,1.0,0.0,3.0,2.0
104,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,21.0,1.88,0.0,11.0,3.0,0.0,25.0,1.0,3.24,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
147,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.25,0.0,9.0,1.0,3.0,27.0,2.0,4.37037037037037,0.0,0.0,0.0,10.0,0.9,0.0,3.0,1.0
148,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,21.0,9.96,0.0,85.0,1.0,2.0,13.0,2.0,39.0,0.0,31.0,0.0,5.0,0.8,0.0,3.0,1.0
1762,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,7.0,67.0,0.25,0.0,73.0,2.0,2.0,11.0,2.0,3.18181818181818,39.0,1.0,0.0,4.0,0.75,0.0,1.0,1.0
149,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,26.0,0.47,0.0,15.0,1.0,2.0,12.0,2.0,2.74074074074074,1.0,1.0,0.0,13.0,0.846153846153846,0.0,4.0,0.0
154,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,21.0,0.22,0.0,87.0,2.0,0.0,58.0,2.0,3.22222222222222,0.0,1.0,0.0,23.0,1.0,0.0,2.0,0.0
157,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,27.0,0.25,15.0,7.0,2.0,0.0,14.0,1.0,2.35714285714286,0.0,1.0,0.0,10.0,0.9,0.0,2.0,0.0
203,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,37.0,23.0,9.0,0.36,0.0,95.0,2.0,0.0,24.0,1.0,2.6,1.0,1.0,0.0,11.0,0.909090909090909,0.0,3.0,1.0
218,0.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,8.0,12.0,30.0,0.24,0.0,41.0,2.0,2.0,25.0,2.0,3.53846153846154,0.0,0.0,0.0,17.0,0.9,0.0,1.0,1.0
219,7.0,43.0,1.0,2.0,0.0,1.0,2.0,12.0,7.0,22.0,58.0,0.17,0.0,94.0,2.0,1.0,50.0,2.0,3.94736842105263,0.0,36.0,0.0,39.0,1.0,0.0,3.0,1.0
225,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,20.0,0.06,0.0,92.0,1.0,1.0,43.0,2.0,3.84931506849315,0.0,0.0,0.0,10.0,1.0,0.0,3.0,2.0
230,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,11.0,37.0,0.18,1.0,88.0,2.0,1.0,45.0,2.0,46.6,0.0,0.0,0.0,18.0,1.0,0.0,3.0,2.0
246,5.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,13.0,38.0,7.0,11.14,0.0,95.0,8.0,1.0,70.0,4.0,3.09574468085106,0.0,38.0,0.0,17.0,1.0,0.0,3.0,1.0
359,2.0,0.0,2.0,7.0,18.0,1.0,2.0,7.0,7.0,1.0,29.0,0.19,0.0,7.0,2.0,5.0,6.0,2.0,2.42105263157895,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
393,4.0,6.0,1.0,15.0,35.0,0.0,2.0,3.0,3.0,19.0,44.0,0.09,0.0,94.0,1.0,1.0,12.0,2.0,4.49122807017544,0.0,30.0,0.0,3.0,0.5,0.0,2.0,0.0
427,9.0,10.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,22.0,24.0,0.18,0.0,0.0,1.0,0.0,10.0,3.0,4.13953488372093,0.0,32.0,0.0,11.0,1.0,0.0,2.0,0.0
505,21.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,47.0,11.0,0.16,0.0,66.0,3.0,0.0,12.0,2.0,3.28571428571429,1.0,1.0,0.0,3.0,0.666666666666667,0.0,3.0,0.0
725,0.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,16.0,26.0,1.88,0.0,11.0,1.0,1.0,21.0,2.0,4.59375,0.0,0.0,0.0,8.0,0.875,0.0,2.0,0.0
726,5.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,10.0,37.0,7.0,11.14,0.0,95.0,8.0,0.0,39.0,4.0,2.90361445783133,0.0,38.0,0.0,13.0,1.0,0.0,2.0,1.0
737,2.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,68.0,30.0,0.12,0.0,62.0,1.0,7.0,8.0,2.0,5.38235294117647,1.0,37.0,0.0,0.0,0.0,0.0,3.0,1.0
832,2.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,32.0,50.0,0.1,0.0,93.0,1.0,0.0,16.0,2.0,46.6,0.0,1.0,0.0,25.0,1.0,0.0,3.0,2.0
884,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,9.0,23.0,37.0,0.4,0.0,0.0,4.0,3.0,6.0,4.0,2.39130434782609,1.0,32.0,0.0,3.0,0.666666666666667,0.0,3.0,1.0
886,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,14.0,22.0,0.39,0.0,57.0,4.0,3.0,61.0,2.0,2.37037037037037,0.0,0.0,0.0,2.0,0.5,0.0,3.0,1.0
913,1.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,15.0,26.0,0.18,0.0,0.0,1.0,1.0,8.0,3.0,2.46428571428571,0.0,32.0,0.0,5.0,0.6,0.0,3.0,0.0
991,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,4.0,109.0,0.46,0.0,70.0,5.0,0.0,3.0,1.0,1.83333333333333,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
1009,0.0,0.0,1.0,0.0,2.0,6.0,3.0,1.0,0.0,0.0,11.0,0.25,6.0,84.0,6.0,3.0,12.0,1.0,0.545454545454545,28.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0
1093,0.0,0.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0,6.0,37.0,0.21,2.0,9.0,5.0,0.0,6.0,2.0,3.94594594594595,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
1105,0.0,0.0,1.0,1.0,0.0,15.0,7.0,1.0,0.0,0.0,116.0,0.71,10.0,0.0,5.0,0.0,2.0,1.0,2.0,2.0,18.0,1.0,1.0,1.0,0.0,3.0,0.0
1134,2.0,0.0,1.0,3.0,0.0,4.0,12.0,1.0,8.0,13.0,16.0,0.42,2.0,10.0,3.0,2.0,5.0,2.0,3.69230769230769,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
1169,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,5.0,3.0,67.0,0.24,2.0,77.0,2.0,0.0,4.0,2.0,2.45454545454545,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1309,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,10.0,17.0,1.0,0.23,15.0,7.0,2.0,5.0,5.0,1.0,5.90909090909091,3.0,2.0,0.0,5.0,0.8,0.0,3.0,1.0
1335,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,68.0,20.0,5.92,2.0,0.0,2.0,0.0,6.0,1.0,1.875,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
1496,1.0,12.0,2.0,15.0,0.0,0.0,4.0,1.0,6.0,19.0,86.0,0.07,2.0,85.0,1.0,0.0,2.0,2.0,6.83333333333333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
1582,16.0,0.0,1.0,5.0,3.0,1.0,2.0,3.0,2.0,12.0,9.0,0.24,0.0,1.0,1.0,0.0,8.0,2.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
1583,6.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,9.0,28.0,0.36,15.0,7.0,1.0,0.0,5.0,3.0,2.44117647058824,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
1594,2.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,20.0,1.0,0.0,0.0,1.0,0.0,6.0,5.0,2.13636363636364,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
1595,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,40.0,1.25,0.0,11.0,8.0,0.0,2.0,4.0,1.85365853658537,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
1598,1.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,3.0,4.0,18.0,0.18,0.0,10.0,2.0,2.0,3.0,3.0,2.31818181818182,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1600,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,13.0,14.0,0.32,0.0,19.0,1.0,0.0,4.0,5.0,36.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0
1601,6.0,0.0,1.0,21.0,0.0,3.0,3.0,1.0,0.0,6.0,7.0,0.27,0.0,63.0,1.0,0.0,64.0,2.0,4.61538461538461,2.0,1.0,0.0,4.0,0.5,0.0,4.0,1.0
1722,0.0,0.0,2.0,21.0,2.0,1.0,3.0,1.0,15.0,9.0,3.0,0.22,0.0,90.0,2.0,3.0,64.0,1.0,3.83333333333333,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0
1735,0.0,0.0,1.0,7.0,5.0,0.0,2.0,1.0,3.0,6.0,26.0,0.15,0.0,9.0,1.0,0.0,3.0,4.0,3.41379310344828,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
