,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
110,,,,,,,,,,,,,,,,,,,,,,,,,
67,23.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,7.0,6.0,23.0,0.1,0.0,87.0,2.0,1.1102230246251563e-16,28.0,1.0,5.13333333333333,1.0,1.0,0.0,0.464757709251101,1.0,1.0
43,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,
156,5.551115123125783e-17,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,23.999999999999996,49.0,0.62,0.0,95.0,1.0,2.0,15.0,2.0,2.66,1.0,1.0,0.0,0.947368421052632,0.5,0.0
133,,,,,,,,,,,,,,,,,,,,,,,,,
185,5.551115123125783e-17,3.0,1.0,27.0,0.0,0.0,1.0,1.0,0.0,4.0,27.0,0.29,0.0,70.0,1.0,1.1102230246251563e-16,5.0,2.0,1.37037037037037,1.0,1.0,0.0,0.445121951219512,0.0,0.0
212,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,
409,5.551115123125783e-17,0.0,1.0,17.0,0.0,0.0,2.0,3.0,3.0,19.0,44.0,0.09,0.0,94.0,1.0,1.0,13.0,2.0,4.6140350877193,0.0,1.0,0.0,0.755614266842801,0.5,1.0
445,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.551115123125783e-17,1.0,1.0,14.0,83.0,1.0,2.0,3.0,4.0,14.0,18.0,0.2499999999999999,0.0,83.0,1.0,1.1102230246251563e-16,20.0,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.0,0.0
243,3.0,0.0,1.0,87.0,0.0,1.0,2.0,6.0,3.0,10.0,36.0,0.1600000000000001,1.0,87.0,2.0,1.0,43.0,2.0,3.24390243902439,0.0,0.0,0.0,0.419354838709677,0.5,2.0
523,,,,,,,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,,,,,,
891,5.551115123125783e-17,1.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,5.0,0.1899999999999999,0.0,77.0,2.0,1.1102230246251563e-16,11.0,2.0,3.66666666666667,1.0,1.0,0.0,1.0,0.0,0.0
893,,,,,,,,,,,,,,,,,,,,,,,,,
