test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
26,0,6.0,1.0,0.0,31.0,0.0,986.0,0.29,0.0,100.0,2.0,5.0,211.0,1.0,8.8030303030303,0.0,0.0,0.0,0.368421052631579,0.0,0.37037037037037,1.0,4.0,14.0,0.6001846956990917,0.3998153043009082
26,1,5.0,14.0,1.0,169.0,0.0,115.0,0.16,3.0,100.0,2.0,0.0,244.0,2.0,7.5,0.0,1.0,1.0,0.875,0.0,1.0,0.0,1.0,0.0,0.7168074672236242,0.2831925327763758
26,2,5.0,1.0,1.0,65.0,0.0,177.0,0.15,0.0,99.0,1.0,0.0,240.0,1.0,9.40909090909091,0.0,19.0,0.0,0.5,0.0,0.473684210526316,0.0,2.0,1.0,0.5566750015598843,0.4433249984401158
1574,0,1.0,2.0,1.0,40.0,2.0,6.0,0.18,2.0,86.0,3.0,0.0,22.0,2.0,5.5,0.0,1.0,1.0,1.92857142857143,0.0,0.2,0.0,3.0,2.0,0.6268390046509036,0.3731609953490964
1574,1,0.0,2.0,2.0,52.0,3.0,0.0,0.17,1.0,86.0,1.0,0.0,26.0,1.0,6.73333333333333,2.0,23.0,1.0,1.76470588235294,0.0,1.0,0.0,2.0,1.0,0.6743279216477402,0.32567207835225975
1695,0,0.0,2.0,2.0,52.0,3.0,0.0,0.17,1.0,86.0,1.0,0.0,26.0,1.0,6.73333333333333,2.0,1.0,1.0,1.76470588235294,0.0,0.2,0.0,4.0,1.0,0.7602730742122867,0.2397269257877132
1695,1,4.0,2.0,2.0,59.0,0.0,4.0,0.17,2.0,86.0,2.0,0.0,163.0,2.0,3.75,0.0,0.0,1.0,1.33333333333333,0.0,1.0,0.0,2.0,4.0,0.6473207977279893,0.3526792022720107
1817,0,3.0,1.0,0.0,41.0,0.0,7.0,0.28,0.0,86.0,1.0,0.0,57.0,4.0,2.61904761904762,1.0,1.0,1.0,0.826086956521739,0.0,0.666666666666667,0.0,1.0,1.0,0.5708183986182851,0.42918160138171485
1817,1,0.0,1.0,21.0,41.0,0.0,9.0,0.48,0.0,87.0,1.0,0.0,3.0,1.0,2.35,1.0,31.0,1.0,0.136363636363636,0.0,0.666666666666667,0.0,3.0,1.0,0.6417846329811706,0.3582153670188294
1850,0,2.0,1.0,3.0,61.0,2.0,2.0,32.98,2.0,40.0,2.0,1.0,19.0,1.0,6.0,45.0,3.0,1.0,1.30769230769231,0.0,0.666666666666667,0.0,4.0,5.0,0.5725986704627923,0.4274013295372076
1850,1,7.0,3.0,0.0,42.0,0.0,3.0,0.12,2.0,67.0,1.0,0.0,25.0,2.0,2.58823529411765,0.0,1.0,1.0,5.2,0.0,1.0,0.0,1.0,1.0,0.565558206475476,0.43444179352452394
1851,0,7.0,3.0,0.0,42.0,0.0,3.0,0.12,2.0,40.0,1.0,69.0,25.0,2.0,2.58823529411765,0.0,1.0,1.0,1.04347826086957,0.0,1.0,0.0,1.0,1.0,0.5015933946037148,0.4984066053962853
1852,0,0.0,1.0,1.0,25.0,2.0,3.0,0.26,3.0,44.0,2.0,0.0,135.0,1.0,3.66666666666667,0.0,33.0,1.0,0.6,0.0,0.666666666666667,0.0,1.0,1.0,0.5146742304415648,0.48532576955843515
1853,0,2.0,1.0,22.0,49.0,0.0,2.0,0.22,6.0,70.0,2.0,0.0,21.0,1.0,9.4,2.0,2.0,1.0,2.71428571428571,0.0,0.333333333333333,0.0,0.0,4.0,0.6338790080071562,0.36612099199284376
1855,0,1.0,1.0,0.0,64.0,0.0,23.0,0.26,0.0,94.0,3.0,0.0,5.0,2.0,1.3,0.0,1.0,1.0,0.115384615384615,0.0,0.0,0.0,2.0,0.0,0.9230445532213247,0.07695544677867527
1883,0,2.0,1.0,0.0,44.0,0.0,8.0,0.11,0.0,91.0,2.0,0.0,4.0,4.0,13.8,0.0,0.0,0.0,0.714285714285714,0.0,1.0,0.0,1.0,0.0,0.8138933634137897,0.18610663658621024
1922,0,2.0,2.0,3.0,67.0,1.0,3.0,0.37,1.0,100.0,3.0,118.0,13.0,2.0,4.63636363636364,0.0,1.0,0.0,2.14285714285714,0.0,1.0,0.0,3.0,5.0,0.5873650705624625,0.4126349294375375
1933,0,10.0,2.0,1.0,55.0,0.0,3.0,0.14,1.0,100.0,1.0,0.0,21.0,2.0,21.5,0.0,1.0,1.0,1.42307692307692,0.0,0.875,0.0,2.0,1.0,0.5435542189150251,0.45644578108497486
1933,1,0.0,1.0,13.0,39.0,1.0,10.0,0.34,0.0,100.0,2.0,0.0,12.0,2.0,3.09090909090909,45.0,1.0,0.0,0.714285714285714,0.0,0.75,0.0,5.0,2.0,0.5522718097130694,0.4477281902869305
1934,0,0.0,1.0,1.0,1317.0,0.0,0.0,1.87,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.5,0.0,0.0,1.0,2.0,2.0,0.6261070772056175,0.37389292279438247
1934,1,132.0,2.0,7.0,3650.0,1.0,36.0,0.21,10.0,15.0,2.0,1.0,186.0,2.0,8.60693641618497,1.0,1.0,1.0,1.95580110497238,0.0,0.542857142857143,1.0,5.0,1.0,0.5243008753728815,0.47569912462711855
1934,2,9.0,1.0,6.0,679.0,3.0,3.0,0.48,0.0,92.0,1.0,0.0,45.0,2.0,9.18947368421053,26.0,1.0,1.0,1.32323232323232,2.0,0.1,0.0,4.0,0.0,0.5531312793370986,0.44686872066290134
1934,3,2.0,1.0,1.0,651.0,1.0,8.0,1.62,0.0,96.0,1.0,102.0,198.0,2.0,0.623762376237624,0.0,0.0,1.0,0.144230769230769,0.0,1.0,0.0,5.0,1.0,0.5060531354838931,0.49394686451610686
1936,0,6.0,2.0,3.0,56.0,0.0,1.0,8.75,1.0,100.0,1.0,0.0,28.0,2.0,2.83333333333333,0.0,1.0,1.0,0.875,0.0,0.625,0.0,2.0,0.0,0.520320088208863,0.479679911791137
1938,0,2.0,1.0,7.0,113.0,0.0,0.0,23.63,1.0,84.0,1.0,0.0,1.0,2.0,3.33333333333333,0.0,1.0,1.0,1.3,0.0,0.0,0.0,5.0,0.0,0.6128612898683508,0.38713871013164924
1938,1,1.0,2.0,6.0,101.0,0.0,2.0,1.19,0.0,5.0,1.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,1.66666666666667,0.0,0.333333333333333,0.0,6.0,4.0,0.5139058665429408,0.48609413345705926
1939,0,12.0,1.0,3.0,26.0,0.0,11.0,0.42,0.0,90.0,1.0,0.0,38.0,2.0,5.61386138613861,1.0,1.0,1.0,0.557692307692308,0.0,0.333333333333333,0.0,6.0,8.0,0.6209688011007539,0.379031198899246
1939,1,323.0,1.0,1.0,320.0,0.0,4.0,1.24,0.0,93.0,1.0,0.0,10.0,2.0,0.538461538461538,0.0,0.0,1.0,0.181818181818182,0.0,0.0,0.0,2.0,0.0,0.5484459194372466,0.4515540805627533
1939,2,12.0,13.0,2.0,423.0,3.0,83.0,0.36,0.0,100.0,1.0,1.0,243.0,2.0,5.74698795180723,0.0,1.0,1.0,0.869565217391304,0.0,0.2,0.0,6.0,2.0,0.5250228861797658,0.4749771138202342
1940,0,5.0,3.0,10.0,55.0,0.0,17.0,0.21,1.0,80.0,1.0,0.0,15.0,1.0,0.6,2.0,1.0,1.0,2.07142857142857,0.0,1.0,0.0,2.0,1.0,0.6662220662898648,0.33377793371013526
1944,0,0.0,1.0,25.0,65.0,0.0,10.0,0.4,0.0,89.0,1.0,0.0,7.0,2.0,3.0,0.0,1.0,1.0,0.194444444444444,0.0,0.666666666666667,2.0,3.0,2.0,0.5667318789758342,0.43326812102416584
1944,1,1.0,1.0,1.0,63.0,0.0,11.0,0.46,0.0,86.0,3.0,2.0,259.0,2.0,3.26923076923077,0.0,1.0,1.0,0.214285714285714,0.0,1.0,0.0,2.0,2.0,0.5219866779658997,0.47801332203410024
1945,0,0.0,1.0,21.0,252.0,0.0,6.0,1.5,0.0,93.0,1.0,0.0,4.0,2.0,0.511627906976744,16.0,0.0,1.0,0.108695652173913,0.0,0.0,0.0,2.0,5.0,0.6621912317931102,0.33780876820688976
1945,1,2.0,2.0,4.0,228.0,0.0,0.0,0.3,0.0,96.0,1.0,0.0,221.0,2.0,5.18604651162791,1.0,1.0,1.0,1.35416666666667,0.0,0.833333333333333,0.0,4.0,2.0,0.5603619781056512,0.4396380218943487
1945,2,6.0,17.0,6.0,216.0,4.0,0.0,0.37,0.0,91.0,2.0,7.0,235.0,2.0,3.74074074074074,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,0.510029769773773,0.48997023022622693
208,0,0.0,1.0,19.0,252.0,0.0,6.0,1.5,0.0,93.0,1.0,0.0,4.0,2.0,47.6,0.0,0.0,1.0,0.108695652173913,0.0,0.0,0.0,2.0,5.0,0.6086116022249588,0.39138839777504114
208,1,1.0,1.0,1.0,320.0,0.0,4.0,1.24,0.0,93.0,1.0,0.0,10.0,2.0,0.538461538461538,0.0,0.0,1.0,2.8,0.0,0.0,0.0,2.0,0.0,0.8348366466089088,0.1651633533910912
208,2,2.0,2.0,4.0,228.0,0.0,0.0,0.3,0.0,96.0,1.0,0.0,23.0,2.0,5.18604651162791,1.0,1.0,1.0,0.6,0.0,0.833333333333333,0.0,4.0,0.0,0.5371046036029662,0.4628953963970338
