test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
1628,0,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,0.1,0.0,0.0,0.0,1.0,5.0,4.0,0.5570852329189316,0.44291476708106836
10,0,0.0,2.0,0.0,7.0,133.0,5.0,0.47,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,1.625,0.0,0.2,0.0,4.0,1.0,4.0,0.5880859774369137,0.4119140225630863
19,0,0.0,1.0,0.0,5.0,186.0,0.0,33.18,0.0,86.0,3.0,0.0,5.0,3.0,20.5555555555556,1.0,2.66666666666667,1.0,1.0,0.586206896551724,0.0,0.1,0.0,4.0,2.0,3.0,0.8678732549805062,0.13212674501949384
20,0,1.0,1.0,1.0,5.0,1136.0,0.0,0.64,0.0,94.0,2.0,27.0,98.0,3.0,7.37185929648241,24.0,4.24120603015075,0.0,1.0,0.435146443514644,0.0,0.285714285714286,7.0,4.0,0.0,18.0,0.6697263216752058,0.3302736783247942
21,0,45.0,1.0,1.0,4.0,326.0,0.0,2.36,0.0,100.0,2.0,2.0,14.0,2.0,2.84745762711864,0.0,0.779661016949153,0.0,1.0,0.0,0.0,0.2,0.0,4.0,1.0,7.0,0.8394510130679927,0.16054898693200725
22,0,42.0,1.0,6.0,1.0,531.0,16.0,0.26,0.0,97.0,0.0,4.0,72.0,3.0,3.41706161137441,0.0,3.62085308056872,0.0,1.0,0.518828451882845,0.0,0.297297297297297,8.0,4.0,0.0,15.0,0.5076238077880604,0.49237619221193957
1633,0,0.0,1.0,0.0,0.0,28.0,234.0,0.08,0.0,62.0,1.0,0.0,14.0,2.0,2.41791044776119,1.0,2.19402985074627,1.0,1.0,0.0933333333333333,0.0,0.285714285714286,0.0,3.0,5.0,2.0,0.5476120261471674,0.4523879738528326
30,0,0.0,1.0,1.0,5.0,100.0,1.0,0.68,0.0,89.0,2.0,0.0,7.0,2.0,4.85714285714286,0.0,27.4,1.0,1.0,1.0625,0.0,0.444444444444444,0.0,2.0,4.0,4.0,0.503659001159065,0.49634099884093497
39,0,4.0,1.0,2.0,4.0,148.0,1.0,196.27,0.0,86.0,3.0,4.0,10.0,4.0,10.8333333333333,1.0,3.25,1.0,1.0,0.769230769230769,0.0,0.461538461538462,0.0,3.0,1.0,5.0,0.647064139144739,0.35293586085526096
44,0,0.0,2.0,0.0,7.0,148.0,0.0,233.62,0.0,0.0,4.0,0.0,6.0,3.0,56.7142857142857,2.0,4.57142857142857,2.0,1.0,0.8125,0.0,0.4,0.0,3.0,1.0,3.0,0.8753621077620244,0.12463789223797561
47,0,0.0,1.0,3.0,8.0,329.0,2.0,0.97,0.0,90.0,1.0,0.0,5.0,2.0,18.3333333333333,2.0,6.4,1.0,1.0,0.638888888888889,0.0,0.2,0.0,3.0,2.0,5.0,0.543703695862219,0.45629630413778105
54,0,0.0,1.0,4.0,4.0,80.0,2.0,0.33,0.0,81.0,2.0,0.0,22.0,1.0,4.76923076923077,1.0,0.6,1.0,1.0,0.1,0.0,0.0,0.0,5.0,5.0,3.0,0.5992296222085567,0.4007703777914433
185,0,2.0,1.0,4.0,7.0,603.0,0.0,14.15,0.0,98.0,2.0,0.0,150.0,1.0,9.3375,0.0,11.8625,1.0,1.0,1.62352941176471,0.0,0.448275862068966,6.0,2.0,0.0,15.0,0.5558293192108913,0.4441706807891087
186,0,0.0,1.0,0.0,7.0,516.0,0.0,0.63,0.0,0.0,1.0,0.0,146.0,1.0,4.72857142857143,0.0,7.61428571428571,1.0,1.0,0.472972972972973,0.0,0.4,0.0,3.0,0.0,7.0,0.7699303502502377,0.2300696497497623
187,0,0.0,1.0,1.0,5.0,115.0,0.0,3.73,0.0,93.0,1.0,0.0,35.0,1.0,3.1875,0.0,5.8125,1.0,1.0,1.33333333333333,0.0,0.0,0.0,3.0,3.0,2.0,0.5724280587929997,0.4275719412070003
224,0,0.0,3.0,5.0,2.0,131.0,0.0,0.24,0.0,84.0,0.0,0.0,3.0,1.0,9.03571428571429,1.0,6.5,1.0,1.0,0.4,0.0,0.571428571428571,0.0,4.0,3.0,5.0,0.6176217604721854,0.38237823952781463
257,0,0.0,1.0,197.0,0.0,402.0,0.0,1.41,0.0,100.0,1.0,0.0,3.0,1.0,0.0,0.0,2.1,1.0,0.0,0.4,0.0,0.407407407407407,9.0,4.0,3.0,16.0,0.5744292717393213,0.4255707282606787
291,0,0.0,2.0,24.0,9.0,116.0,0.0,0.76,0.0,96.0,1.0,0.0,1.0,1.0,9.83333333333333,1.0,4.33333333333333,1.0,1.0,0.5,0.0,0.5,0.0,3.0,2.0,2.0,0.5825280642169653,0.41747193578303465
455,0,0.0,1.0,6.0,2.0,75.0,2.0,58.8,1.0,74.0,2.0,0.0,16.0,3.0,2.88235294117647,0.0,5.70588235294118,0.0,1.0,0.708333333333333,0.0,0.2,0.0,3.0,5.0,2.0,0.5102942140671785,0.4897057859328216
456,0,1.0,5.0,18.0,0.0,149.0,10.0,39.18,1.0,100.0,3.0,0.0,15.0,2.0,3.87037037037037,0.0,6.01851851851852,0.0,0.0,0.64,0.0,0.363636363636364,0.0,2.0,5.0,2.0,0.7844493161416056,0.21555068385839438
552,0,117.0,1.0,137.0,0.0,211.0,76.0,0.02,0.0,99.0,2.0,2.0,39.0,1.0,3.28732394366197,0.0,3.22464788732394,0.0,0.0,0.433378196500673,0.0,0.2,0.0,2.0,5.0,5.0,0.7009408630829936,0.2990591369170064
