Antecedent,Antecedent Coverage %,Confidence,Lift
1.3 < CountDeclInstanceMethod <= 5.5,0.25616,1.0,1.05075
CountDeclInstanceVariable <= -0.22,0.12121,1.0,1.05075
-0.56 < CountDeclMethodPrivate <= 0.13,0.5715,0.99917,1.04988
0.88 < AvgCyclomaticStrict <= 1.25,0.32481,0.99854,1.04921
-0.24 < CountDeclMethodProtected <= 0.115,0.47775,0.99802,1.04866
1.62 < CountClassCoupled <= 3.08,0.20833,0.99773,1.04836
5.5 < CountDeclInstanceMethod <= 10.55,0.2036,0.99767,1.0483
3.08 < CountClassCoupled <= 6.14,0.19981,0.99763,1.04826
CountDeclInstanceMethod <= 1.3,0.18371,0.99742,1.04804
-0.037 < OWN_COMMIT <= 0.014,0.51657,0.99725,1.04786
