test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
50,0,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.1,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.833333333333333,0.0,1.0,0.0,0.87299496,0.12700506,1
50,1,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,10.0,0.833333333333333,0.0,1.0,0.0,0.80028164,0.19971837,1
50,2,9.0,0.0,1.0,14.0,6.0,0.0,2.0,2.0,12.0,17.0,0.1,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,10.0,0.833333333333333,0.0,1.0,0.0,0.9953609,0.0046390644,3
50,3,9.0,0.0,1.0,14.0,6.0,0.0,2.0,2.0,12.0,17.0,0.1,0.0,0.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,10.0,0.833333333333333,0.0,1.0,0.0,0.99752796,0.0024720423,4
50,4,9.0,0.0,1.0,14.0,6.0,0.0,2.0,2.0,12.0,17.0,0.1,0.0,0.0,1.0,0.0,12.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,10.0,0.833333333333333,0.0,1.0,0.0,0.99770546,0.0022945276,5
50,5,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.1,0.0,0.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,10.0,0.833333333333333,0.0,1.0,0.0,0.99244934,0.007550657,3
50,6,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.1,0.0,0.0,1.0,0.0,24.0,2.0,3.5,0.0,1.0,1.0,0.118421052631579,0.0,10.0,0.833333333333333,0.0,1.0,0.0,0.9972509,0.002749074,4
50,7,9.0,0.0,1.0,14.0,6.0,0.0,13.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.833333333333333,0.0,1.0,0.0,0.64328647,0.35671356,1
50,8,9.0,0.0,1.0,14.0,6.0,0.0,2.0,2.0,12.0,17.0,0.1,0.0,84.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.833333333333333,0.0,1.0,0.0,0.9790741,0.020925881,3
50,9,9.0,0.0,1.0,14.0,6.0,0.0,2.0,2.0,12.0,2.0,0.1,0.0,84.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.833333333333333,0.0,1.0,0.0,0.9902977,0.00970234,4
50,10,9.0,0.0,1.0,14.0,6.0,0.0,2.0,2.0,12.0,2.0,0.6,0.0,84.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.833333333333333,0.0,1.0,0.0,0.99091667,0.009083317,4
50,11,9.0,0.0,1.0,0.0,6.0,0.0,34.0,2.0,12.0,17.0,0.1,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,10.0,0.833333333333333,0.0,1.0,0.0,0.9976987,0.0023012804,3
50,12,9.0,0.0,1.0,0.0,6.0,0.0,2.0,2.0,12.0,17.0,0.1,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,10.0,0.833333333333333,0.0,1.0,0.0,0.9990077,0.000992286,4
50,13,9.0,0.0,1.0,0.0,6.0,0.0,2.0,2.0,12.0,17.0,0.1,0.0,71.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,10.0,0.833333333333333,0.0,1.0,0.0,0.9991517,0.00084830343,5
50,14,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,0.0,0.833333333333333,0.0,1.0,0.0,0.8565219,0.1434781,1
50,15,9.0,0.0,1.0,14.0,6.0,0.0,2.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,0.0,0.833333333333333,0.0,1.0,0.0,0.97623783,0.023762165,2
50,16,9.0,0.0,1.0,14.0,6.0,0.0,2.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,0.0,0.9,0.0,1.0,0.0,0.9827765,0.0172235,3
50,17,9.0,0.0,1.0,14.0,6.0,0.0,2.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,12.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,0.0,0.9,0.0,1.0,0.0,0.9839963,0.016003702,4
50,18,9.0,0.0,1.0,14.0,6.0,0.0,2.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,12.0,0.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,0.0,0.9,0.0,1.0,0.0,0.98440874,0.015591264,5
50,19,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.1,0.0,0.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,10.0,0.0,0.0,1.0,0.0,0.9955083,0.004491697,4
157,0,13.0,0.0,2.0,0.0,0.0,0.0,254.0,144.0,2.0,5.0,0.09,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,10.0,0.727272727272727,0.0,1.0,4.0,0.86447465,0.13552535,1
157,1,13.0,0.0,2.0,0.0,0.0,0.0,254.0,144.0,2.0,5.0,0.2,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,0.0,0.727272727272727,0.0,1.0,4.0,0.98419076,0.01580921,2
157,2,13.0,0.0,2.0,0.0,0.0,0.0,50.0,144.0,2.0,5.0,0.09,1.0,99.0,1.0,1.0,118.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,139.0,0.727272727272727,0.0,1.0,4.0,0.5249431,0.47505692,1
157,3,13.0,0.0,2.0,0.0,0.0,0.0,2.0,144.0,2.0,5.0,0.2,1.0,99.0,1.0,1.0,3.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,0.0,0.727272727272727,0.0,1.0,4.0,0.9988679,0.0011320825,4
157,4,13.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,0.2,1.0,99.0,1.0,1.0,3.0,2.0,3.77003484320558,0.0,0.0,1.0,0.585648148148148,0.0,0.0,0.727272727272727,0.0,1.0,4.0,0.9995908,0.00040916647,5
