"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'3.15 < CountClassCoupled <= 6.35 & 0.984 < AvgEssential <= 1.026'","b'target = 0'",0.15893,339,0.15846,338,0.99705,0.01361,1.09399,8.67418e-12,0.91139,1944
"b'000001'","b'CountDeclMethodPrivate <= -0.7'","b'target = 0'",0.08579,183,0.08533,182,0.99454,0.00713,1.09123,3.88847e-07,0.91139,1944
"b'000002'","b'OWN_COMMIT <= 0.06'","b'target = 0'",0.20769,443,0.20628,440,0.99323,0.017,1.08979,2.23056e-16,0.91139,1944
"b'000003'","b'CountInput_Mean <= 1.08'","b'target = 0'",0.20019,427,0.19878,424,0.99297,0.01633,1.08951,1.2808e-15,0.91139,1944
"b'000004'","b'17.6 < CountLineComment <= 33.4'","b'target = 0'",0.22925,489,0.22738,485,0.99182,0.01844,1.08825,2.03718e-17,0.91139,1944
"b'000005'","b'-19.5 < Added_lines <= 12.5'","b'target = 0'",0.39616,845,0.39241,837,0.99053,0.03135,1.08683,4.39029e-32,0.91139,1944
"b'000006'","b'CountClassCoupled <= 0.8'","b'target = 0'",0.19644,419,0.19456,415,0.99045,0.01553,1.08675,3.93301e-14,0.91139,1944
"b'000007'","b'RatioCommentToCode > 2'","b'target = 0'",0.19503,416,0.19316,412,0.99038,0.01541,1.08667,5.38458e-14,0.91139,1944
"b'000008'","b'MaxNesting_Mean <= 0.015'","b'target = 0'",0.24519,523,0.24238,517,0.98853,0.01891,1.08463,6.78922e-17,0.91139,1944
"b'000009'","b'-0.7 < CountDeclMethodPrivate <= 0.21'","b'target = 0'",0.46882,1000,0.4632,988,0.988,0.03592,1.08406,2.10729e-37,0.91139,1944
