"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'Added_lines <= -24'","b'target = 0'",0.09896,210,0.09896,210,1,0.01054,1.1192,1.42437e-11,0.8935,1896
"b'000001'","b'-24 < Added_lines <= 18.5'","b'target = 0'",0.40009,849,0.39962,848,0.99882,0.04214,1.11788,1.87573e-52,0.8935,1896
"b'000002'","b'CountClassCoupled <= 0.58'","b'target = 0'",0.20311,431,0.2017,428,0.99304,0.02022,1.11141,9.39181e-20,0.8935,1896
"b'000003'","b'2.56 < CountClassCoupled <= 5.54'","b'target = 0'",0.21112,448,0.20829,442,0.98661,0.01966,1.10421,2.56353e-17,0.8935,1896
"b'000004'","b'0.58 < CountClassCoupled <= 2.56'","b'target = 0'",0.19321,410,0.18944,402,0.98049,0.01681,1.09736,1.96395e-13,0.8935,1896
"b'000005'","b'CountLineComment <= 14.6'","b'target = 0'",0.19086,405,0.18662,396,0.97778,0.01609,1.09433,2.30349e-12,0.8935,1896
"b'000006'","b'CountInput_Mean <= 1.18'","b'target = 0'",0.20264,430,0.19793,420,0.97674,0.01687,1.09317,8.22758e-13,0.8935,1896
"b'000007'","b'MINOR_LINE <= 0.99'","b'target = 0'",0.11074,235,0.10792,229,0.97447,0.00897,1.09062,9.522e-07,0.8935,1896
"b'000008'","b'OWN_COMMIT <= 0.025'","b'target = 0'",0.23563,500,0.22903,486,0.972,0.0185,1.08786,2.82976e-13,0.8935,1896
"b'000009'","b'RatioCommentToCode > 2.435'","b'target = 0'",0.2017,428,0.19604,416,0.97196,0.01583,1.08782,3.01612e-11,0.8935,1896
