test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
7,0,1.0,0.0,1.0,0.0,7.0,2.0,133.0,7.0,8.0,1.0,0.67,0.0,100.0,7.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.5733934109474977,0.42660658905250226
8,0,3.0,0.0,1.0,1.0,5.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,30.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,192.0,0.7,0.0,1.0,1.0,0.5130487851527927,0.4869512148472073
185,0,1.0,0.0,1.0,1.0,6.0,2.0,114.0,6.0,9.0,0.0,11.2,1.0,96.0,3.0,9.0,15.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.9271169800452277,0.07288301995477231
187,0,7.0,0.0,1.0,0.0,20.0,2.0,323.0,11.0,4.0,18.0,0.54,1.0,100.0,5.0,1.0,19.0,2.0,3.5,0.0,0.0,0.0,106.0,0.380952380952381,3.0,5.0,5.0,0.8223794186207287,0.17762058137927123
238,0,2.0,14.0,1.0,0.0,7.0,2.0,168.0,14.0,41.0,15.0,13.5,0.0,100.0,2.0,34.0,57.0,3.0,10.3222222222222,0.0,0.0,0.0,1022.0,0.294117647058824,2.0,4.0,8.0,0.8698199571228373,0.13018004287716273
264,0,0.0,3.0,1.0,0.0,5.0,1.0,362.0,1.0,0.0,10.0,4.3,0.0,91.0,2.0,1.0,9.0,1.0,7.69642857142857,1.0,1.0,0.0,1474.0,0.222222222222222,0.0,3.0,4.0,0.5993599657653903,0.40064003423460964
279,0,0.0,0.0,1.0,0.0,7.0,2.0,227.0,2.0,8.0,3.0,1.19,0.0,79.0,6.0,2.0,12.0,1.0,3.88,4.0,1.0,0.0,871.0,0.333333333333333,0.0,5.0,4.0,0.7881990331299512,0.21180096687004882
291,0,7.0,0.0,1.0,0.0,6.0,2.0,168.0,18.0,23.0,8.0,13.5,0.0,96.0,4.0,43.0,35.0,2.0,2.93827160493827,0.0,0.0,0.0,952.0,0.315789473684211,0.0,5.0,5.0,0.62704765318356,0.37295234681644
292,0,6.0,0.0,1.0,2.0,6.0,2.0,492.0,7.0,17.0,6.0,11.0,0.0,95.0,5.0,12.0,6.0,2.0,4.58823529411765,0.0,0.0,0.0,585.0,0.37037037037037,3.0,4.0,6.0,0.5263304006909366,0.4736695993090634
365,0,0.0,0.0,1.0,0.0,7.0,2.0,315.0,8.0,10.0,8.0,8.8,1.0,100.0,5.0,34.0,5.0,7.0,3.09090909090909,0.0,0.0,0.0,167.0,0.285714285714286,0.0,4.0,5.0,0.8860694171701411,0.11393058282985893
371,0,3.0,0.0,0.0,0.0,19.0,1.0,244.0,2.0,5.0,7.0,1.69,0.0,84.0,6.0,1.0,6.0,1.0,2.38888888888889,0.0,1.0,0.0,30.0,0.4,0.0,5.0,2.0,0.7749021557700174,0.2250978442299826
379,0,22.0,11.0,1.0,0.0,6.0,2.0,81.0,2.0,3.0,1.0,0.75,0.0,100.0,5.0,0.0,17.0,2.0,1.875,0.0,1.0,0.0,450.0,0.428571428571429,0.0,3.0,0.0,0.733959601670457,0.266040398329543
396,0,23.0,1.0,1.0,1.0,18.0,2.0,520.0,17.0,14.0,17.0,0.66,1.0,100.0,6.0,10.0,11.0,3.0,3.32051282051282,0.0,0.0,0.0,442.0,0.454545454545455,0.0,3.0,3.0,0.6040092622446457,0.3959907377553543
416,0,1.0,1.0,3.0,0.0,6.0,2.0,162.0,2.0,10.0,4.0,6.0,0.0,95.0,4.0,238.0,20.0,2.0,3.25,0.0,1.0,0.0,255.0,0.285714285714286,0.0,4.0,2.0,0.6092344580830567,0.3907655419169434
468,0,0.0,0.0,1.0,0.0,12.0,1.0,82.0,1.0,1.0,1.0,2.73,0.0,87.0,5.0,4.0,12.0,1.0,5.0,0.0,2.0,0.0,56.0,0.428571428571429,0.0,1.0,2.0,0.7442945536485254,0.25570544635147463
474,0,0.0,0.0,1.0,0.0,7.0,2.0,33.0,1.0,0.0,0.0,1.43,2.0,100.0,1.0,0.0,8.0,2.0,3.0,3.0,7.0,1.0,1050.0,0.2,0.0,1.0,1.0,0.7472867343652853,0.25271326563471475
493,0,12.0,5.0,2.0,0.0,6.0,3.0,434.0,7.0,6.0,4.0,0.48,1.0,92.0,2.0,3.0,20.0,2.0,0.3,0.0,1.0,0.0,137.0,0.227272727272727,1.0,4.0,5.0,0.5219718858973863,0.47802811410261375
515,0,8.0,7.0,1.0,0.0,7.0,2.0,168.0,11.0,11.0,8.0,13.5,0.0,94.0,3.0,4.0,30.0,3.0,3.74285714285714,0.0,0.0,0.0,263.0,0.391304347826087,1.0,4.0,5.0,0.8276482539151511,0.17235174608484888
516,0,2.0,1.0,1.0,1.0,4.0,1.0,141.0,3.0,10.0,3.0,12.7,0.0,92.0,1.0,2.0,8.0,3.0,2.73076923076923,0.0,0.0,0.0,52.0,0.333333333333333,0.0,3.0,2.0,0.6080096077463018,0.3919903922536982
534,0,2.0,0.0,1.0,0.0,5.0,2.0,82.0,6.0,0.0,16.0,0.67,0.0,93.0,1.0,0.0,21.0,2.0,2.4,0.0,1.0,0.0,8.0,0.375,0.0,4.0,4.0,0.8468736780348287,0.15312632196517134
538,0,3.0,0.0,1.0,0.0,18.0,2.0,204.0,4.0,1.0,13.0,0.68,0.0,87.0,1.0,1.0,28.0,1.0,15.1034482758621,0.0,1.0,0.0,78.0,0.153846153846154,0.0,4.0,5.0,0.5444782363224213,0.4555217636775787
549,0,0.0,0.0,2.0,1.0,18.0,3.0,363.0,4.0,10.0,4.0,0.63,1.0,92.0,1.0,1.0,29.0,1.0,3.3125,1.0,1.0,0.0,359.0,0.346153846153846,3.0,5.0,3.0,0.5982569242256557,0.4017430757743443
563,0,0.0,0.0,1.0,0.0,9.0,2.0,113.0,3.0,1.0,0.0,6.7,1.0,93.0,2.0,0.0,22.0,2.0,3.44444444444444,0.0,1.0,0.0,25.0,0.461538461538462,0.0,4.0,6.0,0.7459099975416532,0.2540900024583468
569,0,3.0,1.0,3.0,0.0,11.0,6.0,192.0,1.0,3.0,4.0,11.0,4.0,79.0,1.0,2.0,6.0,2.0,5.76923076923077,2.0,1.0,0.0,76.0,0.263157894736842,0.0,3.0,3.0,0.85247294851776,0.14752705148223996
578,0,0.0,0.0,1.0,0.0,5.0,1.0,191.0,1.0,0.0,12.0,0.99,0.0,93.0,7.0,0.0,1.0,9.0,4.85185185185185,1.0,1.0,0.0,8.0,0.333333333333333,0.0,2.0,5.0,0.6053031404749971,0.3946968595250029
582,0,0.0,0.0,1.0,0.0,7.0,3.0,84.0,11.0,3.0,0.0,0.72,1.0,62.0,2.0,3.0,9.0,1.0,2.125,0.0,1.0,0.0,53.0,0.3,0.0,1.0,0.0,0.6793058813768691,0.32069411862313085
583,0,1.0,0.0,1.0,0.0,6.0,3.0,71.0,1.0,4.0,1.0,14.6,1.0,71.0,1.0,4.0,6.0,3.0,6.0,4.0,1.0,0.0,62.0,0.3,0.0,6.0,5.0,0.6807114834997818,0.3192885165002181
584,0,0.0,0.0,2.0,0.0,5.0,3.0,49.0,1.0,0.0,2.0,9.0,1.0,30.0,2.0,3.0,9.0,1.0,4.6,3.0,2.0,0.0,51.0,0.7,0.0,3.0,3.0,0.785187651459949,0.21481234854005102
586,0,0.0,0.0,1.0,0.0,4.0,3.0,47.0,1.0,2.0,0.0,0.68,0.0,0.0,3.0,11.0,6.0,1.0,3.5,3.0,2.0,0.0,1449.0,0.5,0.0,3.0,3.0,0.7212822476829555,0.2787177523170445
588,0,0.0,0.0,1.0,0.0,6.0,4.0,80.0,1.0,2.0,1.0,0.83,1.0,41.0,3.0,0.0,5.0,1.0,10.0,4.0,3.0,0.0,5.0,1.0,0.0,2.0,1.0,0.5375050793660558,0.4624949206339442
589,0,0.0,0.0,2.0,0.0,4.0,3.0,47.0,1.0,0.0,1.0,9.6,1.0,50.0,2.0,0.0,13.0,1.0,2.8,1.0,2.0,0.0,64.0,0.25,0.0,5.0,3.0,0.8593868257208677,0.1406131742791323
590,0,0.0,0.0,1.0,0.0,7.0,3.0,107.0,14.0,2.0,49.0,1.57,1.0,0.0,3.0,0.0,10.0,1.0,2.5,1.0,2.0,0.0,49.0,0.461538461538462,0.0,4.0,2.0,0.7936630739107859,0.2063369260892141
610,0,10.0,1.0,1.0,2.0,8.0,2.0,610.0,1.0,6.0,12.0,1.09,0.0,94.0,1.0,1.0,37.0,1.0,0.3,0.0,0.0,0.0,242.0,0.375,3.0,3.0,8.0,0.5496491533657925,0.45035084663420755
