,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1168,1,0,1,0,4,1,88,2,2,1,0.43,1,86,5,0,9,1,1.46666666666667,1,1,0,6,0.4,0,1,2
1234,0,0,1,0,2,1,30,2,1,1,0.75,1,100,5,0,5,2,0.4,0,0,0,0,0.5,0,1,0
474,0,0,1,0,7,2,33,1,0,0,1.43,2,100,1,0,7,2,3.0,3,7,1,63,0.2,0,1,1
589,0,0,2,0,4,3,47,1,0,1,0.42,1,50,2,0,13,1,2.8,1,2,0,6,0.25,0,5,3
493,12,5,2,0,6,3,434,7,6,4,0.48,1,92,2,3,20,2,16.051724137931,0,1,0,6,0.227272727272727,1,4,2
468,0,0,1,0,3,1,82,1,1,1,2.73,0,60.0,5,4,1,1,5.0,0,2,0,56,0.375,0,1,2
590,0,0,1,0,7,3,107,1,2,0,1.57,1,0,3,0,4,1,2.5,1,2,0,49,0.461538461538462,0,4,2
584,0,0,2,0,5,3,49,1,0,2,0.48,1,30,2,3,4,1,4.6,3,0,0,51,0.375,0,3,3
586,0,0,1,0,4,3,47,1,1,0,0.68,0,0,3,0,6,1,3.5,3,2,0,4,0.5,0,3,3
371,3,0,1,0,6,1,244,2,5,7,1.69,0,84,6,1,6,1,2.38888888888889,0,1,0,1,0.4,0,4,2
279,0,0,1,0,7,2,227,2,8,3,1.19,0,79,6,2,2.5,1,3.88,0,1,0,0,0.333333333333333,0,5,4
516,2,1,1,1,4,1,141,3,2,3,0.84,0,92,1,2,4,3,2.73076923076923,0,0,0,52,0.333333333333333,0,3,2
7,1,0,1,0,7,2,133,2,8,1,0.67,0,100,3,0,4.0,2,2.0,0,0,0,217,0.6875,0,2,2
583,1,0,1,0,6,3,71,1,4,1,0.52,1,71,1,4,6,3,6.0,4,1,0,6,0.3,0,6,0
809,9,0,1,0,7,2,509,9,2,1,0.79,0,100,3,1,4.0,2,3.82539682539683,0,0,0,202,0.238095238095238,3,2,6
365,0,0,1,0,7,2,315,8,10,8,1.09,1,100,5,34,5,2,3.09090909090909,0,0,0,167,0.285714285714286,0,4,4
1236,2,1,1,0,3,1,105,8,3,2,0.42,2,100,2,0,36,2,1.61538461538462,0,0,0,4,0.4,0,5,2
569,3,1,3,0,11,6,192,1,3,4,0.41,4,79,1,2,28,2,5.76923076923077,2,1,0,4,0.263157894736842,0,3,3
1020,0,0,1,0,4,2,27,1,0,0,0.38,5,0,3,14.0,15,1,1.5,1,2,0,4,0.333333333333333,0,3,0
