test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
7,0,1.0,0.0,1.0,0.0,7.0,2.0,133.0,7.0,8.0,1.0,0.67,0.0,100.0,7.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.5733934109474977,0.42660658905250226
7,1,1.0,0.0,1.0,0.0,7.0,1.0,133.0,2.0,8.0,1.0,1.9,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.5922395362148559,0.4077604637851441
7,2,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,14.0,0.0,100.0,3.0,0.0,17.0,2.0,2.0,23.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.8124451468361715,0.18755485316382847
7,3,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,2.4,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.3,0.0,2.0,2.0,0.9812527524278182,0.01874724757218185
7,4,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,12.4,12.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.837394780928846,0.162605219071154
7,5,1.0,0.0,1.0,0.0,14.0,2.0,133.0,2.0,8.0,1.0,0.67,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.8713491574295393,0.1286508425704607
7,6,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,5.0,0.67,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6,0.0,2.0,2.0,0.5615233217476022,0.4384766782523978
7,7,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,4.3,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,1474.0,0.6875,0.0,2.0,2.0,0.8111156807459956,0.18888431925400445
7,8,1.0,0.0,1.0,0.0,23.0,2.0,133.0,2.0,8.0,1.0,0.67,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,277.0,0.6875,0.0,2.0,2.0,0.8713491574295393,0.1286508425704607
7,9,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,12.2,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.8197681973335186,0.18023180266648142
8,0,3.0,0.0,1.0,1.0,5.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,30.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,192.0,0.7,0.0,1.0,1.0,0.5130487851527927,0.4869512148472073
