,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
10,0,2,0,7,133,5,0.47,0,81,2,0,4,1,5.71428571428571,1,7.0,1,1,1.625,0,0.533333333333333,0,4,6,4
54,0,1,4,4,80,2,0.33,0,81,2,0,22,1,4.76923076923077,1,6.07692307692308,1,1,1.93333333333333,0,0.1,0,5,5,3
187,0,1,1,5,115,0,0.66,0,93,1,0,8,1,3.1875,0,5.8125,1,1,1.33333333333333,0,0.6,0,3,3,2
1661,1,1,13,0,40,4,0.08,2,87,2,0,20,2,3.88235294117647,0,6.91176470588235,1,1,0.5,0,0.82,0,1,3,2
1662,3,1,1,2,67,0,0.33,0,80,2,0,3,2,2.76470588235294,0,5.35294117647059,0,1,0.695652173913043,0,0.714285714285714,0,1,3,2
552,117,1,137,0,211,76,0.02,0,99,2,2,39,1,3.28732394366197,0,3.22464788732394,0,0,0.433378196500673,0,0.636363636363636,0,2,5,5
563,57,1,46,0,90,24,0.02,0,97,2,2,13,2,2.25150905432596,0,3.39034205231388,0,1,0.442084942084942,0,0.833333333333333,0,1,1,1
585,0,1,0,0,18,0,0.06,0,0,1,4,9,2,0.0153846153846154,0,0.0153846153846154,0,1,0.0,0,0.25,0,4,1,3
586,0,1,0,0,19,0,0.06,0,0,1,22,24,2,0.737704918032787,0,0.491803278688525,0,1,0.0,0,0.333333333333333,0,5,1,5
592,63,1,0,6,32,0,2.68,0,0,1,3,8,1,1.0,1,0.0158730158730159,0,1,0.0,0,0.333333333333333,0,4,3,3
777,1,2,1,4,45,0,0.32,1,50,3,0,11,1,4.66666666666667,0,8.0,1,1,2.125,0,0.375,0,3,2,2
790,21,4,1,0,28,1,0.02,0,97,2,0,15,2,4.44117647058824,1,5.27941176470588,1,1,2.77464788732394,0,0.333333333333333,0,5,1,3
799,1,1,1,4,34,5,0.43,0,74,1,0,15,1,9.86206896551724,2,5.93103448275862,1,1,1.03225806451613,0,0.538461538461538,0,1,3,2
842,1,1,0,4,46,0,0.34,0,55,1,0,5,2,2.14285714285714,1,11.2857142857143,1,1,1.7,0,0.5,0,3,4,1
853,2,2,1,3,66,8,0.4,0,80,1,2,24,1,4.46153846153846,1,5.84615384615385,0,1,1.17647058823529,0,0.545454545454545,0,3,1,3
875,43,1,13,6,1645,17,0.46,1,100,1,4,97,2,10.1880733944954,0,6.60091743119266,0,0,1.03846153846154,0,0.327868852459016,8,4,1,23
890,2,1,1,3,109,0,0.66,0,68,2,0,4,2,3.05263157894737,1,3.36842105263158,1,1,0.739130434782609,0,0.666666666666667,0,1,2,1
948,15,1,3,4,400,6,0.45,0,94,2,2,25,3,5.50819672131148,0,5.14754098360656,1,1,1.109375,0,0.263157894736842,0,2,1,8
969,0,1,1,5,85,0,0.57,0,73,1,0,19,1,4.66666666666667,2,7.0,2,1,1.14285714285714,0,0.5,0,3,2,3
1090,0,1,2,1,62,0,0.42,0,83,1,1,13,2,3.0,1,4.22222222222222,0,1,1.0,0,0.714285714285714,0,1,3,2
1124,2,2,2,2,63,6,0.25,0,100,2,1,4,2,4.71428571428571,0,5.92857142857143,0,1,1.26315789473684,0,0.666666666666667,0,2,3,6
1172,1,1,6,4,609,0,0.16,5,72,1,1,71,2,5.27966101694915,0,11.1694915254237,0,1,0.540983606557377,0,0.555555555555556,0,4,1,10
1217,0,1,7,2,34,0,0.21,0,57,2,0,4,1,3.85714285714286,1,5.85714285714286,1,1,0.8,0,0.4,0,2,3,5
1218,0,2,8,1,40,0,0.09,2,66,2,0,34,2,4.22222222222222,0,9.55555555555556,1,1,1.22727272727273,0,0.2,0,4,1,6
1221,0,1,1,5,48,0,0.6,1,0,3,0,3,1,1.75,1,7.0,1,1,1.14285714285714,0,0.375,0,2,4,4
1360,1,3,1,31,306,0,0.51,13,42,1,0,30,2,3.33333333333333,0,24.5555555555556,1,1,1.66666666666667,0,0.5,0,2,1,7
1414,11,1,8,2,67,0,0.26,0,87,2,0,20,2,3.45454545454545,0,4.45454545454545,1,1,0.384615384615385,0,0.828,0,4,5,2
1449,0,1,6,3,82,0,0.38,2,63,1,0,26,1,1.5,0,10.4375,2,1,0.722222222222222,0,0.333333333333333,0,2,5,3
1464,1,1,7,5,154,0,0.2,3,80,3,0,32,1,7.34782608695652,0,14.9565217391304,1,1,1.52,0,0.333333333333333,0,7,1,4
1527,0,1,8,2,55,0,0.16,2,71,1,0,3,2,4.3125,1,6.625,1,1,0.473684210526316,0,0.5,0,3,3,3
1535,0,1,2,2,66,0,0.29,1,75,1,0,3,2,3.9375,0,6.8125,1,1,0.578947368421053,0,0.571428571428571,0,3,3,1
1609,0,1,7,0,21,7,0.16,0,82,1,2,19,1,4.33333333333333,1,4.33333333333333,1,1,0.5,0,0.428571428571429,0,4,1,5
