,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
10,0,2,0,7,5,5,0.47,0,81,2,0,4.6000000000000005,16,5.71428571428571,1,97,1,1,1.625,0,0.533333333333333,0,4,2,4
1628,3,1,1,5,236,7,0.54,1,86,1,2,16,2,6.6,1,5.9,0,1,1.13513513513514,0,0.5,0,1,4,3
21,45,1,1,4,5,0,2.36,0,100,2,2,14,2,2.84745762711864,0,0.30000000000000004,0,1,0.0,0,274,0,4,3.89,5
1661,1,1,13,0,40,4,0.08,2,85,2,0,1,2,3.88235294117647,0,16,1,1,0.5,0,0.5,2,1,4.6000000000000005,2
224,0,3,5,2,131,0,0.24,0,84,1,0,3,1,9.03571428571429,1,4.6000000000000005,1,1,2.53333333333333,0,0.5,0,3,2,1
30,0,1,1,5,97,1,0.68,0,89,3,0,7,2,4.85714285714286,0,4.6000000000000005,1,1,1.0625,0,0.444444444444444,0,2,2,3
23,1,1,1,4,422,1,0.59,0,91,2,1,23,2,17.1,1,4.21818181818182,1,1,0.438848920863309,0,0.428571428571429,5,5,2,3
1662,3,1,0,2,67,0,0.33,0,80,2,0,9,1,2.76470588235294,0,4.6000000000000005,0,1,0.695652173913043,0,0.714285714285714,0,1,2,2
455,0,1,6,2,75,2,0.27,1,74,2,0,9,2,2.88235294117647,0,5.70588235294118,0,1,0.708333333333333,0,0.30000000000000004,0,3,4,1
257,0,1,1,0,402,0,1.41,0,100,1,0,3,1,0.0,0,2,1,0,0.0,0,0.407407407407407,12,4,158,3.89
349,0,2,2,2,74,0,0.37,0,66,2,0,16,2,4.125,0,4.6000000000000005,0,1,2.58333333333333,0,0.333333333333333,0,1,0,2
552,117,1,137,0,23,76,0.02,0,99,2,2,3.89,2,97,0,0.45,0,0,1.25,0,0.636363636363636,0,2,5,5
563,57,1,46,0,90,3.89,9,0,97,2,2,20,2,2.25150905432596,0,0.0,0,1,0.442084942084942,0,0.833333333333333,0,1,1,1
39,4,1,2,4,97,1,0.7,0,86,3,4,10,5,10.8333333333333,1,3,1,1,0.769230769230769,0,0.461538461538462,0,3,3.89,3
54,0,1,4,4,80,2,0.33,0,81,2,0,16,1,4.76923076923077,1,4.6000000000000005,1,1,1.05,0,0.5,0,5,4,3
20,1,1,1,5,1136,0,0.64,0,94,2,27,42,3,7.37185929648241,0,4.24120603015075,0,1,0.435146443514644,0,0.285714285714286,1,4,5,0
44,0,2,0,7,5,0,1.13,0,0,97,4.3500000000000005,6,3,56.7142857142857,2,3,2,1,0.8125,0,0.4,0,3,6,3
