,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
19,0,1,0,5,186,0,0.95,0,85,3,0,10,3,20.5555555555556,1,2.66666666666667,1,1,0.586206896551724,0,0.666666666666667,0,3,1,3
21,45,1,1,4,326,0,2.36,0,98,2,2,9,2,2.84745762711864,0,0.779661016949153,0,1,0.0,0,0.470588235294118,0,4,7,5
30,0,1,1,5,100,1,0.68,0,85,4,0,10,2,4.85714285714286,0,4.85714285714286,1,1,1.0625,0,0.444444444444444,0,3,2,3
47,0,1,3,8,329,2,0.97,0,85,1,0,10,2,18.3333333333333,2,3.72727272727273,1,1,0.638888888888889,0,0.666666666666667,0,2,1,5
1661,1,1,13,0,40,4,0.08,2,85,2,0,16,2,3.88235294117647,0,6.91176470588235,1,1,0.5,0,0.5,0,1,3,1
257,0,1,197,0,402,0,1.41,0,98,1,0,4,1,0.0,0,1.0,1,0,0.0,0,0.407407407407407,9,3,2,16
552,117,1,137,0,211,76,0.02,0,98,2,2,23,2,3.28732394366197,0,3.22464788732394,0,0,0.433378196500673,0,0.636363636363636,0,3,5,3
563,57,1,46,0,90,24,0.02,0,85,2,2,13,2,2.25150905432596,0,3.39034205231388,0,1,0.442084942084942,0,0.833333333333333,0,1,1,2
585,0,1,0,0,18,0,0.06,0,27,1,4,10,2,0.0153846153846154,0,0.0153846153846154,0,1,0.0,0,0.25,0,4,2,2
682,17,2,20,3,505,12,0.27,0,85,2,1,23,2,5.5929203539823,0,6.69026548672566,1,1,1.25,0,0.705882352941177,0,1,6,5
777,1,2,1,4,45,0,0.32,1,31,3,0,9,1,4.66666666666667,0,8.0,1,1,2.125,0,0.375,0,4,5,1
782,0,1,0,0,22,2,0.38,0,27,3,0,11,1,3.5,1,5.5,3,1,0.833333333333333,0,0.25,0,3,2,3
790,21,4,1,0,28,1,0.02,0,85,2,0,9,2,4.44117647058824,1,5.27941176470588,1,1,2.77464788732394,0,0.333333333333333,0,5,3,2
799,1,1,1,4,160,5,0.43,0,68,1,0,9,1,9.86206896551724,2,5.93103448275862,1,1,1.03225806451613,0,0.538461538461538,0,1,3,1
835,2,1,2,7,103,0,0.84,0,86,1,0,10,2,7.72727272727273,2,3.72727272727273,1,1,0.692307692307692,0,0.5,0,3,1,2
842,1,1,0,4,46,0,0.34,0,31,1,0,25,2,2.14285714285714,1,11.2857142857143,1,1,1.7,0,0.5,0,2,2,2
858,3,1,1,1,71,0,0.17,0,68,1,0,9,3,5.5625,1,5.15625,1,1,0.825,0,0.571428571428571,0,6,4,3
890,2,1,1,3,109,0,0.66,0,67,2,0,10,2,3.05263157894737,1,3.36842105263158,1,1,0.739130434782609,0,0.666666666666667,0,3,1,2
908,2,3,1,2,49,0,0.37,0,31,1,0,16,2,6.0,2,9.0,1,1,2.5,0,0.75,0,2,2,2
949,34,1,0,3,202,0,1.8,0,98,1,1,10,2,6.71111111111111,0,0.777777777777778,0,1,0.0,0,0.4,0,3,5,6
1724,1,1,2,3,54,0,0.31,0,31,2,0,9,1,5.75,1,8.0,2,1,1.41666666666667,0,0.5,0,3,4,1
1027,0,2,2,0,24,0,0.11,0,31,2,0,9,1,5.55555555555556,2,13.8888888888889,3,1,2.18181818181818,0,0.333333333333333,0,1,3,2
1039,0,2,3,2,131,0,0.28,0,85,3,0,9,1,5.51162790697674,3,4.34883720930233,1,1,1.59574468085106,0,0.5,0,3,3,2
1090,0,1,2,1,62,0,0.31,0,68,1,1,9,2,3.0,1,4.22222222222222,0,1,1.0,0,0.714285714285714,0,1,3,1
1111,8,1,8,4,236,0,0.55,0,85,1,1,10,2,6.43243243243243,1,4.83783783783784,1,1,0.952380952380952,0,0.4,0,1,2,6
1176,0,3,7,3,29,0,0.31,2,67,1,0,10,1,3.66666666666667,1,8.33333333333333,1,1,1.2,0,0.5,0,2,2,2
1217,0,1,7,2,34,0,0.21,0,31,2,0,9,1,3.85714285714286,1,5.85714285714286,1,1,0.8,0,0.4,0,3,3,3
