"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'CountClassCoupled <= 1.1'","b'target = 0'",0.20982,470,0.20759,465,0.98936,0.03196,1.18196,1.28163e-33,0.83705,1875
"b'000001'","b'OWN_COMMIT > 0.996'","b'target = 0'",0.275,616,0.27143,608,0.98701,0.04124,1.17915,5.77877e-44,0.83705,1875
"b'000002'","b'1.1 < CountClassCoupled <= 4.25'","b'target = 0'",0.19598,439,0.19196,430,0.9795,0.02792,1.17017,4.4957e-26,0.83705,1875
"b'000003'","b'Del_lines <= -23.5'","b'target = 0'",0.07277,163,0.07054,158,0.96933,0.00963,1.15802,3.4134e-08,0.83705,1875
"b'000004'","b'0.84 < OWN_COMMIT <= 0.996'","b'target = 0'",0.12232,274,0.11786,264,0.9635,0.01547,1.15107,4.1459e-12,0.83705,1875
"b'000005'","b'-0.62 < CountDeclClassMethod <= 0.39 & -0.0545 < MINOR_COMMIT <= 0.015'","b'target = 0'",0.35223,789,0.33929,760,0.96324,0.04445,1.15076,1.02259e-30,0.83705,1875
"b'000006'","b'CountDeclMethodDefault <= -0.545'","b'target = 0'",0.08036,180,0.07723,173,0.96111,0.00997,1.14821,7.42507e-08,0.83705,1875
"b'000007'","b'MAJOR_LINE <= -0.05'","b'target = 0'",0.10268,230,0.09866,221,0.96087,0.01271,1.14792,8.56528e-10,0.83705,1875
"b'000008'","b'RatioCommentToCode > 1.89'","b'target = 0'",0.20045,449,0.19196,430,0.95768,0.02418,1.14411,3.71409e-18,0.83705,1875
"b'000009'","b'-0.05 < MAJOR_LINE <= 0.53'","b'target = 0'",0.29955,671,0.28616,641,0.95529,0.03542,1.14125,1.32941e-27,0.83705,1875
