"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'CountClassCoupled <= 1.15'","b'target = 0'",0.18571,416,0.18527,415,0.9976,0.02716,1.1718,3.22542e-31,0.85134,1907
"b'000001'","b'-1.32 < CountDeclClassMethod <= 0.46 & -27 < Del_lines <= 6.5'","b'target = 0'",0.24866,557,0.24643,552,0.99102,0.03473,1.16408,1.09446e-08,0.85134,1907
"b'000002'","b'1.15 < CountClassCoupled <= 4.2'","b'target = 0'",0.21607,484,0.21116,473,0.97727,0.02721,1.14792,2.27275e-24,0.85134,1907
"b'000003'","b'MAJOR_LINE <= 0.01'","b'target = 0'",0.26384,591,0.2567,575,0.97293,0.03208,1.14282,3.79945e-28,0.85134,1907
"b'000004'","b'OWN_COMMIT > 0.99'","b'target = 0'",0.25268,566,0.2442,547,0.96643,0.02908,1.13519,1.39082e-23,0.85134,1907
"b'000005'","b'CountOutput_Mean <= 1.84'","b'target = 0'",0.19955,447,0.19241,431,0.96421,0.02252,1.13258,2.3679e-17,0.85134,1907
"b'000006'","b'AvgLineComment <= 0.2'","b'target = 0'",0.22723,509,0.21875,490,0.96267,0.0253,1.13077,2.04387e-19,0.85134,1907
"b'000007'","b'-27 < Del_lines <= 6.5'","b'target = 0'",0.46429,1040,0.44554,998,0.95962,0.05027,1.12718,1.13697e-45,0.85134,1907
"b'000008'","b'0.64 < MAJOR_LINE <= 1.16'","b'target = 0'",0.20893,468,0.20045,449,0.9594,0.02258,1.12693,1.35636e-16,0.85134,1907
"b'000009'","b'MaxNesting_Mean <= 0.145'","b'target = 0'",0.21384,479,0.20491,459,0.95825,0.02286,1.12558,1.24093e-16,0.85134,1907
