test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
1628,0,2.0,2.0,1.0,5.0,225.0,8.0,0.35,0.0,86.0,2.0,0.0,9.0,2.0,5.7741935483871,1.0,7.35483870967742,1.0,1.0,1.69444444444444,0.0,0.7,0.0,3.0,0.0,4.0,0.6,0.4
1628,1,6.0,1.0,12.0,2.0,235.0,2.0,0.44,0.0,92.0,2.0,0.0,18.0,3.0,5.11111111111111,1.0,6.3,1.0,1.0,0.677966101694915,0.0,0.166666666666667,0.0,2.0,0.0,9.0,0.54,0.46
10,0,7.0,2.0,5.0,2.0,140.0,0.0,0.31,0.0,87.0,2.0,2.0,18.0,2.0,4.02941176470588,0.0,5.29411764705882,4.0,1.0,1.3,0.0,0.357142857142857,0.0,4.0,0.0,7.0,0.51,0.49
19,0,0.0,1.0,0.0,5.0,186.0,0.0,0.95,0.0,86.0,3.0,0.0,5.0,3.0,19.7037037037037,1.0,2.66666666666667,1.0,1.0,0.586206896551724,0.0,0.4,0.0,4.0,0.0,3.0,0.52,0.48
19,1,159.0,2.0,2.0,7.0,195.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,0.0,0.0,2.0,2.0,5.0,0.58,0.42
19,2,2.0,1.0,9.0,1.0,181.0,5.0,0.34,0.0,89.0,2.0,4.0,15.0,2.0,6.93846153846154,0.0,3.18461538461538,1.0,1.0,0.346153846153846,0.0,0.375,0.0,3.0,1.0,5.0,0.52,0.48
20,0,26.0,1.0,169.0,0.0,3875.0,14.0,93.46,0.0,100.0,2.0,17.0,34.0,4.0,2.55837563451777,0.0,2.80928208846991,0.0,0.0,0.551419558359621,0.0,1.0,0.0,1.0,1.0,0.0,0.53,0.47
20,1,1.0,1.0,13.0,5.0,851.0,1.0,122.0,0.0,97.0,2.0,1.0,58.0,2.0,17.5104895104895,0.0,5.17482517482518,0.0,1.0,0.681818181818182,0.0,0.5,4.0,5.0,0.0,14.0,0.51,0.49
21,0,11.0,1.0,5.0,5.0,313.0,0.0,0.59,0.0,90.0,1.0,0.0,27.0,1.0,5.90243902439024,1.0,4.92682926829268,1.0,449.0,1.0,0.0,0.454545454545455,0.0,4.0,0.0,10.0,0.51,0.49
22,0,16.0,2.0,10.0,2.0,523.0,7.0,0.29,0.0,95.0,3.0,12.0,62.0,3.0,4.72222222222222,0.0,5.05555555555556,1.0,1.0,1.0,0.0,0.3,0.0,3.0,0.0,1.0,0.51,0.49
