test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
39,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,1.0,0.77,0.0,97.0,1.0,2.0,1.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,1.0,0.0,3.0,1.0,0.5292187589749533,0.47078124102504665,3
39,1,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,0.0,0.77,0.0,97.0,1.0,2.0,0.0,9.0,4.74534161490683,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.7458738933018457,0.2541261066981543,4
39,2,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,0.0,9.0,4.74534161490683,1.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.5254679298306547,0.4745320701693453,4
39,3,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,8.0,2.0,5.0,9.0,4.74534161490683,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.5210907703751647,0.4789092296248353,4
39,4,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,8.0,2.0,0.0,9.0,4.74534161490683,1.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.7037758214120725,0.2962241785879275,5
39,5,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,4.0,133.0,0.77,0.0,97.0,1.0,2.0,0.0,9.0,4.74534161490683,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.547078397151732,0.452921602848268,4
39,6,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,52.0,0.0,9.0,4.74534161490683,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.51148280104457,0.48851719895543005,4
39,7,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.5262819717979279,0.4737180282020721,4
39,8,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.5699269812986933,0.43007301870130665,5
39,9,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,0.0,0.77,0.0,97.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,3.0,1.0,0.7002591402056135,0.2997408597943865,4
