,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
987,0,0,1,0,0,1,2,25,2,2,2,4,0,4,0,8,2,0,1,0,0.5,2,3,3,1
454,3,0,2,0,10,4,4,73,1,0,0,8,0,1,0,3,1,0,1,0,0.4,0,3,2,5
923,1,0,1,1,1,2,3,44,1,4,2,6,1,3,0,19,2,1,1,0,0.5,1,1,3,5
818,2,0,2,0,0,2,1,35,1,3,1,2,2,6,0,13,1,0,3,0,0.5,0,2,2,4
865,1,0,2,1,3,6,4,100,1,7,3,5,2,3,1,8.5,1,1,1,0,0.333333333333333,0,2,1,3
11,1,0,1,1,3,2,1,51,1,1,3,9,6,2,0,9,1,1,1,0,0.4,0,3,3,3
52,0,0,1,0,0,1,2,58,1,3,5,16,0,2,0,13,2,0,1,0,0.666666666666667,0,3,2,3
695,0,0,1,0,1,0,1,32,2,7,8,15,0,3,2,15,2,0,1,0,0.5,0,3,2,2
1620,1,0,1,1,1,2,1,41.0,1,7,9,10,1,3,0,7.0,1,1,1,0,0.4,0,3,3,3
1893,1,0,2,1,8,6,1,79,1,0,0,8,3,1,0,3,1,0,1,0,0.5,0,1,2,5
1743,2,0,3,0,9,9,4,118,1,0,0,8,1,1,0,19,1,0,1,0,0.75,0,1,1,2
444,4,0,2,0,66,5,3,455,4,0,4,75,0,2,0,11,2,0,0,0,0.7,0,4,3,7
1682,0,0,1,1,0,0,1,21,1,0,4,25,0,3,1,10.0,3,1,1,0,0.5,2,3,3,3
361,15,0,1,1,1,5,3,65.5,6,18,24,4.5,1,2,3,2.5,4,0,0,0,0.666666666666667,0,1,2,8
957,0,0,1,1,7,0,1,62,1,4,4,67,0,3,1,16,3,0,1,0,0.545454545454545,0,4,3,5
1537,1,0,1,2,0,0,6,115,2,7,38,96.0,0,4,2,4.5,2,0,1,0,0.428571428571429,0,1,1,5
960,2,0,1,0,2,0,1,100,2,7,13,27.5,0,3,2,2.5,4,0,1,0,0.5,0,2,1,1
1800,7,0,2,1,0,6,1,285,4,7.0,29,16,2,4,3,4.5,2,0,0,0,0.5,0,1,2,7
377,3,2,1,9.0,0,3,1,23.0,5,6,7,14,2,2,2,6.0,3,0,1,0,0.5,0,3,2,4
107,0,4,1,0,0,0,1,39,1,2,12,2.5,0,3,0,3.0,3,0,1,0,0.666666666666667,1,2,2,5
106,1,0,1,1,0,2,2,23.0,0,8,7,13,7,2,0,17,5,0,0,0,0.292857142857143,0,2,2,5
1735,0,22.0,1,1.5,0,1,1,87,1,1,11,42,0,4,0,9,2,0,1,0,0.5,0,3,0,4
1775,6,0,1,2,0,2,1,20.0,7,7,33,4.5,1,3,0,29.0,4,0,1,0,0.444444444444444,0,2,1,4
348,0,0,1,1,2,2,1,20.0,1,0,18,10.5,0,1,0,3.0,3,1,0,0,0.714285714285714,0,1,2,3
921,0,0,1,6,0,1,3,20.0,3,10,25,4.5,0,5,0,10.5,2,0,0,0,0.4,0,4,2,6
38,0,114,1,0,0,6,6,35.5,1,0,0,0,7,2,1,40,2,0,0,0,0.375,0,3,1,1
956,0,0,2,1,0,5,5,32.0,1,7,3,11,0,1,0,8.5,1,2,2,0,0.5,0,3,1,1
958,3,0,1,5,1,0,1,174,7,0,62,12.0,0,2,0,6.0,2,1,1,0,0.625,0,3,2,2
1742,1,2,1,0,0,8,5,1595,1,4,7,181,3,3,27,16.0,2,0,0,0,0.5,0,4,1,8
50,12,0,3,3,4,5,1,193,2,7,0,12,2,1,0,32.0,2,2,1,0,0.888888888888889,0,2,1,6
