,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
38,0,114,1,0,0,6,1,768,1,0,0,0,0,2,1,40,2,0,0,0,0.375,0,3,1,9
1516,17,7,1,1,0,2,1,418,26,2,32,151,0,3,19,14,2,0,0,0,0.75,0,1,1,1
52,0,0,1,1,0,1,2,58,1,3,5,16,0,2,0,13,2,0,1,0,0.666666666666667,0,3,0,3
50,,,,,,,,,,,,,,,,,,,,,,,,,
1737,4,0,1,0,0,2,1,308,1,4,17,90,0,3,0,22,1,0,1,0,0.625,0,3,0,5
1742,1,2,1,0,0,8,1,1595,1,11,7,181,0,3,27,94,2,0,0,0,0.5,0,4,0,8
1743,2,0,3,0,9,9,4,118,1,0,0,8,1,1,0,19,1,0,1,0,0.75,0,1,0,2
1764,1,0,1,0,0,1,1,53,1,1,5,22,0,4,0,11,2,0,1,0,0.4,0,3,0,4
1771,0,0,1,0,0,1,1,93,1,1,12,47,0,4,0,12,2,0,1,0,0.5,0,1,0,2
1775,6,0,1,2,0,2,2,163,7,7,33,46,1,3,0,29,4,0,1,0,0.444444444444444,0,2,0,4
348,0,0,1,1,2,2,1,122,1,0,18,46,0,1,0,17,3,1,0,0,0.714285714285714,0,4,0,3
361,5,0,1,1,1,5,3,264,6,18,24,27,1,2,3,31,4,0,0,0,0.666666666666667,0,1,0,8
1800,7,0,2,1,0,6,3,285,7,17,29,16,2,4,3,27,2,0,0,0,0.5,0,1,0,7
432,,,,,,,,,,,,,,,,,,,,,,,,,
377,3,2,1,0,0,3,2,87,5,6,7,14,2,2,2,16,3,0,1,0,0.5,0,3,1,4
1537,1,1,1,2,0,0,1,115,2,7,38,96,0,4,2,27,2,0,1,0,0.428571428571429,0,1,0,5
433,3,0,1,0,43,5,2,270,1,0,0,41,0,1,0,20,1,0,1,0,0.5,0,5,0,2
444,2,0,2,2,66,5,3,455,4,0,4,75,0,2,0,11,2,0,0,0,0.7,0,4,0,7
1893,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,,,,,,,,
695,0,0,1,1,1,0,1,32,2,7,8,15,0,3,2,15,2,0,1,0,0.5,0,3,1,2
2414,3,0,1,1,0,6,6,103,1,0,12,10,8,2,0,11,2,1,1,0,0.8,0,4,0,2
2489,13,0,1,8,2,0,3,40,4,11,7,19,0,2,0,24,2,0,0,0,0.2,0,2,0,3
1534,2,0,2,0,0,6,3,180,2,11,9,12,1,4,2,20,3,0,0,0,0.571428571428571,0,1,0,4
2513,0,0,1,1,0,0,2,37,3,6,11,22,0,3,0,9,1,0,0,0,0.428571428571429,0,4,0,2
2617,4,0,1,1,0,1,3,48,2,6,3,6,1,3,0,12,1,1,1,0,0.428571428571429,0,3,0,5
58,,,,,,,,,,,,,,,,,,,,,,,,,
799,0,0,1,1,0,0,1,23,1,1,2,2,0,3,0,4,1,0,1,0,0.666666666666667,0,5,1,2
865,,,,,,,,,,,,,,,,,,,,,,,,,
818,2,0,2,0,0,2,3,35,1,3,1,2,2,6,0,13,1,0,3,0,0.5,0,2,0,4
106,1,0,1,1,0,2,2,71,3,8,7,13,0,2,0,17,5,0,0,0,0.5,0,2,0,5
2911,,,,,,,,,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,,,,,,
921,5,0,1,6,0,1,3,105,3,10,25,51,0,5,0,23,2,0,0,0,0.4,0,4,1,6
923,1,0,1,1,1,2,3,44,1,4,2,6,1,3,0,19,2,1,1,0,0.5,0,1,0,5
956,,,,,,,,,,,,,,,,,,,,,,,,,
957,0,0,1,1,7,0,1,62,1,4,4,67,0,3,1,16,3,0,1,0,0.545454545454545,0,4,0,5
958,3,0,1,5,1,0,1,174,7,9,62,141,0,2,0,15,2,1,1,0,0.625,0,3,0,6
960,2,0,1,0,2,0,1,100,2,7,13,158,0,3,2,35,4,0,1,0,0.5,0,2,0,7
987,0,0,1,1,0,1,2,25,2,2,2,4,1,4,0,8,2,0,1,0,0.5,0,3,1,1
3523,0,0,1,0,0,0,1,16,2,1,0,1,0,5,0,1,2,0,1,0,1.0,0,1,0,0
107,0,4,1,0,0,0,1,39,1,2,12,26,0,3,0,14,3,0,1,0,0.666666666666667,0,2,0,5
11,1,0,1,1,3,2,2,51,1,1,3,9,0,2,0,9,1,1,1,0,0.4,0,3,1,3
110,0,0,1,0,0,0,1,22,1,0,8,25,0,3,0,9,1,0,0,0,0.333333333333333,0,5,0,1
123,0,0,1,4,0,2,2,246,1,0,3,84,0,1,1,10,1,0,1,0,0.571428571428571,0,4,0,4
153,0,0,1,1,0,6,2,172,1,10,1,12,0,2,91,12,2,1,0,0,0.625,0,4,0,5
1620,1,0,1,1,1,2,3,60,1,7,9,10,1,3,0,11,1,1,1,0,0.4,0,3,0,3
1682,0,0,1,1,0,0,2,21,1,0,4,25,0,3,1,15,3,1,1,0,0.5,0,3,0,3
1690,3,0,1,0,0,1,1,167,1,4,25,91,0,3,0,18,2,0,1,0,0.428571428571429,0,3,0,7
1735,0,0,1,0,0,1,1,87,1,1,11,42,0,4,0,9,2,0,1,0,0.5,0,3,0,4
