,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
42,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,
63,1,1,1,6,1,3.03,0,0,2,1,6,2,3.05263157894737,0,0.842105263157895,0,1,0.0,0,2,0.15000000000000002,0,6,5
64,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,
1125,,,,,,,,,,,,,,,,,,,,,,,,
1126,,,,,,,,,,,,,,,,,,,,,,,,
1127,,,,,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,
1328,,,,,,,,,,,,,,,,,,,,,,,,
43,5,1,1,6,0,0.74,0,64,1,0,14,1,5.96428571428571,2,4.78571428571429,1,1,0.6,0,70,0.15000000000000002,0,4,2
1363,,,,,,,,,,,,,,,,,,,,,,,,
120,0,1,1,4,1,0.84,0,50,2,0,6,3,1.75,0,4.5,0,1,2.16666666666667,0,36,0.45,0,2,2
197,0,2,1,2,0,0.37,1,68,2,0,7,2,3.86363636363636,0,4.04545454545455,1,1,1.24,0,9,0.15000000000000002,0,3,4
218,37,1,1,1,0,0.58,0,96,2,2,19,2,5.23863636363636,0,2.18181818181818,0,1,0.189473684210526,0,39,0.15000000000000002,0,3,10
299,,,,,,,,,,,,,,,,,,,,,,,,
310,2,1,1,13,0,0.99,0,85,1,0,19,1,7.52380952380952,2,5.42857142857143,1,1,0.826086956521739,0,95,0.15000000000000002,0,6,2
321,,,,,,,,,,,,,,,,,,,,,,,,
1397,,,,,,,,,,,,,,,,,,,,,,,,
1399,5,2,0,8,0,0.55,3,100,2,1,6,1,5.35,0,7.45,1,0,1.78260869565217,0,6,0.15000000000000002,0,1,1
328,0,1,0,5,1,0.38,1,58,2,2,19,1,7.0,2,8.625,2,1,1.7,0,235,0.15000000000000002,0,4,3
330,1,2,0,1,1,0.21,0,50,2,0,14,2,5.5,1,6.5,1,1,1.71428571428571,0,27,0.15000000000000002,0,2,3
331,,,,,,,,,,,,,,,,,,,,,,,,
