,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
42,1.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,5.4,0.0,1.0,1.15,0.0,258.0,0.666666666666667,0.0,2.0,5.0
62,1.0,6.0,1.0,6.0,0.0,0.7,0.0,91.0,1.0,19.0,96.0,3.0,8.25174825174825,0.0,4.52447552447552,1.0,1.0,5.9,0.0,43.0,0.272727272727273,0.0,4.0,15.0
63,7.0,1.0,0.0,6.0,0.0,3.03,0.0,0.0,2.0,1.0,14.0,2.0,3.05263157894737,0.0,0.842105263157895,4.0,1.0,0.0,0.0,2.0,0.333333333333333,0.0,6.0,5.0
64,4.0,2.0,12.0,2.0,7.0,0.29,0.0,95.0,2.0,12.0,13.0,3.0,4.72222222222222,0.0,5.05555555555556,1.0,1.0,1.0,0.0,199.0,0.3,0.0,3.0,15.0
65,1.0,1.0,8.0,4.0,0.0,0.53,0.0,88.0,2.0,25.0,15.0,1.0,17.2,0.0,3.95789473684211,1.0,1.0,2.5,0.0,48.0,0.571428571428571,0.0,5.0,7.0
73,0.0,2.0,9.0,5.0,0.0,0.63,0.0,77.0,3.0,8.0,13.0,2.0,4.7,0.0,3.2,0.0,1.0,0.785714285714286,0.0,93.0,0.5,0.0,1.0,8.0
247,9.0,8.0,8.0,4.0,21.0,0.4,0.0,92.0,2.0,0.0,5.0,2.0,5.32835820895522,0.0,6.41791044776119,1.0,1.0,0.987179487179487,0.0,330.0,0.25,0.0,3.0,6.0
1125,1.0,1.0,64.0,7.0,0.0,0.4,0.0,97.0,2.0,30.0,116.0,1.0,9.41538461538462,0.0,2.1,19.0,1.0,1.78571428571429,0.0,283.0,0.571428571428571,0.0,2.0,10.0
1126,0.0,1.0,64.0,6.0,0.0,0.67,0.0,0.0,1.0,0.0,136.0,1.0,4.72307692307692,0.0,16.9,24.0,1.0,3.5,0.0,41.0,0.333333333333333,0.0,3.0,4.0
1127,0.0,1.0,15.0,5.0,0.0,0.73,0.0,0.0,1.0,0.0,32.0,1.0,3.4375,0.0,2.1,12.0,1.0,0.944444444444444,0.0,15.0,0.5,0.0,3.0,1.0
500,10.0,2.0,12.0,5.0,0.0,0.58,0.0,87.0,1.0,0.0,8.0,2.0,5.55357142857143,1.0,4.98214285714286,1.0,1.0,3.6,0.0,378.0,0.25,0.0,4.0,1.0
701,0.0,2.0,66.0,6.0,1.0,0.62,0.0,87.0,2.0,3.0,18.0,1.0,9.52272727272727,0.0,4.5,1.0,1.0,0.7,0.0,9.0,0.75,0.0,2.0,11.0
175,0.0,1.0,0.0,0.0,0.0,1.43,0.0,100.0,1.0,0.0,2.0,5.0,29.1,9.0,20.1,1.0,0.0,0.0,0.0,74.0,0.346153846153846,8.0,5.0,14.0
1328,131.0,1.0,547.0,0.0,133.0,0.02,0.0,99.0,2.0,2.0,67.0,2.0,2.18934646374217,0.0,3.19964189794091,9.0,0.0,0.417198808003406,0.0,80.0,0.5,0.0,2.0,3.0
43,5.0,1.0,28.0,6.0,0.0,0.74,0.0,64.0,1.0,14.0,19.0,1.0,5.96428571428571,2.0,4.78571428571429,1.0,1.0,0.6,0.0,70.0,0.3,0.0,4.0,2.0
1363,1.0,2.0,0.0,4.0,0.0,0.47,0.0,60.0,2.0,1.0,9.0,3.0,3.2,0.0,4.8,0.0,1.0,0.2,0.0,13.0,0.333333333333333,0.0,2.0,2.0
120,0.0,1.0,0.0,4.0,0.0,0.84,0.0,50.0,2.0,0.0,14.0,4.0,1.75,0.0,4.5,8.0,1.0,2.16666666666667,0.0,36.0,0.5,0.0,2.0,2.0
197,0.0,2.0,0.0,2.0,1.0,0.37,1.0,68.0,2.0,0.0,5.0,2.0,3.86363636363636,0.0,6.9,1.0,1.0,1.24,0.0,9.0,0.333333333333333,0.0,3.0,4.0
218,37.0,1.0,20.0,1.0,1.0,0.58,0.0,96.0,5.0,2.0,12.0,2.0,5.23863636363636,0.0,2.18181818181818,0.0,1.0,0.189473684210526,0.0,39.0,0.25,0.0,3.0,10.0
299,3.0,2.0,5.0,4.0,4.0,0.25,2.0,88.0,2.0,4.0,9.0,2.0,5.91666666666667,5.0,9.83333333333333,1.0,1.0,1.4,0.0,17.0,0.4,0.0,3.0,8.0
310,2.0,5.0,21.0,13.0,0.0,0.99,0.0,85.0,1.0,0.0,1.0,5.0,7.52380952380952,2.0,5.42857142857143,1.0,1.0,0.826086956521739,0.0,95.0,0.416666666666667,0.0,6.0,2.0
1397,3.0,6.0,0.0,20.0,0.0,0.65,3.0,50.0,2.0,2.0,8.0,4.0,3.16666666666667,2.0,4.4,1.0,1.0,1.11111111111111,0.0,4.0,0.5,0.0,1.0,2.0
1399,5.0,2.0,0.0,8.0,1.0,0.55,3.0,100.0,2.0,1.0,10.0,1.0,5.35,0.0,7.45,1.0,0.0,0.3,0.0,6.0,0.333333333333333,0.0,1.0,2.0
328,0.0,1.0,0.0,5.0,2.0,0.38,1.0,58.0,2.0,2.0,21.0,1.0,7.0,7.0,8.625,2.0,1.0,1.7,0.0,235.0,0.4,0.0,4.0,4.0
330,1.0,2.0,0.0,1.0,2.0,0.21,0.0,47.0,2.0,0.0,17.0,2.0,5.5,1.0,6.5,1.0,1.0,1.71428571428571,0.0,27.0,0.25,0.0,2.0,6.0
331,1.0,1.0,0.0,1.0,2.0,0.19,0.0,50.0,2.0,0.0,21.0,2.0,6.08333333333333,1.0,7.58333333333333,1.0,1.0,5.4,0.0,31.0,0.333333333333333,0.0,5.0,2.0
335,2.0,3.0,1.0,11.0,0.0,0.5,0.0,65.0,2.0,1.0,19.0,1.0,5.71428571428571,1.0,2.1,12.0,1.0,2.44444444444444,0.0,452.0,0.214285714285714,0.0,4.0,5.0
339,1.0,2.0,0.0,1.0,3.0,0.23,0.0,65.0,1.0,6.0,17.0,1.0,6.5,1.0,1.8,0.0,1.0,1.58333333333333,0.0,51.0,0.333333333333333,0.0,3.0,3.0
350,1.0,8.0,2.0,4.0,0.0,0.42,0.0,85.0,1.0,0.0,5.0,2.0,7.32258064516129,0.0,6.09677419354839,0.0,1.0,1.08571428571429,0.0,134.0,0.25,0.0,4.0,9.0
359,11.0,8.0,0.0,5.0,0.0,0.59,0.0,90.0,1.0,0.0,5.0,1.0,5.90243902439024,1.0,4.92682926829268,1.0,1.0,1.0,0.0,52.0,0.454545454545455,0.0,4.0,10.0
