Antecedent,Antecedent Coverage %,Confidence,Lift
1.32 < MaxInheritanceTree <= 2.18 & 3.65 < CountDeclMethodPublic <= 6.85,0.05735,0.96581,1.39142
MaxInheritanceTree <= 0.58 & 0.778 < AvgEssential <= 1.004,0.07745,0.94937,1.36773
1.32 < MaxInheritanceTree <= 2.18 & 0.976 < CountClassBase <= 1.118,0.09265,0.94709,1.36445
1.32 < MaxInheritanceTree <= 2.18 & -0.285 < CountDeclMethodDefault <= 0.16,0.09853,0.93035,1.34033
1.32 < MaxInheritanceTree <= 2.18 & -30.5 < Added_lines <= 5,0.12647,0.92248,1.329
CountClassCoupled <= 0.85 & 0.778 < AvgEssential <= 1.004,0.075,0.92157,1.32768
CountClassBase <= 0.444 & 0.778 < AvgEssential <= 1.004,0.08382,0.91813,1.32273
1.32 < MaxInheritanceTree <= 2.18 & -0.275 < CountDeclMethodProtected <= 0.09,0.12598,0.91051,1.31175
CountOutput_Min <= 0.43 & 0.778 < AvgEssential <= 1.004,0.08971,0.9071,1.30684
RatioCommentToCode > 1.845,0.20049,0.89976,1.29626
