"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'CountClassCoupled <= 1.1'","b'target = 0'",0.22321,500,0.2192,491,0.982,0.02747,1.14328,1.02955e-25,0.85893,1924
"b'000001'","b'RatioCommentToCode > 1.595'","b'target = 0'",0.19688,441,0.19286,432,0.97959,0.02376,1.14048,2.54952e-21,0.85893,1924
"b'000002'","b'CountOutput_Mean <= 1.7'","b'target = 0'",0.20089,450,0.19464,436,0.96889,0.02209,1.12802,1.49203e-17,0.85893,1924
"b'000003'","b'CountDeclMethodPublic <= 1.35'","b'target = 0'",0.20134,451,0.19375,434,0.96231,0.02081,1.12036,2.24372e-15,0.85893,1924
"b'000004'","b'1.1 < CountClassCoupled <= 3.35'","b'target = 0'",0.17455,391,0.16786,376,0.96164,0.01793,1.11958,4.6747e-13,0.85893,1924
"b'000005'","b'0.81 < RatioCommentToCode <= 1.595'","b'target = 0'",0.19554,438,0.18705,419,0.95662,0.0191,1.11374,3.06279e-13,0.85893,1924
"b'000006'","b'1.35 < CountDeclMethodPublic <= 4.25'","b'target = 0'",0.22321,500,0.21339,478,0.956,0.02167,1.11301,4.66786e-15,0.85893,1924
"b'000007'","b'Added_lines <= -3.5'","b'target = 0'",0.11205,251,0.1067,239,0.95219,0.01045,1.10858,4.70581e-07,0.85893,1924
"b'000008'","b'MaxInheritanceTree <= 1.095'","b'target = 0'",0.22723,509,0.21607,484,0.95088,0.0209,1.10706,9.56317e-14,0.85893,1924
"b'000009'","b'OWN_COMMIT <= 0.175'","b'target = 0'",0.2,448,0.18884,423,0.9442,0.01705,1.09927,2.33974e-10,0.85893,1924
