,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
9,0,0,1,2,1,6,3,0,4,6,1.1,0,55,2,0,8,1,3.0,1,4.16666666666667,1,1,0.909090909090909,202,0.0,0,5,2
30,0,0,1,2,1,4,3,0,4,7,0.83,0,71,2,0,5,1,2.85714285714286,1,4.14285714285714,1,1,0.416666666666667,423,0.384615384615385,0,4,1
63,0,0,1,1,0,8,2,0,5,10,0.82,0,70,2,1,4,1,5.2,2,6.7,2,1,1.42857142857143,361,0.0,0,3,1
556,0,0,1,0,0,2,2,0,5,4,0.64,0,25,2,1,9,1,5.75,3,7.0,4,1,1.125,89,0.0,0,4,4
80,0,0,1,0,0,1,2,0,3,3,0.52,0,0,2,1,9,1,6.33333333333333,4,7.33333333333333,3,1,0.714285714285714,113,0.0,0,3,0
347,8,0,2,0,2,1,3,0,9,14,0.2,0,78,2,0,26,2,4.27272727272727,0,6.13636363636364,0,1,1.3448275862069,127.0,0.0,0,5,2
380,2,0,1,0,0,3,2,2,6,2,0.35,1,55,2,0,18,1,4.5,0,5.33333333333333,1,1,0.888888888888889,151,0.0,0,1,4
6,0,0,1,2,1,5,1,0,5,12,0.88,0,75,2,0,12,1,2.75,1,4.16666666666667,1,1,0.352941176470588,361,0.0,0,5,3
26,0,0,1,2,1,5,1,0,4,9,0.79,0,74,2,0,11,1,3.33333333333333,1,4.11111111111111,1,1,0.642857142857143,326,0.0,0,4,4
27,0,0,1,2,1,5,1,0,5,12,1.03,0,75,2,1,12,1,3.08333333333333,1,4.16666666666667,1,1,0.352941176470588,346,0.0,0,4,3
37,0,0,1,2,1,6,3,0,5,11,0.99,0,72,2,0,12,1,2.72727272727273,1,4.09090909090909,1,1,0.2,347,0.0,0,5,2
48,0,0,1,2,1,5,3,0,6,13,0.87,0,72,2,1,11,1,3.69230769230769,1,4.0,1,1,0.5,364,0.0,0,6,1
326,8,1,2,1,0,4,1,0,8,13,0.31,1,83,3,0,30,1,3.22727272727273,1,6.22727272727273,1,1,1.33333333333333,406,0.608695652173913,2,3,3
65,0,0,1,2,0,5,3,0,4,6,0.81,0,66,2,0,5,1,3.5,2,5.0,2,1,0.545454545454545,452,0.0,0,4,4
731,1,0,3,0,3,2,1,0,3,9,0.2,3,50,3,0,16,2,2.7,0,4.6,1,1,1.35714285714286,119.5,0.0,0,3,8
759,1,0,1,10,0,3,1,0,7,11,0.78,0,89,3,0,5,1,5.75,1,3.91666666666667,1,1,0.928571428571429,168,0.0,0,4,3
13,3,0,2,2,0,0,1,0,9,7,0.49,1,79,3,0,3,1,3.5,1,3.8,1,1,0.916666666666667,216,0.3,0,4,3
72,3,0,2,3,0,5,1,0,15,8,0.55,1,78,4,0,5,1,5.81818181818182,2,6.36363636363636,1,1,1.30769230769231,455,0.0,0,3,3
761,0,0,1,1,0,2,2,0,5,6,0.72,0,45,2,0,8,1,4.5,2,4.83333333333333,3,1,0.333333333333333,223,0.0,0,7,1
86,0,0,1,0,0,0,2,0,4,14,0.12,0,0,3,0,10,1,4.14285714285714,1,3.85714285714286,2,1,0.235294117647059,312,0.0,0,3,1
