,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,0,0,1,0,0,2,2,0,5,4,0.64,0,25,2,1,0,1,5.75,3,7.0,4,1,1.125,89,0.375,0,4,4
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,28,0,5,10,3,0,1,1,11,7,0.01,0,88,1,0,3,2,5.11111111111111,1,4.80555555555556,1,1,1.68421052631579,10,0.5,0,5,0
1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,1,0,2,0,0,0,5,0,10,20,0.19,1,66,3,0,0,1,2.04761904761905,0,4.95238095238095,0,1,0.740740740740741,57,0.625,0,3,2
1335,0,0,1,0,0,7,1,0,0,1,0.69,4,0,3,0,0,1,6.0,6,17.0,17,2,1.0,6,0.333333333333333,0,5,1
1347,0,0,1,0,0,1,1,0,0,5,0.21,2,0,3,0,0,1,1.2,1,9.8,3,1,0.571428571428571,218,0.888888888888889,0,2,0
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,0,1,2,1,5,3,0,5,12,0.88,0,75,2,0,2,1,2.75,1,4.16666666666667,1,1,0.352941176470588,361,0.333333333333333,0,5,3
9,0,0,1,2,1,6,3,0,4,6,1.1,0,55,2,0,2,1,3.0,1,4.16666666666667,1,1,0.909090909090909,202,0.375,0,5,2
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,0,1,2,1,5,3,0,4,9,0.79,0,74,2,0,3,1,3.33333333333333,1,4.11111111111111,1,1,0.642857142857143,326,0.333333333333333,0,4,4
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0,1,1,3,2,6,3,0,4,8,1.06,0,100,2,0,2,1,3.22222222222222,1,4.55555555555556,1,1,0.5,319,0.333333333333333,0,3,1
112,0,0,2,0,0,0,1,1,3,3,0.23,2,66,4,0,1,1,2.0,0,6.25,2,1,1.16666666666667,275,0.4,0,7,0
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2,0,1,1,2,3,1,1,0,0,0.33,2,66,2,0,1,2,4.0,3,8.33333333333333,7,1,2.0,145,0.333333333333333,0,1,3
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0,0,1,0,0,1,2,0,3,3,0.52,0,0,2,1,0,1,6.33333333333333,4,7.33333333333333,3,1,0.714285714285714,113,0.444444444444444,0,3,0
332,0,8,1,1,0,1,1,0,7,12,0.25,1,86,1,0,2,3,4.7,2,4.9,0,1,0.863636363636364,19,0.5,0,2,2
343,4,0,1,0,2,1,4,2,2,6,0.15,8,25,2,0,2,2,4.41666666666667,0,9.0,2,1,0.941176470588235,37,0.454545454545455,0,3,3
364,0,0,3,0,0,17,1,4,0,1,0.66,2,0,2,0,1,1,4.0,3,11.2,2,1,2.375,353,0.375,0,2,5
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2,0,1,0,0,3,2,2,6,2,0.35,1,55,2,0,1,1,4.5,0,5.33333333333333,1,1,0.888888888888889,151,0.4,0,1,4
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,1,0,3,0,3,2,3,0,3,9,0.2,3,50,3,0,1,2,2.7,0,4.6,1,1,1.35714285714286,31,0.333333333333333,0,3,8
757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,0,0,1,1,0,2,5,1,19,16,0.16,1,75,3,0,1,2,4.52941176470588,0,5.76470588235294,0,1,1.08695652173913,15,0.8,0,5,3
1272,1,0,1,3,1,4,1,0,0,2,0.48,3,33,3,0,2,1,6.33333333333333,2,8.0,5,1,0.6,8,0.6,0,2,3
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,0,1,2,1,4,3,0,4,7,0.83,0,71,2,0,3,1,2.85714285714286,1,4.14285714285714,1,1,0.416666666666667,423,0.384615384615385,0,4,1
1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
