test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
0,0,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,0.4658203125,0.461538461538462,0.0,5.0,0.0,0.5055652328523879,0.49443476714761214,1,9.735175909872407
6,0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,5.0,12.0,0.88,0.0,75.0,2.0,0.0,5.499878346920013,1.0,2.75,1.0,4.16666666666667,1.0,1.0,0.352941176470588,361.0,0.333333333333333,0.0,5.0,3.0,0.6472409420683001,0.3527590579317,1,1.461423996825065
9,0,0.0,0.0,1.0,2.0,1.0,6.0,3.0,0.0,4.0,6.0,1.1,0.0,55.0,2.0,0.0,8.0,1.0,3.0,1.0,4.16666666666667,1.0,1.0,0.909090909090909,144.4970703125,0.375,0.0,5.0,2.0,0.5008861806696026,0.4991138193303974,1,1.7629633962295426
10,0,1.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,4.875,1.0,1.0,2.1,59.46875,0.3,0.0,4.0,3.0,0.5221934774244039,0.47780652257559614,1,8.784667292103284
13,0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,7.0,0.49,1.0,79.0,3.4998779892921448,0.0,3.0,1.0,3.5,1.0,3.8,1.0,1.0,0.916666666666667,216.0,0.3,0.0,4.0,3.0,0.5781830502515868,0.4218169497484133,1,0.3373276748330756
14,0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,11.0,13.0,3.0,0.27,0.0,82.0,2.5,2.0,8.0,1.0,6.06666666666667,1.0,5.86666666666667,0.0,1.0,0.722222222222222,49.466552734375,0.428571428571429,0.0,2.0,3.0,0.5065428558942922,0.49345714410570785,2,6.0795710689585345
26,0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,4.0,9.0,0.79,0.0,74.0,2.0,0.0,5.5,1.0,3.33333333333333,1.0,4.11111111111111,1.0,1.0,0.642857142857143,326.0,0.333333333333333,0.0,4.0,4.0,0.6077235201620366,0.39227647983796343,1,1.2365663923734798
27,0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,5.0,12.0,1.03,0.0,75.0,2.0,1.0,12.0,1.0,3.08333333333333,1.0,4.16666666666667,1.0,1.0,0.352941176470588,59.46875,0.384615384615385,0.0,4.0,3.0,0.5221311079067336,0.47786889209326644,1,8.784667292103284
30,0,0.0,0.0,1.0,2.0,1.0,4.0,3.0,0.0,4.0,7.0,0.83,0.0,71.0,2.0,0.0,9.0,1.0,2.85714285714286,1.0,4.14285714285714,1.0,1.0,0.416666666666667,94.49582862854004,0.384615384615385,0.0,4.0,1.0,0.527158679790193,0.47284132020980696,1,10.0715012745254
33,0,0.0,1.0,1.0,3.0,2.0,6.0,3.0,0.0,4.0,8.0,1.06,0.0,100.0,2.0,0.0,12.0,1.0,3.22222222222222,1.0,4.55555555555556,1.0,1.0,0.5,50.466796875,0.333333333333333,0.0,3.0,1.0,0.507217527270182,0.49278247272981796,1,8.232871096384477
37,0,0.0,0.0,1.0,2.0,1.0,6.0,3.0,0.0,5.0,11.0,0.99,0.0,72.0,2.0,0.0,6.499390125274658,1.0,2.72727272727273,1.0,4.09090909090909,1.0,1.0,0.2,347.0,0.357142857142857,0.0,5.0,2.0,0.5074011420030164,0.4925988579969835,1,1.2367035106623736
1360,0,5.0,2.0,2.0,7.0,3.0,4.0,4.0,0.0,18.0,11.0,0.59,0.0,69.0,3.0,0.0,8.0,1.0,4.44444444444444,1.0,4.38888888888889,1.0,1.0,1.17391304347826,126.97951883077621,1.0,0.0,3.0,0.49951171875,0.508587280178697,0.4914127198213029,2,11.731798683500905
42,0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.5,9.0,0.25,0.0,76.0,3.0,2.0,8.0,1.0,4.0,1.0,7.16666666666667,1.0,1.0,0.928571428571429,229.0,0.333333333333333,0.0,3.0,2.0,0.5094115282774281,0.490588471722572,1,3.54107648725093
44,0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,1.0,10.0,10.0,0.47,0.0,75.0,4.0,2.0,3.0,1.0,3.36363636363636,0.0,3.27272727272727,1.0,0.0,0.882352941176471,103.49462890625,0.375,0.0,4.0,0.0,0.5038055627222057,0.49619443727779433,1,4.307707929980063
48,0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,6.0,13.0,0.87,0.0,72.0,2.0,1.0,11.0,1.0,3.69230769230769,1.0,4.0,1.0,1.0,0.5,126.9912109375,0.363636363636364,0.0,6.0,1.0,0.5090700338700206,0.4909299661299794,1,7.266374460790404
63,0,0.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,5.0,10.0,0.82,0.0,70.0,2.0,1.0,9.0,1.0,5.2,2.0,6.7,2.0,1.0,1.42857142857143,40.453857421875,0.333333333333333,0.0,3.0,1.0,0.5206228481755708,0.47937715182442925,1,9.827518688854813
65,0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,4.0,6.0,0.81,0.0,66.0,2.0,0.0,6.499145925045013,1.0,3.5,2.0,5.0,2.0,1.0,0.545454545454545,50.4306640625,0.384615384615385,0.0,4.0,4.0,0.5013118479450674,0.49868815205493255,2,12.33671662647968
72,0,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,8.0,0.55,1.0,78.0,4.0,0.0,5.0,1.0,5.81818181818182,2.0,6.36363636363636,1.0,1.0,1.30769230769231,147.4835428595543,0.5,0.0,3.0,3.0,0.5115784036334282,0.4884215963665718,1,9.42804585128203
73,0,7.0,0.0,1.0,7.0,0.0,2.0,10.0,0.0,5.494384765625,58.0,0.6,1.0,86.0,3.0,3.0,4.49853515625,2.0,2.84615384615385,0.0,3.61538461538462,0.0,1.0,0.539473684210526,1173.0,0.384615384615385,0.0,1.0,6.0,0.5219403540060632,0.4780596459939368,2,10.177352672860989
80,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,0.52,0.0,0.0,2.0,1.0,6.499879360198975,1.0,6.33333333333333,4.0,7.33333333333333,3.0,1.0,0.714285714285714,113.0,0.444444444444444,0.0,3.0,0.0,0.5243409804234405,0.4756590195765596,1,0.5621027563740417
85,0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,0.39,0.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,1.85714285714286,1.0,1.0,0.0,133.5,0.428571428571429,0.0,2.0,2.0,0.5056804176281302,0.4943195823718698,1,1.7935322467899821
86,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,14.0,0.12,0.0,0.0,4.0,0.0,10.0,1.0,4.14285714285714,1.0,3.85714285714286,2.0,1.0,1.378023240546217,312.0,0.285714285714286,0.0,3.0,1.0,0.5241525233475164,0.47584747665248356,1,1.5118703784562175
90,0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.5,0.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0,2.75,1.0,1.0,0.545454545454545,133.4940220117569,0.5,0.0,5.0,1.0,0.5122298968586589,0.48777010314134106,1,1.0272487518316127
92,0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,7.0,1.2,0.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,1.71428571428571,1.0,1.0,0.0,152.990478515625,0.5,0.0,1.0,2.0,0.508659418655991,0.491340581344009,1,3.4953803969798605
95,0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.43,5.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,2.33333333333333,2.0,1.0,0.0,115.47246158123016,0.333333333333333,0.0,3.0,3.0,0.5057091638239439,0.4942908361760561,1,4.461680905128748
101,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.3,0.0,0.0,4.0,0.0,2.0,1.0,1.8,0.0,1.2,1.0,1.0,0.416666666666667,152.99906420707703,0.4,0.0,3.0,0.0,0.5006946911127437,0.4993053088872564,1,0.2452980572496326
104,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,0.27,0.0,91.0,4.0,0.0,4.0,1.0,1.5,0.0,2.125,1.0,1.0,0.0,115.47474431991577,0.428571428571429,0.0,3.0,0.0,0.5121681565982111,0.48783184340178887,1,3.449874780179807
110,0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,12.0,0.21,0.0,68.0,4.0,0.0,24.0,1.0,3.13333333333333,1.0,4.46666666666667,2.0,1.0,1.3780994415283188,252.0,0.333333333333333,0.0,3.0,2.0,0.5424722898910898,0.45752771010891025,1,1.4751064486985541
112,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.23,2.0,66.0,4.0,0.0,8.0,1.0,2.0,0.0,6.25,2.0,1.0,1.16666666666667,155.4978322982788,0.4,0.0,7.0,0.0,0.5099287084208047,0.49007129157919527,1,3.6637776296468596
