,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
1221,0,1,1,5,48,0,0.6,1,0,3,0,10,1,1.75,1,7.0,1,0,1.14285714285714,0,0.375,0,2,4,4
1397,6,1,3,2,54,0,0.34,0,44,1,0,3,2,1.78571428571429,0,6.57142857142857,0,1,0.238095238095238,0,0.5,0,3,3,4
47,0,1,3,8,329,2,0.97,0,90,1,0,5,1,18.3333333333333,2,4.174242424242425,1,0,0.638888888888889,0,0.666666666666667,0,3,2,5
1039,0,1,3,2,131,0,0.28,0,87,3,0,12,1,5.51162790697674,3,4.34883720930233,1,1,1.59574468085106,0,0.5,0,2,3,3
1426,3,1,8,1,53,0,0.22,1,84,4,0,18,2,4.14285714285714,0,2.58333333333333,2,0,0.9,0,0.5,0,2,4,4
622,0,0,0,2,81,1,0.36,1,75,2,0,6,2,3.5,0,3.875,1,1,1.14814814814815,0,0.5,0,4,3,4
1118,0,2,1,7,75,0,0.68,0,71,1,0,15,1,6.0,4,5.71428571428571,2,0,1.44444444444444,0,0.45804195804195846,0,3,3,5
782,8.0,1,0,0,22,2,0.38,0,0,3,0,11,1,3.5,1,5.5,3,1,0.833333333333333,0,0.25,0,3,4,1
1595,0,1,2,1,851.0,0,0.15,0,61,1,0,10,2,2.14285714285714,1,8.42857142857143,0,1,0.411764705882353,0,0.4,0,2,4,4
1279,1,1,5,0,58,0,0.2,0,86,3,0,15,2,3.39285714285714,0,5.96428571428571,0,0,0.46875,0,0.5,0,3,2,5
1411,0,1,3,1,36,0,0.2,0,81,1,0,10,1,3.18181818181818,1,4.81818181818182,1,0,1.15384615384615,0,0.666666666666667,0,3,2,2
1212,0,1,10,0,28,0,0.1,0,69,1,0,26,2,3.875,1,4.32786885245902,1,1,0.458333333333333,0,0.75,0,4,2,0
1302,0,1,5,1,49,1,0.19,0,60,2,1,18,2,2.9375,0,8.3125,0,0,0.782608695652174,0,0.5,0,3,4,2
1527,0,1,8,2,55,0,0.16,2,71,1,0,18,2,4.3125,1,2.58333333333333,1,1,0.473684210526316,0,0.5,0,3,3,3
1711,0,1,1,0,28,0,0.16,0,60,2,0,28,1,6.0,2,10.4444444444444,4,1,1.36363636363636,0,0.666666666666667,0,1,2,1
23,1,1,1,4,553,1,0.59,0,91,2,1,40,2,17.1,1,4.21818181818182,1,1,0.438848920863309,0,0.428571428571429,5,6,1,10
1500,0,1,19,1,31,0,0.1,3,59,1,0,18,1,7.75,3,4.32786885245902,3,1,0.7,0,0.666666666666667,0,1,2,3
1220,0,1,3,1,31,0,0.44,1,55,3,0,10,1,1.051851851851855,1,6.0,1,1,0.714285714285714,0,0.428571428571429,0,2,3,3
1628,3,1,1,5,237,7,0.54,1,86,1,2,22,2,6.6,1,5.9,0,1,0.777777777777778,0,0.5,0,1,5,4
1409,1,1,2,0,20,0,0.08,8,33,1,0,15,1,3.66666666666667,3,24.3333333333333,3,1,0.507042253521127,2,0.666666666666667,0,2,2,3
1109,4,2,1,5,85,0,0.69,0,42,2,0,2,1,6.0,2,4.71428571428571,1,0,2.66666666666667,0,0.583333333333333,0,2,5,3
1237,0,1,5,1,34,0,0.24,1,60,1,0,23,1,4.42857142857143,1,4.32786885245902,2,0,1.88888888888889,0,0.166666666666667,0,2,4,2
1176,0,3,7,3,29,0,0.31,2,58,1,0,8,1,3.66666666666667,1,8.33333333333333,1,1,1.2,0,0.166666666666667,0,3,3,1
