test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
345,0,15.0,0.0,1.0,18.0,11.0,2.0,378.0,11.0,5.0,27.0,78.0,0.49,0.0,95.0,2.0,171.0,17.0,2.0,3.19387755102041,0.0,3.23469387755102,0.0,1.0,0.684210526315789,277.0,0.35,0.0,3.0,4.0,9.0,0.7462077426996665,0.25379225730033356,1
345,1,15.0,0.0,1.0,18.0,11.0,4.0,378.0,11.0,5.0,27.0,78.0,0.49,0.0,95.0,2.0,171.0,17.0,2.0,3.19387755102041,0.0,3.23469387755102,0.0,1.0,0.684210526315789,277.0,0.35,0.0,3.0,4.0,9.0,0.7462078394744588,0.253792160525541,2
345,2,15.0,0.0,1.0,18.0,11.0,2.0,378.0,11.0,5.0,27.0,78.0,0.49,0.0,95.0,2.0,0.0,17.0,2.0,3.19387755102041,0.0,3.23469387755102,0.0,338.0,0.684210526315789,277.0,0.35,0.0,3.0,4.0,9.0,0.7459748025587931,0.25402519744120683,1
345,3,15.0,0.0,1.0,18.0,11.0,2.0,378.0,11.0,5.0,27.0,78.0,0.49,0.0,95.0,2.0,0.0,17.0,2.0,3.19387755102041,38.0,3.23469387755102,0.0,338.0,0.684210526315789,277.0,0.35,0.0,3.0,4.0,9.0,0.7459753871435478,0.25402461285645206,2
345,4,15.0,0.0,1.0,1.0,11.0,2.0,378.0,11.0,5.0,27.0,78.0,0.49,0.0,95.0,2.0,0.0,17.0,2.0,3.19387755102041,38.0,3.23469387755102,0.0,338.0,0.684210526315789,277.0,0.35,0.0,3.0,4.0,9.0,0.7459761610106083,0.25402383898939174,3
345,5,15.0,0.0,1.0,1.0,11.0,2.0,378.0,11.0,5.0,0.0,78.0,0.49,0.0,95.0,2.0,0.0,17.0,2.0,3.19387755102041,38.0,3.23469387755102,0.0,338.0,0.684210526315789,277.0,0.35,0.0,3.0,4.0,9.0,0.7459775393062646,0.2540224606937353,4
345,6,15.0,0.0,1.0,1.0,11.0,2.0,378.0,11.0,5.0,0.0,78.0,0.49,0.0,95.0,2.0,0.0,17.0,2.0,7.0,38.0,3.23469387755102,0.0,338.0,0.684210526315789,277.0,0.35,0.0,3.0,4.0,9.0,0.7459783365709287,0.2540216634290713,5
345,7,15.0,0.0,1.0,18.0,11.0,2.0,378.0,1.0,5.0,27.0,78.0,0.49,0.0,95.0,2.0,171.0,17.0,2.0,3.19387755102041,0.0,3.23469387755102,0.0,1.0,0.684210526315789,277.0,0.35,0.0,3.0,4.0,9.0,0.7464900164804225,0.25350998351957765,2
345,8,15.0,0.0,1.0,18.0,11.0,2.0,378.0,1.0,5.0,27.0,78.0,0.49,0.0,95.0,2.0,171.0,5.0,2.0,3.19387755102041,0.0,3.23469387755102,0.0,1.0,0.684210526315789,277.0,0.35,0.0,3.0,4.0,9.0,0.7465314509241453,0.25346854907585453,3
345,9,15.0,0.0,1.0,18.0,11.0,2.0,1888.0,11.0,5.0,27.0,78.0,0.49,0.0,95.0,2.0,0.0,17.0,2.0,3.19387755102041,0.0,3.23469387755102,0.0,1.0,0.684210526315789,277.0,0.35,0.0,3.0,4.0,9.0,0.745854626545324,0.25414537345467586,1
