test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
805,0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,11.0,13.0,5.0,0.29,0.0,84.0,4.0,2.0,8.0,1.0,5.41176470588235,0.0,0.0,1.0,0.65,0.166656494140625,0.0,2.0,2.0,0.54,0.46,1,333343505859.375
820,0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,0.27,0.0,80.0,3.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.12500000000000006,0.0,2.0,1.0,0.8,0.2,1,541666666666.66693
830,0,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,10.0,0.56,1.0,82.0,4.0,0.0,6.0,1.0,5.0,0.0,1.0,1.0,1.13333333333333,0.24996339678764343,0.0,2.0,4.0,0.5,0.5,1,150036603212.35657
831,0,6.0,0.0,1.0,7.0,0.0,2.0,10.0,0.0,35.0,60.0,0.63,1.0,87.0,3.0,3.0,14.0,2.0,2.78787878787879,0.0,0.0,1.0,0.519480519480519,0.125,0.0,2.0,3.0,0.64,0.36,1,125000000000.0
834,0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.19,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2499389946460724,0.0,2.0,1.0,0.58,0.42,1,250061005353.9276
837,0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,0.39,0.0,0.0,4.0,0.0,2.0,1.0,1.42857142857143,0.0,1.0,1.0,0.0,0.1666259765625,0.0,3.0,1.0,0.61,0.39,1,333374023437.5
838,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,14.0,0.12,0.0,0.0,4.0,0.0,9.0,1.0,4.0,1.0,2.0,1.0,0.235294117647059,0.24996339678764343,0.0,3.0,1.0,0.54,0.46,1,150036603212.35657
43,0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.54,0.0,0.0,4.0,0.0,3.0,1.0,1.42857142857143,0.0,1.0,1.0,0.6,0.2499389946460724,0.0,4.0,1.0,0.54,0.46,1,250061005353.9276
46,0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.39,5.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.6,0.16664632161458315,0.0,4.0,1.0,0.54,0.46,1,166687011718.74985
844,0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.44,1.0,0.0,4.0,0.0,8.0,1.0,3.33333333333333,0.0,3.0,1.0,0.0,0.16662599643071474,0.0,3.0,1.0,0.59,0.41,1,166707336902.61826
845,0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.41,2.0,0.0,4.0,0.0,8.0,1.0,3.33333333333333,0.0,3.0,1.0,0.0,0.16662599643071474,0.0,3.0,1.0,0.56,0.44,1,166707336902.61826
48,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.3,0.0,0.0,4.0,0.0,2.0,1.0,1.8,0.0,1.0,1.0,0.416666666666667,0.2499999850988388,0.0,3.0,0.0,0.53,0.47,0,14901.161193847656
50,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.34,0.0,0.0,4.0,0.0,1.0,1.0,0.875,0.0,2.0,1.0,0.4,0.2499999850988388,0.0,2.0,2.0,0.55,0.45,0,14901.161193847656
847,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.29,0.0,91.0,4.0,0.0,3.0,1.0,0.714285714285714,0.0,1.0,1.0,0.0,0.166650390625,0.0,3.0,0.0,0.59,0.41,1,233349609375.0
850,0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,12.0,0.22,0.0,68.0,4.0,0.0,23.0,1.0,2.66666666666667,1.0,2.0,1.0,0.263157894736842,0.125,0.0,2.0,2.0,0.74,0.26,1,375000000000.0
54,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,0.18,3.0,76.0,4.0,0.0,8.0,1.0,2.5,0.0,2.0,1.0,1.375,0.24996339678764343,0.0,4.0,4.0,0.5,0.5,1,150036603212.35657
852,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,12.0,0.31,1.0,75.0,4.0,0.0,27.0,1.0,2.14285714285714,0.0,1.0,1.0,0.388888888888889,0.125,0.0,2.0,3.0,0.81,0.19,1,125000000000.0
853,0,1.0,0.0,1.0,22.0,1.0,0.0,2.0,2.0,6.0,12.0,0.07,0.0,87.0,4.0,0.0,12.0,1.0,4.53333333333333,1.0,1.0,1.0,0.277777777777778,0.125,0.0,4.0,2.0,0.67,0.33,1,275000000000.0
854,0,11.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,8.0,7.0,0.2,3.0,33.0,4.0,0.0,23.0,1.0,4.27777777777778,0.0,1.0,1.0,0.142857142857143,0.16665853261947636,0.0,3.0,2.0,0.54,0.46,1,33341467380.52365
872,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.66,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.24993902444839478,0.0,3.0,2.0,0.55,0.45,1,750060975551.6052
80,0,2.0,1.0,1.0,6.0,0.0,3.0,3.0,2.0,24.0,9.0,0.36,1.0,81.0,1.0,7.0,11.0,1.0,8.78571428571429,2.0,1.0,1.0,1.11111111111111,0.1999837557474773,0.0,3.0,0.0,0.51,0.49,1,466682910919.1897
875,0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,0.0,13.0,8.0,0.22,0.0,81.0,2.0,0.0,4.0,2.0,4.72727272727273,1.0,1.0,1.0,1.57142857142857,0.7083231806755066,0.0,1.0,0.0,0.51,0.49,1,291676819324.4934
82,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.51,3.0,0.0,2.0,0.0,6.0,2.0,3.0,3.0,19.0,16.0,6.0,0.24993902444839478,0.0,2.0,0.0,0.61,0.39,1,750060975551.6052
159,0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,3.0,23.0,0.26,1.0,95.0,4.0,0.0,18.0,1.0,2.03703703703704,0.0,1.0,1.0,0.5,0.1666259765625,0.0,4.0,0.0,0.55,0.45,1,583374023437.5
