test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
7,0,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,7.0,0.6875,0.0,2.0,2.0,0.6485255952888149,0.3514744047111851,1
7,1,1.0,0.0,1.0,0.0,23.0,2.0,133.0,2.0,8.0,1.0,0.67,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,3.0,0.6875,0.0,2.0,2.0,0.9991403814983156,0.0008596185016843759,2
7,2,1.0,0.0,1.0,0.0,23.0,2.0,133.0,2.0,8.0,1.0,3.4,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,3.0,0.6875,0.0,2.0,2.0,0.999669407412974,0.0003305925870259273,3
7,3,1.0,0.0,1.0,0.0,23.0,2.0,133.0,2.0,8.0,1.0,3.4,0.0,100.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.6875,0.0,2.0,2.0,0.9998106524827793,0.00018934751722066948,4
7,4,1.0,0.0,1.0,0.0,23.0,2.0,133.0,2.0,8.0,1.0,3.4,0.0,100.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6875,0.0,2.0,2.0,0.9999715415298077,2.845847019227697e-05,4
7,5,1.0,0.0,1.0,0.0,23.0,2.0,133.0,2.0,8.0,1.0,1.0,0.0,100.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6875,0.0,2.0,2.0,0.999974319863621,2.568013637904611e-05,4
7,6,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,0.0,100.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.6875,0.0,2.0,2.0,0.9985509019209325,0.0014490980790674633,2
7,7,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,0.0,100.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6875,0.0,2.0,2.0,0.9997934516398779,0.0002065483601220827,2
7,8,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,3.4,0.0,100.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6875,0.0,2.0,2.0,0.9999361924745784,6.38075254216168e-05,3
7,9,1.0,0.0,1.0,0.0,7.0,2.0,133.0,23.0,8.0,1.0,3.4,0.0,100.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6875,0.0,2.0,2.0,0.99996758666479,3.2413335209955066e-05,4
7,10,1.0,27.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,3.4,0.0,100.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6875,0.0,2.0,2.0,0.99994838099792,5.1619002079995134e-05,4
7,11,1.0,27.0,1.0,0.0,7.0,2.0,62.0,2.0,8.0,1.0,3.4,0.0,100.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6875,0.0,2.0,2.0,0.9999492819030701,5.071809692989692e-05,5
7,12,1.0,27.0,1.0,0.0,7.0,2.0,62.0,2.0,8.0,1.0,0.6,0.0,100.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6875,0.0,2.0,2.0,0.9999587806998088,4.121930019116863e-05,5
7,13,1.0,27.0,1.0,0.0,23.0,2.0,133.0,2.0,8.0,1.0,3.4,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,3.0,0.6875,0.0,2.0,2.0,0.9998476496420615,0.0001523503579384569,4
7,14,1.0,27.0,1.0,0.0,23.0,2.0,133.0,2.0,8.0,1.0,3.4,0.0,100.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.6875,0.0,2.0,2.0,0.9999296793862191,7.032061378083153e-05,5
7,15,1.0,27.0,1.0,0.0,23.0,2.0,133.0,2.0,8.0,1.0,3.4,0.0,100.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6875,0.0,2.0,2.0,0.9999772407549503,2.2759245049738822e-05,5
7,16,1.0,0.0,1.0,0.0,23.0,2.0,133.0,2.0,8.0,1.0,0.67,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.8713491574295393,0.1286508425704607,1
7,17,1.0,0.0,1.0,0.0,23.0,2.0,133.0,2.0,8.0,1.0,3.4,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.9919824925453602,0.008017507454639765,2
7,18,1.0,0.0,1.0,0.0,23.0,2.0,133.0,2.0,8.0,1.0,3.4,0.0,100.0,10.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.9967621105984412,0.0032378894015587696,3
7,19,1.0,0.0,1.0,0.0,23.0,2.0,133.0,2.0,8.0,1.0,3.4,0.0,55.0,10.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.9978490808765093,0.002150919123490782,4
8,0,3.0,0.0,1.0,1.0,5.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,33.0,0.7,0.0,1.0,1.0,0.7951883616459262,0.20481163835407376,1
8,1,3.0,0.0,1.0,1.0,23.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,3.0,0.7,0.0,1.0,1.0,0.9999006817921854,9.931820781459955e-05,2
8,2,3.0,0.0,1.0,1.0,23.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,3.0,0.3,0.0,1.0,1.0,0.999936635801692,6.336419830797105e-05,3
8,3,3.0,0.0,1.0,1.0,23.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,9.0,1.0,2.0625,1.0,1.0,0.0,3.0,0.3,0.0,1.0,1.0,0.9999468198965019,5.318010349803743e-05,4
8,4,3.0,0.0,1.0,1.0,6.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,192.0,0.7,0.0,1.0,1.0,0.5245582439446412,0.47544175605535877,1
8,5,3.0,0.0,1.0,1.0,23.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,192.0,0.7,0.0,1.0,1.0,0.9981715364865427,0.0018284635134572836,2
8,6,3.0,0.0,1.0,1.0,23.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,192.0,0.7,0.0,1.0,1.0,0.9997091566711744,0.00029084332882554984,3
8,7,3.0,0.0,1.0,1.0,23.0,2.0,116.0,2.0,1.0,8.0,1.2,0.0,84.0,7.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,192.0,0.7,0.0,1.0,1.0,0.9997148662062494,0.0002851337937505864,4
8,8,3.0,0.0,1.0,1.0,5.0,2.0,16.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,3.0,0.7,0.0,1.0,1.0,0.9997188292036887,0.00028117079631129123,2
8,9,3.0,0.0,1.0,1.0,5.0,2.0,16.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,3.0,0.5,0.0,1.0,1.0,0.9999014076321022,9.859236789772636e-05,3
8,10,3.0,0.0,1.0,1.0,5.0,2.0,16.0,2.0,1.0,8.0,0.66,0.0,84.0,10.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,3.0,0.5,0.0,1.0,1.0,0.9999186937201877,8.130627981224722e-05,4
8,11,3.0,0.0,1.0,1.0,5.0,2.0,16.0,2.0,1.0,8.0,0.6,0.0,84.0,10.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,3.0,0.5,0.0,1.0,1.0,0.9999324236080083,6.757639199176269e-05,5
8,12,3.0,0.0,1.0,1.0,5.0,2.0,62.0,2.0,1.0,8.0,0.6,0.0,84.0,10.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,3.0,0.5,0.0,1.0,1.0,0.9999373072066787,6.269279332128649e-05,5
8,13,3.0,0.0,1.0,1.0,5.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,9.0,1.0,2.0625,1.0,1.0,0.0,192.0,0.7,0.0,1.0,1.0,0.5928770349959749,0.4071229650040251,1
8,14,3.0,0.0,1.0,1.0,5.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,0.0,1.0,2.0625,1.0,1.0,0.0,192.0,0.3,0.0,1.0,1.0,0.9997690447434036,0.0002309552565964781,2
8,15,3.0,0.0,1.0,1.0,5.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,192.0,0.3,0.0,1.0,1.0,0.9998806233374504,0.00011937666254954453,3
8,16,3.0,0.0,1.0,1.0,5.0,2.0,116.0,2.0,1.0,8.0,3.4,0.0,84.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,192.0,0.3,0.0,1.0,1.0,0.9999187064929633,8.12935070366408e-05,4
8,17,3.0,0.0,1.0,1.0,5.0,0.0,116.0,2.0,1.0,8.0,3.4,0.0,84.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,192.0,0.3,0.0,1.0,1.0,0.9999474911004554,5.25088995445688e-05,5
