test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
41,0,0.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,30.0,75.0,0.54,0.0,97.0,2.0,1.0,18.0,6.0,7.01204819277108,0.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,0.5,0.5,2
46,0,5.0,2.0,1.0,1.0,0.0,4.0,3.0,5.0,10.0,21.0,10.0,0.29,0.0,89.0,1.0,3.0,27.0,4.0,4.82692307692308,0.0,1.0,0.0,5.0,1.0,0.0,3.0,2.0,0.5,0.5,3
56,0,0.0,4.0,1.0,1.0,0.0,9.0,2.0,5.0,20.0,21.0,77.0,1.44,0.0,94.0,1.0,0.0,50.0,6.0,2.7,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.53,0.47,2
65,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,16.0,0.29,0.0,86.0,2.0,0.0,27.0,1.0,5.52173913043478,1.0,1.0,0.0,3.0,0.888888888888889,0.0,3.0,1.0,0.51,0.49,2
92,0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,5.0,33.0,64.0,143.0,0.29,0.0,98.0,1.0,2.0,63.0,2.0,6.19774011299435,0.0,0.0,0.0,5.0,1.0,0.0,3.0,2.0,0.52,0.48,3
104,0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,3.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,3.2,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.56,0.44,2
147,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.18,0.0,83.0,1.0,3.0,27.0,2.0,4.37037037037037,0.0,0.0,0.0,10.0,1.0,0.0,3.0,1.0,0.5,0.5,2
148,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,21.0,0.48,0.0,85.0,1.0,2.0,13.0,2.0,2.95652173913043,0.0,0.0,0.0,5.0,1.1,0.0,3.0,1.0,0.81,0.19,2
149,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,26.0,0.34,0.0,92.0,1.0,2.0,12.0,2.0,2.74074074074074,1.0,1.0,0.0,13.0,1.0,0.0,2.0,0.0,0.57,0.43,2
154,0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,21.0,0.33,0.0,87.0,2.0,0.0,13.0,2.0,3.22222222222222,0.0,1.0,0.0,6.0,1.1,0.0,2.0,0.0,0.59,0.41,2
157,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,27.0,0.35,0.0,82.0,2.0,0.0,8.0,1.0,2.35714285714286,0.0,1.0,0.0,10.0,0.9,0.0,2.0,0.0,0.51,0.49,2
203,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,23.0,50.0,0.36,0.0,75.0,2.0,0.0,24.0,1.0,2.6,1.0,1.0,0.0,11.0,1.0,0.0,3.0,1.0,0.57,0.43,2
218,0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,8.0,12.0,18.0,0.24,0.0,89.0,2.0,2.0,25.0,2.0,3.53846153846154,0.0,0.0,0.0,17.0,1.0,0.0,3.0,1.0,0.5,0.5,2
