,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
805,3,0,1,3,0,0,2,41,1,7,12,0.15,0,92,1,1,4.5,2,2.7027027027027,0,0,0,1,0.658469945355191,2
1732,5,0,1,5,2,2,3,49,3,4,13,0.21,1,84,1,0,0,2,4.25,0,0,0,4,0.420886075949367,3
960,0,0,1,1,0,1,2,36,1,6,0,0.33,1,88,2,1,19,1,8.85714285714286,1,1,0,1,0.716763005780347,2
1727,0,0,1,6,0,1,2,70.5,1,0,17,0.25,0,95,1,0,5,3,3.14705882352941,1,1,0,2,0.821917808219178,2
172,4,0,1,2,4,2,2,34.5,2,3,10.5,0.38,0,92,1,0,1,2,3.92307692307692,1,1,0,13,0.495867768595041,2
773,2,0,2,1,2,1,3,60.0,1,2,3,0.14,0,71,1,7,0,2,5.41176470588235,1,1,0,4,0.457861635220126,0
1947,1,0,2,0,0,0,2,93.0,2,3,2,0.31,0,58,5,0,8,2,2.5,0,1,0,2,1.0,0
792,0,0,1,0,0,0,1,60.0,1,0,40,0.21,0,97,1,0,0,1,2.61904761904762,1,1,0,0,0.814465408805031,1
1941,0,6,1,0,0,0,1,50,16,0,3,0.1,0,95,3,1,13.0,2,2.93650793650794,0,0,0,1,0.956591639871383,2
1255,0,0,1,2,0,0,1,48.0,2,9,10,0.14,0,79,2,2,4,2,3.07142857142857,0,1,0,1,0.52803738317757,2
877,0,2,2,5,0,0,3,34,6,0,10.5,0.14,0,83,2,0,0,2,4.625,1,1,0,5,0.515723270440252,3
1103,1,0,2,5,0,0,2,28,6,6,8,0.09,2,85,2,0,6,3,3.05,0,0,0,24,0.413793103448276,1
