test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
1628,0,2.0,2.0,1.0,5.0,225.0,8.0,0.35,0.0,86.0,2.0,0.0,20.0,2.0,5.7741935483871,1.0,7.35483870967742,25.0,1.0,3.3,0.0,0.375,0.0,3.0,6.0,4.0,0.5233830090016508,0.47661699099834925
1628,1,6.0,1.0,12.0,2.0,235.0,2.0,0.44,0.0,92.0,2.0,0.0,18.0,3.0,5.11111111111111,1.0,4.07407407407407,1.0,219.0,0.677966101694915,0.0,0.166666666666667,0.0,2.0,6.0,9.0,0.513056917670699,0.4869430823293009
1628,2,2.0,3.0,500.0,7.0,237.0,0.0,0.89,1.0,100.0,1.0,0.0,20.0,1.0,14.0,0.0,6.9375,1.0,0.0,0.736842105263158,0.0,0.333333333333333,0.0,5.0,5.0,5.0,0.5187517539328941,0.481248246067106
10,0,1.0,1.0,4.0,4.0,126.0,0.0,0.42,1.0,85.0,2.0,0.0,21.0,2.0,56.0,1.0,7.15,1.0,1.0,0.875,0.0,0.4,7.0,4.0,4.0,4.0,0.5184527641313634,0.48154723586863635
10,1,0.0,1.0,8.0,3.0,128.0,0.0,0.21,1.0,75.0,2.0,0.0,25.0,2.0,2.92857142857143,0.0,9.96428571428571,24.0,1.0,1.03125,0.0,0.571428571428571,0.0,3.0,5.0,8.0,0.58571367185455,0.41428632814544997
10,2,7.0,2.0,364.0,2.0,140.0,0.0,0.31,0.0,87.0,2.0,2.0,19.0,2.0,4.02941176470588,0.0,5.29411764705882,1.0,1.0,1.3,0.0,0.357142857142857,0.0,4.0,7.0,9.0,0.5187084509265376,0.4812915490734625
21,0,25.0,2.0,3.0,4.0,4145.0,3.0,0.32,0.0,100.0,2.0,3.0,26.0,2.0,6.25806451612903,2.0,5.96774193548387,1.0,1.0,1.23287671232877,0.0,0.333333333333333,0.0,2.0,1.0,9.0,0.5187531963636922,0.4812468036363077
21,1,11.0,1.0,2.0,8.0,313.0,0.0,0.68,0.0,100.0,2.0,1.0,26.0,2.0,7.0,8.0,6.96296296296296,1.0,525.0,0.939393939393939,0.0,0.363636363636364,0.0,4.0,7.0,8.0,0.522886324400232,0.4771136755997681
21,2,11.0,1.0,5.0,5.0,313.0,110.0,0.59,0.0,90.0,1.0,0.0,27.0,1.0,27.4,1.0,4.92682926829268,1.0,1.0,1.0,0.0,0.454545454545455,0.0,4.0,6.0,10.0,0.5186458199814995,0.4813541800185005
23,0,2.0,2.0,4.0,7.0,532.0,1.0,0.63,0.0,86.0,1.0,2.0,239.0,2.0,7.95522388059702,0.0,4.58208955223881,0.0,1.0,1.22972972972973,0.0,0.2,0.0,6.0,10.0,9.0,0.5068556254358014,0.4931443745641983
