test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
1628,0,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,3.4,6.0,0.6,0.0,1.0,5.0,4.0,0.5186927478226088,0.4813072521773912
1628,1,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,4.5,4.0,0.5,0.0,1.0,5.0,4.0,0.5549914292168253,0.4450085707831748
1628,2,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,3.5,5.0,0.5,0.0,1.0,5.0,4.0,0.5339495307645242,0.4660504692354759
1628,3,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,3.0,0.8,0.0,4.0,5.0,4.0,0.5113024721928102,0.4886975278071896
1628,4,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,4.0,0.0,0.0,1.0,5.0,4.0,0.5505147370722464,0.4494852629277536
1628,5,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,5.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,5.0,0.5,0.0,1.0,5.0,4.0,0.5311167908291595,0.4688832091708405
1628,6,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,5.0,0.0,0.0,1.0,5.0,4.0,0.5330965943340903,0.4669034056659097
1628,7,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,4.0,0.5,0.0,5.0,5.0,4.0,0.5313110821041229,0.468688917895877
1628,8,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,2.7,4.0,0.5,0.0,5.0,5.0,4.0,0.5369972590663339,0.463002740933666
1628,9,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.4,4.0,0.5,0.0,1.0,5.0,4.0,0.558954523690236,0.44104547630976393
