,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
169,4,0,1,4,2,0,71,1,0,17,0.16,1,96,1,0,20,3,6.58536585365854,1,1,1,0.465116279069767,0,26.5,1.0,1,1,2
404,4,7,2,4,4,0,43,9,0,7,0.08,0,72,3,3,30,2,4.70909090909091,1,0,1,0.861538461538462,0,55,0.125,3,3,5
375,3,0,1,0,8,0,41,1,0,0,0.17,1,0,1,0,9,1,4.11111111111111,2,3,1,0.655172413793103,0,70,0.125,0,3,3
409,2.5,0,1,2,2,0,47,2,2,7,0.07,1,88,3,0,25,2,2.89189189189189,0,1,1,0.766233766233766,0,142.0,0.25,3,4,2
360,11,1,2,4,13,1,65.0,1,0,1,0.26,0,88,5,0,17,1,4.31884057971014,0,1,1,0.816901408450704,0,4.5,0.75,1,1,5
370,4,3,1,1,25,0,39,8,3,6,0.14,0,86,3,0,18,2,6.83333333333333,1,2,1,0.411764705882353,0,69.0,0.381048387096774,1,3,1
373,10.0,1,2,3,43,2,246,5,3,2,0.2,2,96,4,1,34,2,4.0,0,1,1,1.15853658536585,0,4.5,0.333333333333333,3,4,4
417,3,0,1,3,17,0,84,2,2,2,0.12,1,94,3,0,23,2,1.02173913043478,0,1,1,0.52,0,54,0.381048387096774,1,5,1
397,4,1,1,4,27,2,47.0,5,0,0,0.45,0,100,3,5,27,2,7.42105263157895,0,1,1,0.435643564356436,0,34,0.25,0,5,5
764,6,0,1,0,0,0,157,7.0,3,15,0.08,1,93,1,2,63,2,5.61835748792271,0,0,1,0.248868778280543,0,26.5,0.292857142857143,3,1,1
852,4,6,1,3,9,0,143,7.0,0,8,0.23,0,100,2,2.5,63,2,4.25757575757576,0,1,1,0.339805825242718,0,26.5,1.0,3,1,0
338,0,0,1,0,9,0,40,10,1,4,0.11,0,54,4,1,6.0,2,2.925,0,2,1,0.686274509803922,0,26.5,0.292857142857143,1,5,5
237,3,1,1,0,4,0,51,5,1,3,0.1,1,95,5,0,19,2,4.0,1,1,1,0.918918918918919,0,124,0.25,0,4,5
285,4.5,11.0,1,6,19,0,144,7.0,2,35,0.1,0,98,4,4,42,2,3.1497005988024,0,0,0,0.755434782608696,0,2,0.5,3,5,5
928,7,4,1,22,5,3,582,4,9,7,0.84,0,98,1,1,31,3,15.928,0,0,1,0.453846153846154,0,100,0.0,1,3,5
359,10.5,0,2,3,22,0,15.0,3,0,4,0.11,0,97,4,0,17,2,3.88461538461538,0,1,1,0.712962962962963,0,26.5,1.0,3,3,4
385,3,0,1,4,31,0,35,2.5,4,2,0.06,0,100,4,2,36,2,2.83673469387755,0,1,1,0.784615384615385,0,69.0,0.25,3,4,3
377,2,0,1,3,6,2,15.0,2,1,1,0.35,0,93,4,0,20,2,6.16981132075472,0,1,1,0.625,0,26.5,0.571428571428571,3,6,1
421,9,3,1,2,17,0,55,7.0,25,20,0.05,0,91,4,7,6.5,2,2.18791946308725,0,0,1,0.448863636363636,0,27.0,0.647058823529412,3,5,3
505,7.0,1,4,3,1,0,59,6,0,8,0.09,1,92,1,2,3,2,5.62857142857143,1,1,1,1.54761904761905,0,36,0.3205128205128205,3,3,5
376,0.5,0,1,2,16,0,170,3,0,2,0.21,0,92,5,0,24,2,6.24409448818898,0,1,1,0.603053435114504,0,92,0.0,0,4,2
379,2,0,1,5.0,2,0,75,10.0,0,0,0.16,0,0,4,0,43,1,2.67241379310345,0,2,1,0.345679012345679,0,106,0.125,0,1,5
538,7.0,14,3,3,21,3,29.0,2,0,7,0.18,2,95,1,0,2.0,1,4.97222222222222,0,1,1,1.25641025641026,0,36,1.0,3,3,2
356,4.0,54,1,4,11,0,524,5,0,21.0,0.21,0,99,2,0,131,2,13.8922716627635,0,0,1,0.244239631336406,0,414.0,0.517857142857143,0,3,3
368,7.0,0,1,1,34,1,140,2,4,5,0.33,1,94,3,0,4.0,2,3.28571428571429,0,2,1,0.653846153846154,0,60.5,0.25,3,4,0
386,6,0,1,1,105.0,1,171,9,0,1,0.16,1,100,4,5,62,2,3.70940170940171,0,1,1,0.645669291338583,0,14.5,0.0,2,4,1
398,8,1,1,1,7,7,56.0,4,6,0,1.29,0,100,3,59,27,2,5.27722772277228,0,1,1,0.433962264150943,0,26.5,0.292857142857143,3,4,3
531,4.5,0,2,4,38,8,721,4.0,0,2,0.52,1,96,1,18,11,2,4.25974025974026,1,0,1,0.704081632653061,0,4.5,0.5,1,5,4
157,4.0,0,2,0,0,0,254,7.0,2,5,0.09,1,99,1,1,118,2,3.77003484320558,0,0,1,0.585648148148148,0,14.5,0.40454545454545454,3,1,4
235,18.0,1,1,1,3,0,40,2,6,1,0.07,0,96,4,3,17,2,4.52830188679245,0,1,10,0.217391304347826,0,48,0.125,0,3,4
384,4.5,0,2,6,38,2,543,3,8,5,0.22,2,97,3,3,50,2,4.69411764705882,0,1,1,1.10919540229885,0,168.0,0.327272727272727,1,3,1
50,9,0,1,2,6,0,34,2,4,17,0.06,0,94,1,0,24,2,4.07589285714286,0,1,1,0.118421052631579,0,46.0,0.125,0,1,0
357,6,0,2,0,39.0,0,45,2,0,6,0.09,1,66,1,0,8.5,1,4.8695652173913,1,2,1,1.06122448979592,0,69.0,0.362781954887218,1,4,5
415,11,1,1,1,19,1,118.0,2,1,20,0.21,1,100,3,0,37,2,3.10126582278481,0,0,0,0.585365853658537,0,26.5,0.125,0,4,5
369,5,0,1,0,20.0,0,36,8.0,0,16,0.03,0,16,1,0,1.0,2,4.47457627118644,1,2,1,0.644970414201183,0,104.0,0.648648648648649,0,5,1
304,4.0,0,1,2,1.0,0,49,2,0,1,0.04,0,100,2,0,65,1,5.43457943925234,0,1,1,0.497695852534562,0,90.0,0.292857142857143,0,2,5
929,4.0,9,1,3,1,2,75.0,3,0,2,0.3,0,80,4,0,21,2,4.13698630136986,1,1,1,0.636363636363636,0,58,0.125,0,1,2
292,6,0,2,0,52.0,0,88,7.0,0,1,0.08,0,99,1,21,34,2,3.3030303030303,0,1,1,0.610526315789474,0,46.0,0.952380952380952,1,1,3
488,8.5,0,1,3,9,0,118.0,3,1,27,0.22,0,100,1,0,29,1,16.4110429447853,0,0,0,0.317365269461078,0,39,0.8,1,2,5
467,0,0,2,6,1,1,15.0,11,3.0,19,0.23,1,91,2,5,30,2,4.43076923076923,0,0,0,1.18181818181818,0,520.0,0.40454545454545454,1,3,1
363,6,0,1,5,9,1,75.0,8,6,14,0.19,0,96,4,3,29,2,6.52252252252252,0,1,1,0.725,0,8.0,0.714285714285714,0,3,5
408,10.5,19,2,0,44,0,380,7,3,15,0.07,0,100,3,0,50,2,6.22693726937269,0,1,0,0.84,0,92.0,0.392857142857143,1,2,1
535,2.5,2,2,6,20,1,69.5,9.0,0,42,0.17,0,100,2,5,16,2,3.71212121212121,0,0,0,0.962962962962963,0,47,0.125,0,3,5
358,8.5,0,1,5,26,1,454,9,0,6,0.17,0,85,3,1,33,2,5.91034482758621,0,1,1,0.85,0,8.0,0.125,1,4,4
380,2.5,6,1,20,13,0,274,7.0,1,26,0.19,0,97,4,26,37,2,3.47619047619048,0,0,1,0.437275985663082,0,8.0,0.394736842105263,0,4,0
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
