,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
928,7,4,1,22,5,3,582,4,17,7,0.84,0,98,1,1,31,8,15.928,0,0,1,0.453846153846154,0,100,0.25,0,3,5
370,6,3,1,1,25,0,39,8,3,6,0.14,0,86,3,0,18,2,6.83333333333333,1,2,1,0.411764705882353,0,121.0,0.5,0,5,1
505,19,1,4,15,22,0,59,6,0,8,0.09,1,92,1,2,3,2,5.62857142857143,1,1,1,1.54761904761905,0,36,0.125,0,3,5
235,26,1,1,1,3,0,40,2,1,1,0.07,0,96,4,3,10.5,2,4.52830188679245,0,1,1,0.839285714285714,0,48,0.666666666666667,0,3,4
368,12,0,1,1,34,1,4.5,2,4,5,0.33,1,94,3,0,22,2,3.28571428571429,0,2,1,0.653846153846154,0,465,0.25,0,4,8
397,9,1,1,4,27,2,257,5,10,0,0.45,0,100,3,5,27,2,7.42105263157895,0,1,1,0.435643564356436,0,34,0.25,0,5,4
421,9,3,1,14,17,0,55,9.0,25,20,0.05,0,91,4,7,22,2,2.18791946308725,0,0,1,0.448863636363636,0,1261,0.647058823529412,0,1,3
409,14,0,1,2,2,0,47,2,2,7,0.07,1,88,3,0,25,2,2.89189189189189,0,1,1,0.766233766233766,0,142,0.25,0,4,2
157,13,0,2,0,0,0,4.5,144,2,5,0.09,0,99,1,1,118,2,3.77003484320558,0,0,1,0.585648148148148,0,139,0.727272727272727,0,1,4
386,6,0,1,1,39.0,1,171,9,0,1,0.16,1,100,4,5,62,2,3.70940170940171,0,1,1,0.645669291338583,0,4.5,0.409090909090909,0,4,10
237,3,1,1,11,26,0,51,5,1,3,0.1,1,95,5,0,19,2,4.0,1,1,1,0.918918918918919,0,124,0.25,0,4,6
363,6,0,1,5,1,1,178,8,6,14,0.19,0,96,4,3,29,2,6.52252252252252,0,1,1,0.725,0,27.0,0.714285714285714,0,3,5
357,6,0,2,0,41,0,45,2,0,6,0.09,1,66,1,0,22,1,4.8695652173913,1,2,1,1.06122448979592,0,811,0.125,0,4,5
379,2,0,1,0,2,0,75,22,0,0,0.16,0,0,4,2.0,43,1,2.67241379310345,0,2,1,0.345679012345679,0,106,0.583333333333333,0,5,5
415,4,1,1,1,19,1,149,2,1,20,0.21,1,100,3,0,37,2,3.10126582278481,0,0,0,0.585365853658537,0,4.5,0.526315789473684,0,4,9
404,11,7,2,4,4,0,43,9,0,7,0.08,0,72,3,3,30,2,4.70909090909091,1,0,1,0.861538461538462,0,55,0.727272727272727,0,3,4
304,15,0,1,2,1.0,0,49,2,0,1,0.04,0,100,2,0,65,1,5.43457943925234,0,1,1,0.497695852534562,0,118.0,0.6875,0,2,4
169,5,0,1,18,7,0,25.5,1,0,17,0.16,1,96,1,0,20,3,6.58536585365854,1,1,1,0.465116279069767,0,198,1.0,0,1,2
359,33,0,2,6,22,0,138,3,0,4,0.11,0,97,4,0,17,2,3.88461538461538,0,1,1,0.712962962962963,0,165,1.0,0,3,4
488,25,0,1,3,12,0,87.0,3,1,27,0.22,0,100,1,0,29,1,16.4110429447853,0,0,0,0.317365269461078,0,39,0.8,0,2,4
417,3,0,1,2,17,0,84,2,2,2,0.12,1,94,3,0,23,2,1.292857142857145,0,1,1,0.52,0,54,0.571428571428571,0,5,9
338,0,0,1,0,9,0,40,10,1,4,0.11,0,54,4,1,11,2,2.925,0,2,1,0.686274509803922,0,118.0,0.636363636363636,0,5,5
467,0,0,2,6,1,1,118.0,3,26,19,0.23,1,91,2,5,30,2,4.43076923076923,0,0,0,1.18181818181818,0,520,0.571428571428571,1,3,7
50,9,0,1,14,6,0,34,2,12,17,0.06,0,94,1,0,24,2,4.07589285714286,0,1,1,0.118421052631579,0,1181,0.125,0,1,0
360,11,1,2,4,13,1,56.0,1,0,1,0.26,0,88,5,0,17,1,4.31884057971014,0,1,1,0.816901408450704,0,192,0.75,0,6,4
852,4,6,1,34,9,0,15.0,36,0,8,0.23,0,100,2,17,63,2,4.25757575757576,0,1,1,0.339805825242718,0,152,1.0,0,1,0
373,11.0,1,2,11,43,2,246,5,3,2,0.2,2,96,4,1,34,2,4.0,0,1,1,1.15853658536585,0,4.5,0.333333333333333,0,4,9
375,3,0,1,0,1,0,41,1,0,0,0.17,1,0,1,0,9,1,4.11111111111111,2,3,1,0.655172413793103,0,70,0.5,0,3,4
369,5,0,1,0,67,0,36,9.0,0,16,0.03,0,16,1,0,22,2,4.47457627118644,1,2,1,0.644970414201183,0,4.5,0.648648648648649,0,5,1
538,17,14,3,25,21,3,199,2,0,7,0.18,2,95,1,0,10.0,1,4.97222222222222,0,1,1,1.25641025641026,0,36,1.0,0,3,2
764,1,0,1,0,0,0,157,13,13,15,0.08,1,93,1,2,63,2,5.61835748792271,0,0,1,0.248868778280543,0,157,0.125,0,1,1
929,12,9,1,3,36,2,206,3,0,2,0.3,0,80,4,0,10.5,2,4.13698630136986,1,1,1,0.636363636363636,0,10.5,0.777777777777778,0,1,2
385,3,0,1,4,31,0,35,15,4,2,0.06,0,100,4,2,36,2,2.83673469387755,0,1,1,0.784615384615385,0,8.0,0.25,0,5,3
377,2,0,1,2,6,2,4.5,2,1,1,0.35,0,93,4,0,13.0,2,6.16981132075472,0,1,1,0.625,0,169,0.571428571428571,0,6,6
384,13.5,0,2,6,38,2,543,3,16,5,0.22,2,97,3,3,50,2,4.69411764705882,0,1,1,1.10919540229885,0,8.0,0.327272727272727,1,3,4
398,4,1,1,1,7,7,4.5,4,6,0,1.29,0,100,3,59,27,2,5.27722772277228,0,1,1,0.433962264150943,0,26.5,0.5,0,4,10
285,29,38,1,12,19,0,144,9.0,2,35,0.1,0,98,4,4,42,2,1.292857142857145,0,0,0,0.755434782608696,0,2,0.5,0,5,5
405,13.5,17,2,11,4.0,0,155,5,0,7,0.09,0,100,3,0,33,3,6.19047619047619,0,1,0,1.0530303030303,0,131,0.25,0,2,12
292,6,0,2,6,17.0,0,88,9.0,0,1,0.08,0,99,1,21,34,2,3.3030303030303,0,1,1,0.610526315789474,0,2598,0.952380952380952,1,1,4
356,19,54,1,4,11,0,524,5,0,1.5,0.21,0,99,2,0,131,2,13.8922716627635,0,0,1,0.244239631336406,0,14.5,0.517857142857143,0,3,1
531,0.5,0,2,16,38,8,4.5,10.0,0,2,0.52,1,96,1,18,11,2,4.25974025974026,1,0,1,0.704081632653061,0,332,0.5,0,5,4
