Antecedent,Antecedent Coverage %,Confidence,Lift
-0.18 < CountDeclInstanceVariable <= 1.02 & -0.3 < Del_lines <= 1.8,0.31295,0.99715,1.11904
1.155 < RatioCommentToCode <= 2.13 & 0.988 < CountDeclClass <= 1.156,0.17232,0.99223,1.11352
-0.076 < MAJOR_LINE <= 0.062 & -0.3 < Del_lines <= 1.8,0.42768,0.98956,1.11053
2.04 < CountClassCoupled <= 3.82,0.17188,0.97662,1.09601
PercentLackOfCohesion <= 2,0.25089,0.97153,1.09029
CountClassCoupled <= 0.52,0.20357,0.97149,1.09025
-0.3 < Del_lines <= 1.8,0.81607,0.96772,1.08602
1.155 < RatioCommentToCode <= 2.13,0.2067,0.96544,1.08346
OWN_LINE > 0.942,0.19286,0.96528,1.08328
RatioCommentToCode > 2.13,0.19777,0.95937,1.07665
