Antecedent,Antecedent Coverage %,Confidence,Lift
0.94 < CountDeclInstanceVariable <= 2.42,0.1817,0.98526,1.07343
-0.12 < CountDeclInstanceVariable <= 0.94,0.28884,0.98145,1.06929
0.52 < CountClassCoupled <= 2.1,0.24821,0.98022,1.06794
1.065 < RatioCommentToCode <= 1.74,0.19643,0.97955,1.06721
-0.26 < Del_lines <= 0.76,0.81964,0.97876,1.06635
0.44 < CountDeclMethodProtected <= 1.13,0.18705,0.97613,1.06349
CountClassCoupled <= 0.52,0.18438,0.97337,1.06048
OWN_LINE > 0.974,0.20045,0.97105,1.05795
PercentLackOfCohesion <= 2.5,0.22991,0.97087,1.05776
-0.064 < MAJOR_LINE <= 0.04,0.50089,0.96524,1.05162
