Antecedent,Antecedent Coverage %,Confidence,Lift
0.42 < CountClassCoupled <= 1.7,0.19152,0.98601,1.10323
0.37 < CountDeclMethodProtected <= 1.04,0.17768,0.9799,1.09639
-0.19 < Del_lines <= 0.68,0.8192,0.97657,1.09266
RatioCommentToCode > 2.02,0.19821,0.97523,1.09116
CountLineComment <= 19.8,0.18884,0.97163,1.08714
1.7 < CountClassCoupled <= 3.4,0.18616,0.97122,1.08668
CountClassCoupled <= 0.42,0.21473,0.96881,1.08399
1.5 < PercentLackOfCohesion <= 24.5,0.14375,0.96273,1.07718
19.8 < CountLineComment <= 26.5,0.25,0.96071,1.07493
-0.54 < CountDeclInstanceVariable <= 0.94,0.33482,0.95733,1.07114
