Antecedent,Antecedent Coverage %,Confidence,Lift
-0.1 < Del_lines <= 0.41,0.81696,0.98361,1.07582
-0.05 < MAJOR_LINE <= 0.052 & -0.022 < CountDeclMethodPrivate <= 0.136,0.39955,0.98324,1.07542
0.26 < CountClassCoupled <= 2.12,0.22946,0.98249,1.0746
CountClassCoupled <= 0.26,0.20357,0.98246,1.07456
-0.11 < CountDeclInstanceVariable <= 0.87,0.29911,0.9791,1.0709
2.12 < CountClassCoupled <= 3.76,0.16786,0.9734,1.06466
PercentLackOfCohesion <= 1,0.26071,0.96918,1.06004
OWN_LINE > 0.972,0.20179,0.96903,1.05987
RatioCommentToCode > 1.88,0.19911,0.96861,1.05942
AvgLineComment > 3.41,0.19911,0.96861,1.05942
