Antecedent,Antecedent Coverage %,Confidence,Lift
-0.38 < Del_lines <= 0.86,0.84107,0.98992,1.07381
RatioCommentToCode > 1.905,0.19196,0.98837,1.07213
CountClassCoupled <= 0.28,0.19464,0.98624,1.06982
1.66 < CountClassCoupled <= 3.24,0.20536,0.98478,1.06824
0.28 < CountClassCoupled <= 1.66,0.21473,0.98337,1.0667
MaxInheritanceTree > 3.83,0.20446,0.98035,1.06343
PercentLackOfCohesion <= 2.5,0.23036,0.97481,1.05742
19.1 < CountLineComment <= 24.4,0.22679,0.97244,1.05485
-0.22 < CountDeclMethodProtected <= 0.47,0.29375,0.97112,1.05342
0.904 < CountClassBase <= 1.036,0.3683,0.97091,1.05319
