Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 0.28,0.18795,0.9905,1.07081
2 < PercentLackOfCohesion <= 29.5,0.16116,0.98615,1.06611
-0.076 < MAJOR_LINE <= 0.028 & -0.015 < CountDeclMethodPrivate <= 0.073,0.40848,0.98251,1.06218
0.86 < CountDeclInstanceVariable <= 2.42,0.20089,0.98222,1.06186
OWN_LINE > 0.966,0.2,0.98214,1.06178
RatioCommentToCode > 1.875,0.19643,0.98182,1.06143
-0.48 < CountDeclInstanceVariable <= 0.86,0.29286,0.98171,1.06131
0.845 < AvgCyclomaticModified <= 1.13,0.41518,0.97849,1.05783
-0.4 < Del_lines <= 0.78,0.86027,0.97717,1.0564
17.4 < CountLineComment <= 26.1,0.31027,0.97698,1.05619
