Antecedent,Antecedent Coverage %,Confidence,Lift
-0.3 < CountDeclInstanceVariable <= 1.06,0.37902,0.99411,1.0711
-0.1 < Del_lines <= 0.365,0.82902,0.99192,1.06874
RatioCommentToCode > 2.04,0.19598,0.98405,1.06026
0.4 < CountClassCoupled <= 1.58,0.20402,0.98249,1.05858
PercentLackOfCohesion <= 3,0.23705,0.98117,1.05715
1.135 < RatioCommentToCode <= 2.04,0.19777,0.97968,1.05555
18.9 < CountLineComment <= 25.8,0.26652,0.97655,1.05217
0.894 < CountClassBase <= 1.058,0.33571,0.9641,1.03876
0.945 < AvgCyclomaticModified <= 1.165,0.37946,0.96118,1.03561
-0.086 < MAJOR_LINE <= 0.022,0.54598,0.95993,1.03427
