Antecedent,Antecedent Coverage %,Confidence,Lift
0.46 < CountClassCoupled <= 2.14,0.23348,0.99426,1.08324
-0.05 < Del_lines <= 0.215,0.82411,0.99187,1.08064
2.14 < CountClassCoupled <= 3.96,0.17902,0.98504,1.07319
OWN_LINE > 0.964,0.19286,0.97917,1.0668
CountClassCoupled <= 0.46,0.18884,0.97636,1.06374
RatioCommentToCode > 1.78,0.2,0.97545,1.06274
CountLineComment <= 21.3,0.25313,0.97354,1.06067
-0.32 < CountDeclInstanceVariable <= 0.94,0.30848,0.97106,1.05796
PercentLackOfCohesion <= 2,0.2375,0.96617,1.05263
0.956 < AvgCyclomaticModified <= 1.094,0.3625,0.96182,1.0479
