test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
59,0,17.0,7.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,22.0,32.0,150.0,0.0,3.0,19.0,71.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.7159052693874888,0.2840947306125113
59,1,17.0,7.0,1.0,1.0,0.0,2.0,14.0,417.0,26.0,2.0,32.0,150.0,0.0,3.0,1700.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.5737909116027275,0.42620908839727245
59,2,17.0,41.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,19.0,32.0,150.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.5039650693543631,0.4960349306456368
59,3,17.0,7.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,2.0,32.0,8.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.601256634076188,0.39874336592381193
59,4,17.0,7.0,1.0,1.0,0.0,2.0,22.0,417.0,26.0,2.0,71.0,150.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.7542069194613884,0.24579308053861162
59,5,17.0,7.0,1.0,1.0,0.0,24.0,1.0,417.0,7.0,2.0,32.0,150.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.6573647922268617,0.3426352077731382
59,6,17.0,7.0,1.0,13.0,0.0,2.0,1.0,417.0,26.0,14.0,32.0,150.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.6434583138114768,0.3565416861885232
59,7,17.0,7.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,2.0,32.0,150.0,0.0,3.0,19.0,45.0,2.0,411.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.5068892992351506,0.4931107007648495
59,8,17.0,7.0,1.0,1.0,0.0,19.0,1.0,417.0,26.0,2.0,32.0,150.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.6530293838661536,0.3469706161338464
59,9,17.0,7.0,1.0,1.0,0.0,10.0,1.0,417.0,26.0,2.0,32.0,150.0,18.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.6850018203051977,0.3149981796948022
59,10,17.0,7.0,1.0,1.0,0.0,16.0,1.0,417.0,26.0,2.0,32.0,150.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.6530293838661536,0.3469706161338464
59,11,17.0,7.0,1.0,1.0,65.0,2.0,1.0,417.0,26.0,2.0,32.0,14.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.781712467082596,0.21828753291740396
59,12,17.0,7.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,27.0,32.0,150.0,0.0,3.0,19.0,70.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.7159052693874888,0.2840947306125113
59,13,17.0,7.0,5.0,1.0,0.0,24.0,1.0,417.0,26.0,2.0,32.0,150.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.6725676669336118,0.32743233306638814
59,14,17.0,7.0,1.0,1.0,0.0,2.0,6.0,417.0,26.0,2.0,32.0,150.0,0.0,3.0,19.0,14.0,2.0,203.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.5942365683685833,0.40576343163141665
59,15,17.0,7.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,2.0,32.0,24.0,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.5211754445820977,0.4788245554179022
