test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
59,0,17.0,7.0,1.0,1.0,0.0,14.0,1.0,418.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,97.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,1.0,1.0,0.6983807161579993,0.3016192838420006
59,1,3.0,0.0,1.0,1.0,9.0,18.0,2.0,386.0,40.0,10.0,23.0,89.0,0.0,3.0,3.0,22.0,2.0,0.0,3.09803921568627,1.0,1.0,0.0,0.8,4.0,5.0,0.5915888564767007,0.4084111435232994
106,0,15.0,0.0,3.0,3.0,4.0,14.0,5.0,197.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,32.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,2.0,7.0,0.5586651422043358,0.4413348577956642
106,1,2.0,0.0,2.0,0.0,0.0,6.0,3.0,178.0,2.0,12.0,9.0,9.0,2.0,5.0,2.0,20.0,2.0,1.0,5.78260869565217,14.0,1.0,0.0,0.1,1.0,5.0,0.5094129672979086,0.4905870327020914
106,2,0.0,0.0,1.0,1.0,1.0,23.0,2.0,178.0,3.0,5.0,4.0,22.0,0.0,2.0,0.0,21.0,2.0,1.0,4.03703703703704,1.0,1.0,0.0,1.0,2.0,5.0,0.670810476657814,0.329189523342186
117,0,4.0,0.0,2.0,1.0,0.0,15.0,3.0,132.0,4.0,9.0,13.0,25.0,1.0,3.0,0.0,19.0,2.0,0.0,5.9,1.0,1.0,0.0,0.333333333333333,3.0,7.0,0.573768567193943,0.42623143280605696
117,1,0.0,0.0,1.0,2.0,0.0,10.0,2.0,132.0,1.0,4.0,7.0,16.0,1.0,3.0,0.0,7.0,1.0,212.0,3.4,1.0,1.0,0.0,0.75,2.0,1.0,0.8927037228907895,0.10729627710921054
160,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,115.0,2.0,19.0,40.0,101.0,0.0,4.0,2.0,28.0,2.0,0.0,1.88181818181818,1.0,1.0,0.0,1.0,1.0,6.0,0.6144318843151608,0.3855681156848392
160,1,1.0,45.0,1.0,1.0,0.0,11.0,2.0,82.0,5.0,16.0,37.0,82.0,0.0,3.0,2.0,28.0,4.0,0.0,3.12745098039216,0.0,1.0,0.0,0.333333333333333,6.0,6.0,0.5906745156711279,0.409325484328872
160,2,2.0,0.0,1.0,0.0,0.0,18.0,1.0,164.0,35.0,4.0,25.0,91.0,0.0,3.0,0.0,17.0,2.0,0.0,2.03092783505155,1.0,1.0,0.0,0.5,3.0,7.0,0.8620830743999992,0.13791692560000082
160,3,10.0,0.0,1.0,21.0,0.0,1.0,3.0,99.0,3.0,10.0,25.0,51.0,0.0,1.0,0.0,22.0,2.0,0.0,4.12676056338028,0.0,1.0,0.0,0.428571428571429,4.0,7.0,0.5025329520422896,0.49746704795771035
204,0,1.0,0.0,1.0,1.0,0.0,21.0,2.0,76.0,3.0,8.0,8.0,13.0,0.0,2.0,0.0,53.0,5.0,0.0,4.36363636363636,0.0,1.0,0.0,1.0,2.0,5.0,0.5569224383728223,0.4430775616271777
204,1,2.0,0.0,1.0,1.0,0.0,2.0,4.0,75.0,1.0,27.0,9.0,10.0,1.0,3.0,0.0,18.0,1.0,1.0,5.89473684210526,1.0,1.0,0.0,0.833333333333333,2.0,4.0,0.6686251609804548,0.33137483901954523
205,0,0.0,4.0,1.0,0.0,0.0,10.0,1.0,50.0,1.0,5.0,13.0,35.0,0.0,3.0,0.0,19.0,3.0,0.0,2.75,1.0,1.0,0.0,1.0,2.0,10.0,0.7118427243179365,0.2881572756820635
205,1,0.0,0.0,1.0,0.0,0.0,0.0,2.0,486.0,1.0,0.0,18.0,36.0,0.0,1.0,0.0,22.0,2.0,1.0,2.83333333333333,1.0,1.0,0.0,1.0,3.0,5.0,0.6458694769741423,0.3541305230258577
212,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,310.0,1.0,2.0,8.0,25.0,0.0,3.0,0.0,9.0,2.0,0.0,1.55555555555556,1.0,1.0,0.0,1.0,5.0,1.0,0.5214278171150315,0.47857218288496856
212,1,0.0,0.0,1.0,17.0,0.0,0.0,1.0,23.0,1.0,2.0,9.0,24.0,0.0,7.0,0.0,10.0,2.0,0.0,1.53846153846154,1.0,1.0,0.0,1.0,2.0,0.0,0.749536027295527,0.25046397270447296
212,2,0.0,0.0,1.0,0.0,0.0,15.0,1.0,19.0,1.0,0.0,11.0,26.0,0.0,6.0,0.0,10.0,1.0,0.0,1.69230769230769,1.0,1.0,0.0,0.0,4.0,1.0,0.6726110545996606,0.3273889454003394
624,0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,1598.0,1.0,11.0,7.0,181.0,0.0,3.0,27.0,94.0,2.0,0.0,3.57435897435897,17.0,1.0,0.0,0.545454545454545,4.0,9.0,0.6689041042011834,0.33109589579881665
624,1,3.0,0.0,2.0,2.0,70.0,5.0,3.0,495.0,4.0,36.0,4.0,78.0,0.0,2.0,2452.0,11.0,2.0,0.0,3.39506172839506,0.0,1.0,0.0,0.75,4.0,7.0,0.7467704734980405,0.2532295265019595
807,0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,62.0,1.0,6.0,8.0,20.0,1.0,4.0,2834.0,14.0,1.0,0.0,2.89655172413793,0.0,1.0,0.0,0.5,4.0,4.0,0.6096497364802296,0.3903502635197705
3061,0,4.0,0.0,7.0,1.0,0.0,5.0,1.0,111.0,1.0,0.0,12.0,11.0,7.0,2.0,0.0,11.0,2.0,2.0,10.4666666666667,1.0,1.0,0.0,0.571428571428571,4.0,3.0,0.8048212651310052,0.19517873486899479
3061,1,6.0,36.0,2.0,3.0,0.0,15.0,4.0,114.0,1.0,2.0,4.0,10.0,1.0,3.0,0.0,9.0,1.0,1.0,6.16666666666667,1.0,1.0,0.0,1.0,2.0,2.0,0.6754278214591153,0.3245721785408847
3216,0,2.0,0.0,1.0,4.0,0.0,1.0,1.0,44.0,21.0,0.0,2.0,38.0,0.0,4.0,1842.0,9.0,2.0,0.0,5.65909090909091,1.0,1.0,0.0,0.5,2.0,2.0,0.7780040808268343,0.2219959191731658
3399,0,1.0,3.0,1.0,1.0,0.0,22.0,2.0,82.0,5.0,16.0,37.0,82.0,0.0,3.0,2.0,28.0,4.0,0.0,3.12745098039216,0.0,1.0,0.0,0.333333333333333,6.0,6.0,0.5438944851461711,0.4561055148538289
3399,1,1.0,1.0,1.0,2.0,0.0,23.0,1.0,681.0,2.0,7.0,40.0,101.0,0.0,4.0,2.0,28.0,2.0,0.0,1.88181818181818,1.0,1.0,0.0,1.0,1.0,5.0,0.5280399657909998,0.47196003420900023
3399,2,10.0,0.0,1.0,10.0,0.0,1.0,3.0,99.0,3.0,14.0,25.0,51.0,0.0,5.0,0.0,22.0,2.0,0.0,4.12676056338028,0.0,1.0,0.0,0.428571428571429,4.0,7.0,0.7243543784568682,0.27564562154313177
3399,3,1.0,0.0,1.0,0.0,23.0,0.0,1.0,59.0,1.0,1.0,29.0,65.0,0.0,1.0,0.0,7.0,2.0,1.0,1.61194029850746,22.0,1.0,0.0,0.5,3.0,5.0,0.7625993897521199,0.23740061024788003
3716,0,1.0,0.0,1.0,1.0,0.0,12.0,2.0,97.0,4.0,4.0,13.0,19.0,0.0,1.0,0.0,17.0,2.0,1.0,4.29166666666667,1.0,1.0,0.0,0.9,2.0,6.0,0.5685177778053474,0.4314822221946526
3716,1,1.0,0.0,2.0,1.0,3.0,11.0,4.0,100.0,1.0,7.0,3.0,238.0,2.0,3.0,1.0,19.0,1.0,1.0,10.0,1.0,1.0,0.0,0.5,2.0,3.0,0.5870746718512765,0.41292532814872346
4195,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,42.0,1.0,0.0,17.0,47.0,0.0,5.0,2.0,15.0,2.0,0.0,8.8,1.0,1.0,0.0,0.2,1.0,4.0,0.9348865935308543,0.06511340646914567
4195,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,1.0,1.0,16.0,46.0,0.0,4.0,0.0,14.0,2.0,0.0,1.72340425531915,19.0,1.0,0.0,0.5,4.0,3.0,0.5176382782474054,0.4823617217525947
4237,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,48.0,1.0,1.0,16.0,46.0,0.0,5.0,0.0,14.0,2.0,0.0,6.9,1.0,1.0,0.0,0.5,4.0,3.0,0.9232823799369202,0.07671762006307979
