test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
115,0,4.0,0.0,2.0,1.0,0.0,4.0,0.0,132.0,4.0,9.0,13.0,25.0,1.0,3.0,0.0,19.0,2.0,0.0,5.02631578947368,12.0,1.0,0.0,0.333333333333333,0.0,3.0,7.0,0.63183963,0.3681604
141,0,0.0,0.0,3.0,0.0,1.0,6.0,5.0,44.0,1.0,1.0,1.0,3.0,22.0,6.0,1.0,10.0,1.0,1.0,14.25,2.0,1.0,0.0,0.3,0.0,3.0,3.0,0.5328747,0.4671253
148,0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,178.0,2.0,12.0,9.0,9.0,2.0,5.0,2.0,20.0,2.0,1.0,5.78260869565217,0.0,1.0,0.0,0.75,0.0,6.0,5.0,0.52940714,0.4705929
152,0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,115.0,2.0,7.0,40.0,101.0,0.0,4.0,2.0,28.0,2.0,0.0,1.88181818181818,1.0,1.0,0.0,1.0,0.0,6.0,5.0,0.50501573,0.49498424
310,0,11.0,0.0,1.0,0.0,0.0,0.0,2.0,45.0,1.0,0.0,18.0,36.0,0.0,1.0,0.0,22.0,2.0,1.0,2.83333333333333,1.0,1.0,0.0,0.1,0.0,3.0,5.0,0.6289445,0.37105545
331,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,38.0,2.0,0.0,4.0,28.0,0.0,1.0,0.0,7.0,2.0,1.0,2.25,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.7859602,0.21403979
589,0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,300.0,1.0,4.0,2.0,89.0,16.0,3.0,0.0,21.0,1.0,0.0,2.52577319587629,1.0,1.0,0.0,0.9,0.0,3.0,5.0,0.5131147,0.48688528
599,0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1598.0,1.0,11.0,7.0,181.0,0.0,3.0,27.0,94.0,2.0,0.0,3.57435897435897,0.0,1.0,0.0,0.545454545454545,0.0,1.0,2.0,0.54592955,0.45407048
601,0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,104.0,2.0,0.0,2.0,52.0,0.0,5.0,0.0,10.0,2.0,0.0,1.88679245283019,1.0,1.0,0.0,0.1,0.0,3.0,5.0,0.5714406,0.42855945
637,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,97.0,1.0,1.0,12.0,47.0,0.0,0.0,0.0,13.0,2.0,0.0,1.95833333333333,1.0,1.0,0.0,0.2,0.0,1.0,3.0,0.5445987,0.45540127
655,0,7.0,0.0,1.0,2.0,0.0,2.0,2.0,175.0,7.0,7.0,35.0,49.0,1.0,3.0,0.0,31.0,5.0,0.0,1.9,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.6012609,0.3987391
755,0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,86.0,5.0,7.0,7.0,14.0,21.0,2.0,2.0,16.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,0.5314807,0.46851927
770,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,62.0,7.0,9.0,6.0,18.0,1.0,3.0,1.0,71.0,4.0,0.0,3.73333333333333,1.0,1.0,0.0,0.0,0.0,2.0,5.0,0.5319239,0.46807614
779,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,1.0,3.0,54.0,22.0,0.0,1.0,0.0,6.0,2.0,1.0,2.2,1.0,1.0,0.0,0.1,0.0,3.0,3.0,0.7194073,0.28059268
897,0,1.0,0.0,2.0,0.0,17.0,6.0,3.0,133.0,1.0,0.0,37.0,17.0,0.0,1.0,0.0,0.0,2.0,0.0,3.61111111111111,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.5681168,0.4318832
939,0,3.0,0.0,2.0,2.0,70.0,5.0,3.0,495.0,4.0,0.0,4.0,78.0,0.0,2.0,0.0,5.0,2.0,0.0,3.39506172839506,0.0,1.0,0.0,0.2,0.0,4.0,7.0,0.58015823,0.4198418
946,0,2.0,0.0,1.0,1.0,18.0,4.0,4.0,106.0,1.0,14.0,69.0,17.0,0.0,1.0,0.0,5.0,1.0,0.0,2.63157894736842,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.5727358,0.42726424
2825,0,4.0,0.0,1.0,1.0,0.0,5.0,5.0,111.0,1.0,0.0,12.0,11.0,0.0,2.0,0.0,11.0,2.0,2.0,10.4666666666667,1.0,1.0,0.0,0.1,0.0,4.0,3.0,0.71440876,0.2855912
2829,0,1.0,0.0,1.0,36.0,0.0,2.0,4.0,62.0,1.0,1.0,0.0,5.0,5.0,2.0,0.0,9.0,1.0,0.0,8.85714285714286,1.0,1.0,0.0,0.5,0.0,3.0,2.0,0.7109445,0.28905553
2994,0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,37.0,3.0,6.0,11.0,20.0,3.0,3.0,0.0,9.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,0.5658692,0.43413076
3919,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,38.0,1.0,16.0,46.0,0.0,5.0,0.0,14.0,2.0,0.0,1.72340425531915,1.0,1.0,0.0,0.2,0.0,4.0,3.0,0.58510494,0.4148951
4145,0,10.0,0.0,1.0,6.0,0.0,1.0,3.0,99.0,3.0,10.0,25.0,51.0,0.0,5.0,0.0,22.0,2.0,0.0,3.2,0.0,1.0,0.0,0.428571428571429,0.0,4.0,7.0,0.52854973,0.47145027
4147,0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,47.0,1.0,4.0,2.0,6.0,1.0,0.0,0.0,19.0,2.0,1.0,0.3,1.0,1.0,0.0,0.75,0.0,1.0,5.0,0.715727,0.28427303
6734,0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,58.0,74.0,10.0,14.0,12.0,0.0,3.0,0.0,19.0,2.0,0.0,6.96428571428571,1.0,1.0,0.0,0.4,0.0,1.0,2.0,0.9285403,0.07145969
