test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
0,0,0.0,1.0,1.0,3.0,2.0,5.0,34.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,318.0,0.461538461538462,0.0,5.0,0.0,0.618651515649383,0.38134848435061697,1
0,1,0.0,1.0,1.0,3.0,2.0,5.0,34.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,3.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,318.0,0.461538461538462,0.0,5.0,0.0,0.9538604218718177,0.04613957812818226,2
0,2,0.0,1.0,1.0,3.0,2.0,5.0,34.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,3.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,0.0,0.461538461538462,0.0,5.0,0.0,0.9928693625114994,0.007130637488500609,3
0,3,0.0,1.0,1.0,3.0,2.0,5.0,34.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,3.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,1.8,0.0,0.461538461538462,0.0,5.0,0.0,0.9945810541353788,0.00541894586462125,4
0,4,0.0,1.0,1.0,3.0,2.0,5.0,34.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,3.0,1.0,3.0,1.0,3.3,1.0,1.0,1.8,0.0,0.461538461538462,0.0,5.0,0.0,0.9952669314190272,0.004733068580972741,5
0,5,0.0,1.0,1.0,3.0,2.0,5.0,34.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,3.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,318.0,1.0,0.0,5.0,0.0,0.9785639505525605,0.021436049447439535,3
0,6,0.0,1.0,1.0,3.0,2.0,5.0,34.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,3.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,1.8,318.0,1.0,0.0,5.0,0.0,0.9865363130354156,0.013463686964584436,4
0,7,4.0,1.0,1.0,3.0,2.0,5.0,34.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,3.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,1.8,318.0,1.0,0.0,5.0,0.0,0.9877017040361724,0.012298295963827532,5
0,8,0.0,1.0,1.0,3.0,2.0,5.0,34.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,0.0,0.461538461538462,0.0,5.0,0.0,0.8391668228453331,0.1608331771546669,2
0,9,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,87.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,47.0,0.461538461538462,0.0,5.0,0.0,0.6476735890847549,0.3523264109152451,2
0,10,0.0,1.0,1.0,3.0,2.0,1.0,34.0,0.0,4.0,8.0,1.02,0.0,69.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,0.0,0.461538461538462,0.0,5.0,0.0,0.9568917023582528,0.04310829764174713,4
0,11,0.0,1.0,1.0,3.0,2.0,1.0,34.0,0.0,4.0,8.0,1.02,0.0,69.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,21.0,0.461538461538462,0.0,5.0,0.0,0.9624267183374553,0.037573281662544734,4
0,12,0.0,1.0,1.0,3.0,2.0,5.0,34.0,0.0,4.0,8.0,0.0,0.0,100.0,2.0,0.0,3.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,1.8,0.0,0.461538461538462,0.0,5.0,0.0,0.9964358770809949,0.0035641229190050993,5
0,13,0.0,1.0,1.0,3.0,2.0,5.0,34.0,0.0,4.0,8.0,0.0,0.0,100.0,2.0,0.0,5.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,1.8,0.0,0.461538461538462,0.0,5.0,0.0,0.9968455968336594,0.0031544031663406544,5
0,14,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,5.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,318.0,0.461538461538462,0.0,5.0,0.0,0.5433899593473008,0.4566100406526991,1
0,15,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,3.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,0.0,0.461538461538462,0.0,5.0,0.0,0.9415679204567464,0.058432079543253565,2
0,16,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,78.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,82.0,0.461538461538462,0.0,5.0,0.0,0.5044435540620454,0.49555644593795456,2
