candidate_id,feature,original_value,cf_value
0,CountDeclMethodPrivate,5.0,0.0
0,CountDeclMethodDefault,2.0,0.0
0,AvgEssential,1.0,0.0
0,CountDeclClassVariable,1.0,0.0
0,AvgLineComment,4.0,0.0
0,AvgCyclomaticModified,3.0,0.0
0,CountDeclClass,5.0,1.0
0,CountDeclMethodProtected,10.0,0.0
0,CountDeclInstanceVariable,21.0,0.0
0,CountDeclMethodPublic,35.0,0.0
0,RatioCommentToCode,0.41,13.17
0,PercentLackOfCohesion,89.0,0.0
0,MaxInheritanceTree,1.0,8.0
0,CountClassDerived,3.0,0.0
0,CountClassCoupled,27.0,0.0
0,CountClassBase,4.0,0.0
0,CountInput_Mean,4.82692307692308,0.0
0,CountOutput_Min,1.0,0.0
0,ADEV,5.0,1.0
0,OWN_COMMIT,0.6,1.0
0,MINOR_LINE,3.0,1.0
0,MAJOR_LINE,2.0,0.0
1,CountDeclMethodPrivate,5.0,0.0
1,CountDeclMethodDefault,2.0,0.0
1,AvgEssential,1.0,0.0
1,CountDeclClassVariable,1.0,0.0
1,AvgLineComment,4.0,0.0
1,AvgCyclomaticModified,3.0,0.0
1,CountDeclClass,5.0,1.0
1,CountDeclMethodProtected,10.0,0.0
1,CountDeclInstanceVariable,21.0,0.0
1,CountDeclMethodPublic,35.0,0.0
1,RatioCommentToCode,0.41,13.17
1,PercentLackOfCohesion,89.0,0.0
1,MaxInheritanceTree,1.0,8.0
1,CountClassDerived,3.0,0.0
1,CountClassCoupled,27.0,0.0
1,CountClassBase,4.0,0.0
1,CountInput_Mean,4.82692307692308,0.0
1,CountOutput_Min,1.0,0.0
1,ADEV,5.0,1.0
1,OWN_COMMIT,0.6,1.0
1,MINOR_LINE,3.0,1.0
1,MAJOR_LINE,2.0,0.0
2,CountDeclMethodPrivate,5.0,0.0
2,CountDeclMethodDefault,2.0,0.0
2,AvgEssential,1.0,0.0
2,CountDeclClassVariable,1.0,0.0
2,AvgLineComment,4.0,0.0
2,AvgCyclomaticModified,3.0,0.0
2,CountDeclClass,5.0,1.0
2,CountDeclMethodProtected,10.0,0.0
2,CountDeclInstanceVariable,21.0,0.0
2,CountDeclMethodPublic,35.0,0.0
2,RatioCommentToCode,0.41,13.17
2,PercentLackOfCohesion,89.0,0.0
2,MaxInheritanceTree,1.0,8.0
2,CountClassDerived,3.0,0.0
2,CountClassCoupled,27.0,0.0
2,CountClassBase,4.0,0.0
2,CountInput_Mean,4.82692307692308,0.0
2,CountOutput_Min,1.0,0.0
2,ADEV,5.0,1.0
2,OWN_COMMIT,0.6,1.0
2,MINOR_LINE,3.0,1.0
2,MAJOR_LINE,2.0,0.0
3,CountDeclMethodPrivate,5.0,0.0
3,CountDeclMethodDefault,2.0,0.0
3,AvgEssential,1.0,0.0
3,CountDeclClassVariable,1.0,0.0
3,AvgLineComment,4.0,0.0
3,AvgCyclomaticModified,3.0,0.0
3,CountDeclClass,5.0,1.0
3,CountDeclMethodProtected,10.0,0.0
3,CountDeclInstanceVariable,21.0,0.0
3,CountDeclMethodPublic,35.0,0.0
3,RatioCommentToCode,0.41,13.17
3,PercentLackOfCohesion,89.0,0.0
3,MaxInheritanceTree,1.0,8.0
3,CountClassDerived,3.0,0.0
3,CountClassCoupled,27.0,0.0
3,CountClassBase,4.0,0.0
3,CountInput_Mean,4.82692307692308,0.0
3,CountOutput_Min,1.0,0.0
3,ADEV,5.0,1.0
3,OWN_COMMIT,0.6,1.0
3,MINOR_LINE,3.0,1.0
3,MAJOR_LINE,2.0,0.0
4,CountDeclMethodPrivate,5.0,0.0
4,CountDeclMethodDefault,2.0,0.0
4,AvgEssential,1.0,0.0
4,CountDeclClassVariable,1.0,0.0
4,AvgLineComment,4.0,0.0
4,AvgCyclomaticModified,3.0,0.0
4,CountDeclClass,5.0,1.0
4,CountDeclMethodProtected,10.0,0.0
4,CountDeclInstanceVariable,21.0,0.0
4,CountDeclMethodPublic,35.0,0.0
4,RatioCommentToCode,0.41,13.17
4,PercentLackOfCohesion,89.0,0.0
4,MaxInheritanceTree,1.0,8.0
4,CountClassDerived,3.0,0.0
4,CountClassCoupled,27.0,0.0
4,CountClassBase,4.0,0.0
4,CountInput_Mean,4.82692307692308,0.0
4,CountOutput_Min,1.0,0.0
4,ADEV,5.0,1.0
4,OWN_COMMIT,0.6,1.0
4,MINOR_LINE,3.0,1.0
4,MAJOR_LINE,2.0,0.0
5,CountDeclMethodPrivate,5.0,0.0
5,CountDeclMethodDefault,2.0,0.0
5,AvgEssential,1.0,0.0
5,CountDeclClassVariable,1.0,0.0
5,AvgLineComment,4.0,0.0
5,AvgCyclomaticModified,3.0,0.0
5,CountDeclClass,5.0,1.0
5,CountDeclMethodProtected,10.0,0.0
5,CountDeclInstanceVariable,21.0,0.0
5,CountDeclMethodPublic,35.0,0.0
5,RatioCommentToCode,0.41,13.17
5,PercentLackOfCohesion,89.0,0.0
5,MaxInheritanceTree,1.0,8.0
5,CountClassDerived,3.0,0.0
5,CountClassCoupled,27.0,0.0
5,CountClassBase,4.0,0.0
5,CountInput_Mean,4.82692307692308,0.0
5,CountOutput_Min,1.0,0.0
5,ADEV,5.0,1.0
5,OWN_COMMIT,0.6,1.0
5,MINOR_LINE,3.0,1.0
5,MAJOR_LINE,2.0,0.0
6,CountDeclMethodPrivate,5.0,0.0
6,CountDeclMethodDefault,2.0,0.0
6,AvgEssential,1.0,0.0
6,CountDeclClassVariable,1.0,0.0
6,AvgLineComment,4.0,0.0
6,AvgCyclomaticModified,3.0,0.0
6,CountDeclClass,5.0,1.0
6,CountDeclMethodProtected,10.0,0.0
6,CountDeclInstanceVariable,21.0,0.0
6,CountDeclMethodPublic,35.0,0.0
6,RatioCommentToCode,0.41,13.17
6,PercentLackOfCohesion,89.0,0.0
6,MaxInheritanceTree,1.0,8.0
6,CountClassDerived,3.0,0.0
6,CountClassCoupled,27.0,0.0
6,CountClassBase,4.0,0.0
6,CountInput_Mean,4.82692307692308,0.0
6,CountOutput_Min,1.0,0.0
6,ADEV,5.0,1.0
6,OWN_COMMIT,0.6,1.0
6,MINOR_LINE,3.0,1.0
6,MAJOR_LINE,2.0,0.0
7,CountDeclMethodPrivate,5.0,0.0
7,CountDeclMethodDefault,2.0,0.0
7,AvgEssential,1.0,0.0
7,CountDeclClassVariable,1.0,0.0
7,AvgLineComment,4.0,0.0
7,AvgCyclomaticModified,3.0,0.0
7,CountDeclClass,5.0,1.0
7,CountDeclMethodProtected,10.0,0.0
7,CountDeclInstanceVariable,21.0,0.0
7,CountDeclMethodPublic,35.0,0.0
7,RatioCommentToCode,0.41,13.17
7,PercentLackOfCohesion,89.0,0.0
7,MaxInheritanceTree,1.0,8.0
7,CountClassDerived,3.0,0.0
7,CountClassCoupled,27.0,0.0
7,CountClassBase,4.0,0.0
7,CountInput_Mean,4.82692307692308,0.0
7,CountOutput_Min,1.0,0.0
7,ADEV,5.0,1.0
7,OWN_COMMIT,0.6,1.0
7,MINOR_LINE,3.0,1.0
7,MAJOR_LINE,2.0,0.0
8,CountDeclMethodPrivate,5.0,0.0
8,CountDeclMethodDefault,2.0,0.0
8,AvgEssential,1.0,0.0
8,CountDeclClassVariable,1.0,0.0
8,AvgLineComment,4.0,0.0
8,AvgCyclomaticModified,3.0,0.0
8,CountDeclClass,5.0,1.0
8,CountDeclMethodProtected,10.0,0.0
8,CountDeclInstanceVariable,21.0,0.0
8,CountDeclMethodPublic,35.0,0.0
8,RatioCommentToCode,0.41,13.17
8,PercentLackOfCohesion,89.0,0.0
8,MaxInheritanceTree,1.0,8.0
8,CountClassDerived,3.0,0.0
8,CountClassCoupled,27.0,0.0
8,CountClassBase,4.0,0.0
8,CountInput_Mean,4.82692307692308,0.0
8,CountOutput_Min,1.0,0.0
8,ADEV,5.0,1.0
8,OWN_COMMIT,0.6,1.0
8,MINOR_LINE,3.0,1.0
8,MAJOR_LINE,2.0,0.0
9,CountDeclMethodPrivate,5.0,0.0
9,CountDeclMethodDefault,2.0,0.0
9,AvgEssential,1.0,0.0
9,CountDeclClassVariable,1.0,0.0
9,AvgLineComment,4.0,0.0
9,AvgCyclomaticModified,3.0,0.0
9,CountDeclClass,5.0,1.0
9,CountDeclMethodProtected,10.0,0.0
9,CountDeclInstanceVariable,21.0,0.0
9,CountDeclMethodPublic,35.0,0.0
9,RatioCommentToCode,0.41,13.17
9,PercentLackOfCohesion,89.0,0.0
9,MaxInheritanceTree,1.0,8.0
9,CountClassDerived,3.0,0.0
9,CountClassCoupled,27.0,0.0
9,CountClassBase,4.0,0.0
9,CountInput_Mean,4.82692307692308,0.0
9,CountOutput_Min,1.0,0.0
9,ADEV,5.0,1.0
9,OWN_COMMIT,0.6,1.0
9,MINOR_LINE,3.0,1.0
9,MAJOR_LINE,2.0,0.0
10,CountDeclMethodPrivate,5.0,0.0
10,CountDeclMethodDefault,2.0,0.0
10,AvgEssential,1.0,0.0
10,CountDeclClassVariable,1.0,0.0
10,AvgLineComment,4.0,0.0
10,AvgCyclomaticModified,3.0,0.0
10,CountDeclClass,5.0,1.0
10,CountDeclMethodProtected,10.0,0.0
10,CountDeclInstanceVariable,21.0,0.0
10,CountDeclMethodPublic,35.0,0.0
10,RatioCommentToCode,0.41,13.17
10,PercentLackOfCohesion,89.0,0.0
10,MaxInheritanceTree,1.0,8.0
10,CountClassDerived,3.0,0.0
10,CountClassCoupled,27.0,0.0
10,CountClassBase,4.0,0.0
10,CountInput_Mean,4.82692307692308,0.0
10,CountOutput_Min,1.0,0.0
10,ADEV,5.0,1.0
10,OWN_COMMIT,0.6,1.0
10,MINOR_LINE,3.0,1.0
10,MAJOR_LINE,2.0,0.0
11,CountDeclMethodPrivate,5.0,0.0
11,CountDeclMethodDefault,2.0,0.0
11,AvgEssential,1.0,0.0
11,CountDeclClassVariable,1.0,0.0
11,AvgLineComment,4.0,0.0
11,AvgCyclomaticModified,3.0,0.0
11,CountDeclClass,5.0,1.0
11,CountDeclMethodProtected,10.0,0.0
11,CountDeclInstanceVariable,21.0,0.0
11,CountDeclMethodPublic,35.0,0.0
11,RatioCommentToCode,0.41,13.17
11,PercentLackOfCohesion,89.0,0.0
11,MaxInheritanceTree,1.0,8.0
11,CountClassDerived,3.0,0.0
11,CountClassCoupled,27.0,0.0
11,CountClassBase,4.0,0.0
11,CountInput_Mean,4.82692307692308,0.0
11,CountOutput_Min,1.0,0.0
11,ADEV,5.0,1.0
11,OWN_COMMIT,0.6,1.0
11,MINOR_LINE,3.0,1.0
11,MAJOR_LINE,2.0,0.0
