test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
50,0,16.0,1.0,2.0,10.0,167.0,2.0,24.0,4.0,0.0,149.0,0.19,2.0,95.0,3.0,0.0,40.0,2.0,47.6,1.0,1.0,1.0,3.1,2.0,9979.0,1.1,1.0,4.0,8.0,0.5921883612135201,0.4078116387864799
50,1,23.0,5.0,21.0,7.0,12.0,31.0,253.0,65.0,12.0,24.0,1.3,6.0,51.0,4.0,17.0,23.0,2.0,3.37362637362637,0.0,5.0,1.0,2.5,0.0,1036.0,0.9,0.0,1.0,4.0,0.5585182048993073,0.44148179510069274
50,2,8.0,3.0,2.0,13.0,17.0,1.0,103.0,3.0,0.0,3.0,0.11,1.0,93.0,2.0,40.0,22.0,3.0,5.61290322580645,0.0,1.0,1.0,1.0,0.0,1445.0,0.2,1.0,3.0,11.0,0.5433700828287014,0.4566299171712987
50,3,6.0,1.0,1.0,21.0,6.0,1.0,333.0,6.0,24.0,15.0,0.27,0.0,98.0,1.0,40.0,35.0,7.0,14.1963190184049,0.0,0.0,1.0,0.794117647058823,0.0,1044.0,0.7,3.0,7.0,4.0,0.5467264258374664,0.4532735741625336
157,0,16.0,36.0,2.0,26.0,22.0,2.0,208.0,3.0,25.0,10.0,0.17,1.0,96.0,1.0,0.0,19.0,1.0,4.65957446808511,0.0,1.0,1.0,1.07843137254902,0.0,167.0,1.1,0.0,2.0,1.0,0.5699948785594195,0.4300051214405804
157,1,0.0,0.0,1.0,4.0,17.0,2.0,216.0,5.0,9.0,0.0,0.46,0.0,100.0,2.0,3.0,25.0,2.0,7.39344262295082,0.0,1.0,1.0,3.0,0.0,66.0,0.2,0.0,4.0,5.0,0.6653845180019968,0.3346154819980031
157,2,7.0,0.0,3.0,5.0,0.0,3.0,157.0,1.0,0.0,7.0,0.41,2.0,86.0,1.0,1.0,78.0,1.0,6.10526315789474,2.0,1.0,1.0,1.61904761904762,0.0,167.0,0.9,2.0,4.0,4.0,0.5223755755672741,0.47762442443272585
764,0,7.0,0.0,3.0,5.0,0.0,3.0,157.0,1.0,5.0,27.0,0.41,2.0,86.0,1.0,1.0,23.0,1.0,6.10526315789474,2.0,1.0,1.0,1.61904761904762,0.0,167.0,0.409090909090909,2.0,4.0,4.0,0.5246057683976477,0.47539423160235234
764,1,5.0,0.0,1.0,1.0,20.0,2.0,137.0,2.0,3.0,5.0,0.39,1.0,92.0,2.0,0.0,22.0,2.0,3.21212121212121,0.0,2.0,1.0,0.3,0.0,180.0,1.1,0.0,3.0,5.0,0.5310101871582783,0.4689898128417217
764,2,1.0,0.0,2.0,6.0,7.0,1.0,155.0,2.0,25.0,1.0,0.33,0.0,88.0,4.0,0.0,18.0,2.0,5.52631578947368,0.0,1.0,1.0,0.8,0.0,126.0,1.0,0.0,4.0,5.0,0.5397110508716167,0.46028894912838325
764,3,0.0,0.0,1.0,1.0,5.0,2.0,140.0,2.0,1.0,1.0,0.36,0.0,62.0,3.0,0.0,117.0,2.0,5.72727272727273,0.0,1.0,1.0,0.638297872340426,0.0,164.0,0.9,0.0,4.0,6.0,0.8156789691845245,0.18432103081547543
169,0,4.0,0.0,1.0,2.0,2.0,0.0,43.0,2.0,2.0,7.0,0.08,1.0,87.0,2.0,0.0,18.0,2.0,2.49180327868852,0.0,1.0,1.0,0.671875,0.0,185.0,0.9,0.0,2.0,4.0,0.6596603964379169,0.3403396035620831
169,1,18.0,0.0,2.0,16.0,0.0,1.0,98.0,2.0,1.0,5.0,5.8,2.0,87.0,2.0,1.0,41.0,2.0,12.1333333333333,1.0,1.0,1.0,1.35416666666667,0.0,214.0,0.866666666666667,0.0,3.0,1.0,0.6227508411397642,0.37724915886023574
852,0,7.0,0.0,3.0,5.0,0.0,3.0,157.0,1.0,4.0,7.0,0.41,2.0,86.0,1.0,1.0,23.0,1.0,6.10526315789474,2.0,1.0,1.0,1.61904761904762,0.0,167.0,0.409090909090909,0.0,4.0,4.0,0.811561637568172,0.18843836243182802
852,1,5.0,0.0,1.0,1.0,20.0,2.0,137.0,2.0,3.0,19.0,0.39,1.0,92.0,2.0,0.0,22.0,2.0,3.21212121212121,0.0,2.0,1.0,0.805555555555556,0.0,180.0,1.1,0.0,3.0,5.0,0.5172926479461177,0.4827073520538823
852,2,1.0,0.0,2.0,6.0,7.0,39.0,155.0,2.0,0.0,1.0,0.33,0.0,88.0,4.0,0.0,18.0,2.0,5.52631578947368,0.0,1.0,1.0,0.8,0.0,126.0,1.0,0.0,4.0,5.0,0.6316698249222795,0.3683301750777205
852,3,0.0,0.0,1.0,1.0,5.0,2.0,140.0,2.0,1.0,1.0,0.36,0.0,62.0,3.0,0.0,18.0,2.0,5.72727272727273,0.0,1.0,1.0,1.6,0.0,164.0,0.285714285714286,0.0,4.0,2.0,0.5100175568941233,0.4899824431058767
237,0,0.0,1.0,2.0,1.0,2.0,0.0,33.0,2.0,0.0,0.0,0.21,0.0,90.0,5.0,0.0,9.0,2.0,2.09090909090909,0.0,2.0,1.0,1.0,0.0,113.0,0.1,0.0,2.0,1.0,0.9812720815792594,0.018727918420740647
237,1,0.0,0.0,1.0,3.0,26.0,0.0,33.0,27.0,0.0,1.0,8.5,0.0,79.0,4.0,0.0,25.0,2.0,3.32258064516129,1.0,1.0,1.0,0.395604395604396,0.0,131.0,0.9,0.0,2.0,2.0,0.6702939912967606,0.3297060087032394
292,0,4.0,0.0,1.0,0.0,2.0,0.0,157.0,8.0,0.0,4.0,0.06,1.0,99.0,1.0,0.0,112.0,2.0,3.22676579925651,0.0,0.0,1.0,0.300492610837438,0.0,2625.0,0.1,1.0,1.0,4.0,0.5023930631278827,0.4976069368721173
292,1,20.0,50.0,1.0,3.0,0.0,1.0,433.0,5.0,0.0,116.0,0.23,0.0,99.0,1.0,0.0,118.0,2.0,14.165625,0.0,1.0,1.0,0.245398773006135,0.0,2170.0,1.0,3.0,4.0,8.0,0.5097443250497469,0.4902556749502532
