test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
50,0,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,16.0,1.0,0.118421052631579,0.0,1181.0,0.2,0.0,1.0,0.0,0.803438305582874,0.19656169441712604
50,1,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,11.2,0.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.2,0.0,1.0,0.0,0.8832621904148268,0.11673780958517317
50,2,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,14.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.2,0.0,1.0,0.0,0.7372487383203064,0.2627512616796937
50,3,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,58.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.0,0.0,1.0,0.0,0.7372487383203064,0.2627512616796937
50,4,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,6.8,0.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.1,0.0,1.0,0.0,0.8693441491404317,0.13065585085956835
50,5,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,8.4,0.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.1,0.0,1.0,0.0,0.8832621904148268,0.11673780958517317
50,6,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,4.07589285714286,0.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.0,2.0,1.0,0.0,0.6664063867195911,0.33359361328040893
50,7,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,7.7,0.0,19.0,1.0,0.118421052631579,0.0,1181.0,0.1,0.0,1.0,0.0,0.8832621904148268,0.11673780958517317
50,8,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,1.9,0.0,5.0,1.0,0.118421052631579,0.0,1181.0,0.0,0.0,1.0,0.0,0.7761593257177934,0.22384067428220658
50,9,9.0,0.0,1.0,14.0,6.0,0.0,34.0,2.0,12.0,17.0,0.06,0.0,94.0,1.0,0.0,24.0,2.0,1.3,0.0,1.0,1.0,0.118421052631579,0.0,1181.0,0.833333333333333,1.0,1.0,0.0,0.5696619195219221,0.43033808047807787
