test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1
78,0,24.0,1.0,1.0,32.0,76.0,16.0,4.0,20.0,5.0,6.0,7.0,0.75,0.0,62.0,8.0,52.0,60.0,9.0,5.14705882352941,0.0,6.0,1.0,262.0,0.527452745274527,0.0,0.51,0.49
78,1,24.0,0.0,4.0,5.0,3.0,17.0,2.0,25.0,30.0,3.0,62.0,6.49,9.0,88.0,3.0,3.0,24.0,1.0,5.14705882352941,0.0,0.0,1.0,313.0,0.527452745274527,3.0,0.55,0.45
78,2,14.0,37.0,1.0,16.0,3.0,4.0,5.0,475.0,22.0,21.0,87.0,0.75,0.0,77.0,2.0,2.0,17.0,9.0,54.3,0.0,32.0,0.0,156.0,1.1,4.0,0.54,0.46
78,3,40.0,28.0,0.0,85.0,3.0,4.0,12.0,849.0,13.0,21.0,122.0,7.32,0.0,76.0,5.0,46.0,5.0,4.0,48.2,46.0,0.0,0.0,1.0,1.0,4.0,0.56,0.44
78,4,15.0,19.0,0.0,5.0,3.0,12.0,6.0,470.0,7.0,1.0,75.0,0.75,0.0,23.0,1.0,2.0,60.0,0.0,5.14705882352941,0.0,0.0,2.0,1.0,1.0,0.0,0.56,0.44
78,5,40.0,1.0,0.0,85.0,3.0,4.0,12.0,849.0,7.0,21.0,122.0,7.32,0.0,76.0,5.0,46.0,5.0,4.0,48.2,46.0,0.0,0.0,1.0,1.0,4.0,0.53,0.47
78,6,41.0,1.0,2.0,28.0,63.0,15.0,2.0,610.0,25.0,19.0,131.0,0.75,13.0,32.0,3.0,2.0,46.0,9.0,5.14705882352941,0.0,19.0,0.0,275.0,1.1,0.0,0.52,0.48
78,7,32.0,23.0,1.0,5.0,3.0,4.0,13.0,849.0,30.0,21.0,62.0,8.24,0.0,74.0,7.0,2.0,60.0,9.0,54.2,0.0,21.0,0.0,253.0,1.1,4.0,0.51,0.49
78,8,32.0,18.0,4.0,5.0,54.0,13.0,11.0,849.0,22.0,21.0,62.0,0.75,6.0,7.0,1.0,2.0,15.0,9.0,55.4,24.0,10.0,0.0,220.0,1.1,2.0,0.51,0.49
78,9,28.0,16.0,3.0,11.0,3.0,4.0,9.0,92.0,23.0,21.0,62.0,7.86,0.0,91.0,6.0,43.0,51.0,6.0,5.14705882352941,37.0,0.0,0.0,1.0,1.0,4.0,0.54,0.46
78,10,15.0,1.0,1.0,62.0,3.0,4.0,8.0,42.0,1.0,21.0,5.0,0.75,0.0,38.0,1.0,2.0,60.0,9.0,5.14705882352941,41.0,0.0,0.0,96.0,0.527452745274527,4.0,0.51,0.49
78,11,6.0,1.0,1.0,5.0,171.0,4.0,11.0,723.0,7.0,0.0,132.0,7.27,14.0,97.0,7.0,70.0,4.0,9.0,47.8,42.0,0.0,0.0,376.0,1.0,4.0,0.54,0.46
78,12,45.0,1.0,4.0,5.0,3.0,16.0,4.0,43.0,7.0,21.0,62.0,0.75,7.0,97.0,6.0,14.0,60.0,9.0,47.2,18.0,0.0,3.0,211.0,1.0,4.0,0.55,0.45
78,13,22.0,1.0,1.0,33.0,3.0,10.0,11.0,849.0,7.0,17.0,62.0,0.75,0.0,7.0,6.0,2.0,60.0,8.0,5.14705882352941,40.0,0.0,0.0,1.0,1.1,0.0,0.53,0.47
78,14,40.0,1.0,0.0,85.0,3.0,4.0,12.0,849.0,13.0,21.0,122.0,7.32,0.0,76.0,5.0,46.0,5.0,4.0,48.2,46.0,0.0,0.0,1.0,1.0,4.0,0.54,0.46
78,15,6.0,24.0,1.0,60.0,3.0,2.0,2.0,93.0,7.0,21.0,1.0,0.75,0.0,19.0,1.0,2.0,60.0,9.0,55.8,34.0,13.0,1.0,1.0,1.1,4.0,0.52,0.48
78,16,22.0,11.0,1.0,33.0,3.0,10.0,11.0,849.0,7.0,17.0,62.0,8.53,0.0,7.0,6.0,34.0,63.0,8.0,5.14705882352941,40.0,0.0,3.0,1.0,1.1,0.0,0.54,0.46
78,17,45.0,1.0,4.0,5.0,3.0,16.0,4.0,43.0,7.0,21.0,62.0,0.75,7.0,93.0,6.0,14.0,60.0,9.0,47.2,18.0,0.0,3.0,211.0,1.0,4.0,0.54,0.46
78,18,24.0,0.0,4.0,5.0,3.0,17.0,2.0,25.0,30.0,3.0,62.0,6.49,9.0,88.0,3.0,3.0,24.0,1.0,5.14705882352941,0.0,0.0,1.0,313.0,0.527452745274527,4.0,0.55,0.45
78,19,24.0,0.0,4.0,5.0,3.0,17.0,2.0,25.0,30.0,3.0,62.0,6.49,9.0,88.0,3.0,3.0,24.0,1.0,5.14705882352941,0.0,0.0,1.0,313.0,0.9,3.0,0.56,0.44
78,20,15.0,19.0,0.0,5.0,3.0,12.0,6.0,470.0,7.0,1.0,75.0,0.75,0.0,23.0,4.0,2.0,30.0,0.0,5.14705882352941,0.0,1.0,2.0,1.0,1.0,0.0,0.61,0.39
78,21,28.0,16.0,3.0,11.0,3.0,4.0,9.0,92.0,23.0,21.0,62.0,7.86,0.0,91.0,6.0,43.0,51.0,6.0,5.14705882352941,0.0,0.0,0.0,1.0,1.0,4.0,0.52,0.48
78,22,41.0,1.0,2.0,28.0,63.0,4.0,2.0,610.0,25.0,19.0,131.0,0.75,13.0,32.0,3.0,2.0,46.0,9.0,5.14705882352941,0.0,19.0,0.0,275.0,1.1,0.0,0.51,0.49
78,23,18.0,30.0,2.0,15.0,160.0,4.0,0.0,2.0,7.0,21.0,62.0,0.75,0.0,31.0,1.0,41.0,52.0,6.0,5.14705882352941,0.0,32.0,0.0,146.0,1.1,1.0,0.52,0.48
78,24,6.0,25.0,0.0,43.0,164.0,4.0,7.0,437.0,27.0,21.0,62.0,7.62,11.0,92.0,1.0,39.0,60.0,2.0,5.14705882352941,32.0,12.0,0.0,1.0,1.0,4.0,0.56,0.44
78,25,6.0,1.0,1.0,5.0,26.0,7.0,2.0,18.0,24.0,21.0,20.0,5.63,1.0,3.0,5.0,2.0,21.0,9.0,37.1,0.0,0.0,1.0,1.0,0.8,3.0,0.51,0.49
78,26,45.0,1.0,4.0,5.0,3.0,16.0,4.0,43.0,7.0,21.0,62.0,0.75,7.0,97.0,6.0,14.0,60.0,9.0,5.14705882352941,18.0,0.0,3.0,211.0,1.0,4.0,0.55,0.45
78,27,13.0,1.0,1.0,31.0,5.0,9.0,14.0,139.0,26.0,21.0,62.0,0.75,4.0,36.0,4.0,2.0,36.0,2.0,5.14705882352941,23.0,32.0,0.0,45.0,1.0,4.0,0.52,0.48
78,28,45.0,1.0,4.0,5.0,3.0,16.0,4.0,43.0,7.0,21.0,62.0,0.75,7.0,97.0,6.0,14.0,60.0,9.0,5.14705882352941,0.0,0.0,3.0,211.0,1.0,4.0,0.53,0.47
