test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
78,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,40.0,7.0,21.0,62.0,0.75,0.0,97.0,1.0,2.0,60.0,9.0,5.14705882352941,0.0,1.0,0.0,0.0,0.527452745274527,4.0,0.5,0.5,3
80,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,269.0,1.0,7.0,34.0,0.53,0.0,97.0,2.0,3.0,19.0,6.0,8.46153846153846,0.0,1.0,0.0,0.0,0.8,4.0,0.5,0.5,3
86,0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,116.0,1.0,7.0,7.0,0.28,0.0,78.0,2.0,2.0,4.0,3.0,3.64705882352941,1.0,0.0,0.0,0.0,0.566552901023891,3.0,0.6,0.4,2
95,0,1.0,4.0,1.0,4.0,0.0,8.0,2.0,1049.0,6.0,22.0,3.0,1.37,0.0,95.0,1.0,1.0,53.0,6.0,4.21296296296296,0.0,0.0,0.0,0.0,0.8,5.0,0.5,0.5,2
96,0,0.0,12.0,1.0,1.0,0.0,0.0,2.0,29.0,1.0,1.0,5.0,0.42,0.0,75.0,1.0,0.0,9.0,2.0,3.05882352941176,1.0,1.0,0.0,0.0,0.533980582524272,2.0,0.57,0.43,2
104,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,38.0,1.0,7.0,6.0,0.1,0.0,87.0,2.0,0.0,9.0,1.0,5.16666666666667,1.0,1.0,0.0,0.0,0.470715835140998,2.0,0.71,0.29,2
134,0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,419.0,6.0,35.0,74.0,0.28,1.0,98.0,1.0,2.0,65.0,2.0,2.1,0.0,0.0,0.0,0.0,0.408026755852843,5.0,0.5,0.5,3
147,0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,29.0,1.0,4.0,3.0,0.73,0.0,90.0,3.0,0.0,28.0,1.0,3.32142857142857,0.0,1.0,0.0,1.0,0.9,1.0,0.52,0.48,2
166,0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,24.0,2.0,23.0,4.0,0.05,0.0,88.0,3.0,0.0,40.0,2.0,4.97368421052632,0.0,1.0,0.0,0.0,0.547058823529412,3.0,0.58,0.42,2
172,0,4.0,0.0,1.0,2.0,4.0,2.0,2.0,55.0,2.0,3.0,16.0,0.38,0.0,92.0,1.0,0.0,1.0,2.0,3.92307692307692,1.0,1.0,0.0,0.0,0.495867768595041,2.0,0.66,0.34,2
192,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,25.0,1.0,8.0,6.0,0.32,0.0,82.0,1.0,3.0,28.0,2.0,4.48275862068965,0.0,0.0,0.0,0.0,0.326653306613226,2.0,0.51,0.49,4
195,0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,164.0,1.0,2.0,29.0,0.56,0.0,96.0,1.0,2.0,4.0,2.0,2.75,0.0,0.0,0.0,0.0,0.796190476190476,2.0,0.57,0.43,2
202,0,0.0,32.0,1.0,0.0,0.0,4.0,1.0,46.0,1.0,0.0,0.0,3.5,0.0,0.0,1.0,1.0,6.0,1.0,4.17073170731707,0.0,0.0,0.0,0.0,0.715277777777778,0.0,0.63,0.37,1
251,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,170.0,1.0,0.0,39.0,0.32,0.0,97.0,2.0,0.0,28.0,1.0,2.63529411764706,1.0,1.0,0.0,0.0,0.642647058823529,3.0,0.51,0.49,2
267,0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,132.0,4.0,9.0,14.0,0.24,0.0,89.0,2.0,2.0,10.0,2.0,4.025,0.0,0.0,0.0,0.0,0.531208499335989,2.0,0.51,0.49,2
268,0,14.0,5.0,1.0,1.0,0.0,1.0,3.0,24.0,15.0,1.0,29.0,0.16,0.0,94.0,5.0,1.0,49.0,3.0,4.28712871287129,0.0,0.0,0.0,186.0,1.0,3.0,0.5,0.5,5
275,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,37.0,1.0,2.0,2.0,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.33802816901408,0.0,0.0,0.0,0.0,0.328063241106719,3.0,0.5,0.5,3
282,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,25.0,6.0,2.0,9.0,0.15,1.0,85.0,2.0,1.0,40.0,2.0,3.23076923076923,0.0,0.0,0.0,0.0,0.416531604538088,3.0,0.55,0.45,2
283,0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,34.0,1.0,4.0,4.0,0.14,1.0,81.0,2.0,1.0,6.0,1.0,3.3,0.0,1.0,0.0,0.0,0.586538461538462,2.0,0.65,0.35,2
284,0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,42.0,3.0,1.0,13.0,0.28,0.0,90.0,2.0,0.0,26.0,2.0,2.91891891891892,0.0,1.0,0.0,0.0,0.459016393442623,2.0,0.57,0.43,2
299,0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,24.0,4.0,13.0,4.0,0.16,0.0,95.0,1.0,1.0,71.0,4.0,4.8,0.0,1.0,0.0,162.0,1.0,3.0,0.51,0.49,4
302,0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,60.0,3.0,3.0,16.0,0.2,0.0,92.0,1.0,2.0,19.0,3.0,5.15909090909091,1.0,1.0,0.0,0.0,0.439320388349515,2.0,0.52,0.48,1
432,0,4.0,6.0,1.0,18.0,0.0,0.0,2.0,56.0,3.0,3.0,8.0,0.09,0.0,94.0,1.0,1.0,13.0,2.0,4.96491228070175,0.0,1.0,0.0,0.0,0.749670619235837,3.0,0.56,0.44,2
455,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,31.0,1.0,3.0,9.0,0.29,0.0,89.0,2.0,0.0,12.0,2.0,4.22222222222222,0.0,1.0,0.0,0.0,0.587761674718196,0.0,0.76,0.24,2
543,0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,33.0,1.0,4.0,0.0,0.44,0.0,60.0,3.0,1.0,7.0,1.0,4.4,1.0,2.0,0.0,0.0,0.40495867768595,0.0,0.82,0.18,2
546,0,8.0,0.0,1.0,2.0,1.0,0.0,3.0,25.0,11.0,30.0,3.0,0.12,0.0,93.0,1.0,2.0,47.0,3.0,4.63291139240506,0.0,0.0,0.0,71.0,1.0,1.0,0.5,0.5,4
548,0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,28.0,2.0,3.0,3.0,0.28,0.0,70.0,3.0,0.0,6.0,2.0,3.6,0.0,1.0,0.0,4.0,0.430327868852459,0.0,0.55,0.45,2
567,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,2.0,9.0,3.0,0.25,0.0,90.0,2.0,3.0,4.0,2.0,2.84848484848485,0.0,1.0,0.0,55.0,0.55,2.0,0.51,0.49,2
729,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,44.0,1.0,0.0,1.0,0.48,1.0,62.0,2.0,0.0,12.0,2.0,2.1875,0.0,0.0,0.0,0.0,0.506787330316742,2.0,0.78,0.22,2
761,0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,37.0,5.0,2.0,8.0,0.15,0.0,83.0,2.0,1.0,21.0,2.0,4.57575757575758,0.0,0.0,0.0,0.0,0.658620689655172,1.0,0.59,0.41,2
762,0,5.0,1.0,1.0,6.0,0.0,1.0,2.0,37.0,1.0,10.0,44.0,0.15,0.0,96.0,1.0,0.0,42.0,4.0,2.97916666666667,0.0,1.0,0.0,0.0,0.8,4.0,0.5,0.5,4
773,0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,95.0,1.0,2.0,3.0,0.36,0.0,71.0,1.0,7.0,8.0,2.0,5.41176470588235,1.0,1.0,0.0,0.0,0.457861635220126,3.0,0.65,0.35,2
786,0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,22.0,1.0,0.0,6.0,0.52,0.0,76.0,1.0,1.0,3.0,2.0,3.1,1.0,1.0,0.0,54.0,0.282051282051282,1.0,0.56,0.44,2
790,0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,47.0,4.0,4.0,6.0,0.24,0.0,95.0,2.0,0.0,5.0,3.0,3.26666666666667,0.0,0.0,0.0,40.0,0.558260869565217,2.0,0.52,0.48,4
792,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,3.0,40.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.61904761904762,1.0,1.0,0.0,1.0,0.814465408805031,1.0,0.59,0.41,2
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,27.0,1.0,0.0,6.0,0.16,0.0,74.0,1.0,0.0,6.0,1.0,7.5,2.0,1.0,0.0,0.0,0.691629955947137,3.0,0.85,0.15,2
795,0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,35.0,7.0,1.0,19.0,0.2,0.0,92.0,1.0,0.0,31.0,5.0,3.42592592592593,0.0,0.0,0.0,0.0,0.9,5.0,0.51,0.49,3
805,0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,26.0,1.0,7.0,12.0,0.15,0.0,92.0,1.0,1.0,6.0,2.0,2.7027027027027,0.0,0.0,0.0,1.0,0.658469945355191,2.0,0.5,0.5,2
809,0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,27.0,1.0,4.0,4.0,0.29,0.0,80.0,3.0,0.0,19.0,2.0,4.625,0.0,0.0,0.0,0.0,0.514705882352941,0.0,0.57,0.43,2
1940,0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,182.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,2.0,1.53658536585366,1.0,1.0,0.0,0.0,0.809264305177112,1.0,0.64,0.36,2
