test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
1934,0,0.0,1.0,1.0,1320.0,0.0,1234.0,1.84,27.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7554537909611454,0.24454620903885468
208,0,4.0,2.0,4.0,281.0,35.0,0.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7392354177864469,0.260764582213553
209,0,87.0,1.0,1.0,318.0,3.0,22.0,0.06,34.0,100.0,1.0,1.0,38.0,3.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,0.0,0.916666666666667,0.0,5.0,11.0,0.7554201214139403,0.24457987858605967
305,0,6.0,1.0,2.0,2077.0,0.0,26.0,0.42,0.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,6.0,2.0,0.7746265929891238,0.2253734070108762
308,0,7.0,2.0,12.0,83.0,0.0,213.0,0.16,0.0,99.0,1.0,97.0,3.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,0.0,0.454545454545455,0.0,3.0,3.0,0.796954714912016,0.20304528508798403
350,0,13.0,2.0,1.0,862.0,1.0,31.0,0.15,0.0,100.0,3.0,1.0,28.0,2.0,4.61111111111111,0.0,1.0,1.0,1.225,4.0,0.6,0.0,4.0,6.0,0.7322328963694945,0.26776710363050565
366,0,2.0,2.0,4.0,72.0,62.0,3.0,0.4,0.0,100.0,3.0,0.0,12.0,2.0,3.83333333333333,0.0,1.0,0.0,2.0,0.0,0.833333333333333,0.0,4.0,5.0,0.755453919824196,0.24454608017580398
376,0,8.0,2.0,2.0,91.0,0.0,22.0,22.19,1.0,100.0,2.0,0.0,25.0,3.0,4.5,0.0,1.0,0.0,1.3448275862069,0.0,0.6,0.0,6.0,7.0,0.7561827099116588,0.24381729008834105
1958,0,4.0,1.0,3.0,116.0,1.0,3.0,0.19,29.0,88.0,2.0,1.0,43.0,3.0,4.76,0.0,1.0,1.0,1.32142857142857,4.0,0.5,0.0,8.0,10.0,0.7552858783135513,0.24471412168644835
1965,0,4.0,2.0,2.0,72.0,0.0,5.0,24.43,7.0,86.0,2.0,0.0,33.0,2.0,4.0,0.0,1.0,1.0,1.38888888888889,0.0,0.777777777777778,0.0,3.0,6.0,0.7651957353275997,0.2348042646724002
1966,0,1.0,1.0,4.0,77.0,0.0,6.0,0.23,4.0,88.0,3.0,43.0,2.0,2.0,5.33333333333333,0.0,1.0,1.0,1.35714285714286,0.0,0.8,0.0,5.0,10.0,0.7264238237011656,0.27357617629883446
498,0,12.0,1.0,2.0,624.0,3.0,84.0,0.51,0.0,100.0,1.0,1.0,13.0,2.0,36.9,0.0,1.0,1.0,4.5,0.0,0.6,0.0,5.0,3.0,0.7161924382947319,0.28380756170526805
565,0,10.0,2.0,4.0,2077.0,0.0,0.0,0.25,1.0,94.0,2.0,1.0,30.0,2.0,2.625,0.0,1.0,1.0,1.75555555555556,0.0,0.4,0.0,3.0,2.0,0.7451790433745301,0.2548209566254699
766,0,2.0,1.0,4.0,236.0,0.0,2.0,0.42,0.0,46.0,1.0,104.0,37.0,2.0,6.475,0.0,1.0,0.0,0.840909090909091,0.0,0.875,0.0,5.0,7.0,0.8037537675375221,0.1962462324624782
831,0,4.0,1.0,0.0,140.0,0.0,30.0,0.25,0.0,96.0,1.0,99.0,19.0,2.0,9.04938271604938,0.0,1.0,0.0,0.550561797752809,0.0,0.454545454545455,0.0,7.0,7.0,0.8004491147622733,0.1995508852377266
1431,0,3.0,1.0,9.0,92.0,1.0,16.0,26.66,0.0,97.0,2.0,1.0,8.0,2.0,1.67469879518072,0.0,0.0,1.0,0.252525252525253,0.0,0.428571428571429,0.0,5.0,9.0,0.7612915948652914,0.2387084051347085
