test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
1934,0,0.0,1.0,1.0,1320.0,0.0,1234.0,1.84,27.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7554537909611454,0.24454620903885468
1934,1,0.0,1.0,1.0,1320.0,0.0,0.0,1.84,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1337.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7554553843729657,0.24454461562703417
1934,2,0.0,1.0,1.0,1320.0,0.0,1072.0,1.84,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.7523512635654075,0.2476487364345924
1934,3,0.0,1.0,1.0,1320.0,0.0,0.0,1.84,21.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7517189874605493,0.2482810125394507
1934,4,0.0,1.0,1.0,1320.0,0.0,937.0,1.84,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.753309079700643,0.24669092029935713
1934,5,0.0,1.0,1.0,1320.0,0.0,0.0,1.84,0.0,0.0,1.0,0.0,2.0,2.0,29.4,0.0,0.0,1.0,0.0,0.0,0.7,0.0,1.0,1.0,0.694245283409662,0.30575471659033804
1934,6,0.0,1.0,1.0,1320.0,0.0,116.0,1.84,0.0,0.0,1.0,90.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.759311476884771,0.2406885231152291
1934,7,0.0,1.0,1.0,1320.0,0.0,0.0,1.84,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,22.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7330853053583838,0.2669146946416166
1934,8,0.0,1.0,1.0,1320.0,0.0,0.0,1.84,0.0,0.0,1.0,0.0,2.0,2.0,32.9,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.7547856718296551,0.24521432817034494
1934,9,0.0,1.0,17.0,1320.0,0.0,0.0,1.84,10.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7363648974320708,0.2636351025679293
208,0,4.0,2.0,4.0,281.0,35.0,0.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7392354177864469,0.260764582213553
208,1,4.0,2.0,4.0,281.0,0.0,0.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,1.0,7.0,9.0,0.7252864095862666,0.27471359041373333
208,2,4.0,2.0,4.0,281.0,0.0,871.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,945.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.755453920565343,0.2445460794346568
208,3,4.0,2.0,4.0,281.0,0.0,603.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7456485643713577,0.25435143562864226
208,4,4.0,2.0,4.0,281.0,0.0,0.0,23.05,0.0,96.0,1.0,0.0,241.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7561003476302486,0.2438996523697513
208,5,4.0,2.0,4.0,281.0,0.0,0.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,787.0,1.36206896551724,0.0,0.625,1.0,4.0,9.0,0.7554539205542637,0.24454607944573645
208,6,4.0,17.0,4.0,281.0,0.0,0.0,0.31,21.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7580376714257769,0.24196232857422312
208,7,4.0,2.0,4.0,281.0,0.0,0.0,0.31,0.0,96.0,1.0,0.0,26.0,4.0,5.50943396226415,1.0,22.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7074428826213912,0.29255711737860884
208,8,4.0,2.0,4.0,2976.0,0.0,0.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7756670202737139,0.22433297972628602
208,9,4.0,2.0,4.0,281.0,49.0,0.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,2.0,0.625,0.0,4.0,9.0,0.755446280605125,0.24455371939487516
209,0,87.0,1.0,1.0,318.0,3.0,22.0,0.06,34.0,100.0,1.0,1.0,38.0,3.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,0.0,0.916666666666667,0.0,5.0,11.0,0.7554201214139403,0.24457987858605967
209,1,87.0,1.0,1.0,318.0,3.0,22.0,0.06,24.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,0.0,0.916666666666667,1.0,5.0,11.0,0.7554453010414669,0.24455469895853313
209,2,87.0,11.0,1.0,318.0,3.0,22.0,0.06,1.0,100.0,4.0,1.0,79.0,3.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,0.0,0.916666666666667,0.0,5.0,11.0,0.738640079358488,0.2613599206415121
209,3,87.0,1.0,1.0,318.0,3.0,22.0,0.06,1.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,25.0,1.0,0.0,0.4,0.0,0.916666666666667,0.0,5.0,11.0,0.738241276166109,0.26175872383389087
209,4,87.0,1.0,1.0,2859.0,3.0,22.0,0.06,1.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,0.0,0.916666666666667,0.0,5.0,11.0,0.7556267770644199,0.2443732229355798
209,5,87.0,18.0,1.0,318.0,3.0,22.0,0.06,1.0,100.0,1.0,1.0,79.0,5.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,0.0,0.916666666666667,0.0,5.0,11.0,0.755493531076158,0.2445064689238421
209,6,87.0,1.0,1.0,318.0,3.0,22.0,0.06,1.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,37.0,1.0,0.0,1.59174311926605,1.0,0.916666666666667,0.0,5.0,11.0,0.7552752661265486,0.24472473387345148
209,7,87.0,0.0,1.0,318.0,3.0,22.0,0.06,1.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,37.0,1.0,0.0,1.59174311926605,0.0,0.916666666666667,0.0,5.0,11.0,0.7552454233403332,0.24475457665966702
209,8,273.0,1.0,1.0,318.0,3.0,22.0,0.06,1.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,0.0,1.0,0.0,0.6,0.0,0.916666666666667,0.0,5.0,11.0,0.7554539141325367,0.24454608586746318
209,9,158.0,1.0,1.0,318.0,3.0,22.0,0.06,1.0,36.0,1.0,1.0,79.0,3.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,0.0,0.916666666666667,0.0,5.0,11.0,0.7261834012526572,0.273816598747343
305,0,6.0,1.0,2.0,2077.0,0.0,26.0,0.42,0.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,6.0,2.0,0.7746265929891238,0.2253734070108762
305,1,67.0,1.0,15.0,168.0,0.0,26.0,0.42,0.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,6.0,9.0,0.5161150713027363,0.48388492869726385
305,2,6.0,10.0,2.0,168.0,0.0,26.0,0.42,0.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,6.0,9.0,0.8119076251291915,0.18809237487080863
305,3,249.0,1.0,2.0,168.0,0.0,26.0,0.42,0.0,94.0,1.0,0.0,24.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,6.0,9.0,0.7554537051399297,0.2445462948600705
305,4,6.0,1.0,2.0,4565.0,0.0,26.0,0.42,0.0,94.0,1.0,0.0,111.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,6.0,9.0,0.7554540238790011,0.24454597612099918
305,5,6.0,1.0,2.0,168.0,0.0,26.0,0.42,0.0,94.0,1.0,82.0,135.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,6.0,9.0,0.7563531255508646,0.24364687444913527
305,6,6.0,1.0,2.0,168.0,0.0,26.0,0.42,0.0,94.0,1.0,102.0,10.0,1.0,5.03846153846154,18.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,6.0,9.0,0.7656570145800413,0.23434298541995863
305,7,6.0,1.0,2.0,168.0,0.0,26.0,0.42,0.0,94.0,1.0,108.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,0.0,9.0,0.7924483623705907,0.20755163762940912
305,8,6.0,1.0,2.0,168.0,0.0,26.0,0.42,15.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,6.0,9.0,0.55616204318698,0.4438379568130201
305,9,6.0,1.0,2.0,168.0,0.0,26.0,0.42,0.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,2.1,0.0,0.333333333333333,1.0,6.0,9.0,0.7016887380333183,0.29831126196668145
308,0,7.0,2.0,12.0,83.0,0.0,213.0,0.16,0.0,99.0,1.0,97.0,3.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,0.0,0.454545454545455,0.0,3.0,3.0,0.796954714912016,0.20304528508798403
308,1,7.0,2.0,1.0,83.0,0.0,213.0,29.4,0.0,99.0,1.0,0.0,3.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,0.0,0.454545454545455,0.0,3.0,3.0,0.7700437453920591,0.2299562546079408
308,2,7.0,2.0,1.0,83.0,0.0,213.0,0.16,0.0,99.0,1.0,99.0,3.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,0.0,0.454545454545455,0.0,3.0,3.0,0.801020910108648,0.19897908989135202
308,3,7.0,2.0,1.0,3956.0,0.0,213.0,0.16,0.0,99.0,1.0,0.0,3.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,0.0,0.454545454545455,0.0,3.0,3.0,0.7555221888002459,0.24447781119975417
308,4,7.0,2.0,1.0,83.0,29.0,213.0,0.16,0.0,99.0,1.0,0.0,46.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,0.0,0.454545454545455,0.0,3.0,3.0,0.7320579341000627,0.26794206589993735
308,5,7.0,2.0,1.0,83.0,0.0,213.0,0.16,0.0,99.0,1.0,0.0,121.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,0.0,0.454545454545455,0.0,7.0,3.0,0.6820911450512769,0.3179088549487229
308,6,7.0,2.0,1.0,83.0,0.0,213.0,0.16,0.0,99.0,1.0,0.0,3.0,1.0,9.46153846153846,0.0,1.0,0.0,4.3,1.0,0.454545454545455,0.0,3.0,3.0,0.6181641355554927,0.3818358644445073
308,7,7.0,2.0,1.0,83.0,0.0,213.0,0.16,0.0,99.0,1.0,0.0,3.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,3.0,0.454545454545455,0.0,4.0,3.0,0.7267909270228383,0.27320907297716196
308,8,7.0,2.0,1.0,83.0,0.0,213.0,0.16,0.0,99.0,1.0,0.0,3.0,1.0,9.46153846153846,29.0,1.0,0.0,0.714285714285714,0.0,0.454545454545455,0.0,3.0,3.0,0.7658610408340726,0.23413895916592745
308,9,7.0,2.0,1.0,83.0,0.0,213.0,0.16,0.0,99.0,1.0,0.0,3.0,1.0,45.6,0.0,1.0,0.0,0.714285714285714,0.0,0.454545454545455,0.0,3.0,3.0,0.7842349657529817,0.21576503424701843
350,0,13.0,2.0,1.0,862.0,1.0,31.0,0.15,0.0,100.0,3.0,1.0,28.0,2.0,4.61111111111111,0.0,1.0,1.0,1.225,4.0,0.6,0.0,4.0,6.0,0.7322328963694945,0.26776710363050565
350,1,13.0,13.0,1.0,79.0,1.0,31.0,27.88,0.0,100.0,3.0,1.0,28.0,2.0,4.61111111111111,0.0,1.0,1.0,1.225,0.0,0.6,0.0,4.0,6.0,0.7554927637029801,0.24450723629701981
350,2,13.0,2.0,1.0,79.0,1.0,31.0,0.15,0.0,100.0,3.0,1.0,152.0,2.0,4.61111111111111,0.0,1.0,689.0,1.225,0.0,0.6,0.0,4.0,6.0,0.7554539174623539,0.24454608253764604
350,3,13.0,2.0,1.0,79.0,1.0,31.0,0.15,0.0,100.0,3.0,1.0,28.0,2.0,4.61111111111111,0.0,1.0,1275.0,1.225,0.0,1.0,0.0,4.0,6.0,0.7554799792712726,0.2445200207287275
