,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
476,6,0,1,0,0,8,1130,1,0,5,2.15,0,83,1,1,41,2,9.36283185840708,0,2.99115044247788,1,1,0.216,0,0.0,0,1,4
32,0,0,1,0,18,0,4,1,0,0,0.08,0,0,1,0,0,1,0.0,0,0.565217391304348,0,1,0.0,0,0.0,0,3,2
575,1,0,1,4,37,0,55,6,1,4,0.13,0,94,2,0,15,2,3.16666666666667,1,6.52380952380952,1,1,0.73469387755102,0,0.0,0,3,6
578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,3,0,1,8,1,2,55,1,0,0,0.19,4,94,1,0,13,2,4.44444444444444,1,8.0,2,1,0.916666666666667,0,0.8,0,5,10
678,20,0,1,2,317,0,99,2,0,2,0.05,0,100,2,0,89,1,5.8,0,2.1339285714285703,1,1,0.507739938080495,0,0.763048016701461,0,1,13
769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,10,1,1,6,29,2,270,8,9,0,0.45,0,100,3,5,31,2,8.43564356435644,0,3.58415841584158,1,1,0.381818181818182,0,0.0,0,5,10
750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,1,0,1,3,2,3,471,1,0,3,0.24,1,52,1,0,1,1,4.47572815533981,0,9.68932038834951,0,1,0.123809523809524,0,0.337278106508876,0,1,3
1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
