,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
235,17.0,4.528301886792451,96.0,0.07000000000000006,3.0,0.0,40.0,2.0,6.0,1.0,0.07000000000000006,0.0,96.0,4.0,3.0,17.0,2.0,4.52830188679245,0.0,1.0,1.0,0.839285714285714,-3.469446951953614e-18,48.00000000000001,0.666666666666667,0.0,3.0,4.0
375,1.0,0.0,9.000000000000002,4.11111111111111,0.16999999999999993,0.0,41.0,1.0,0.0,4.440892098500626e-16,0.16999999999999993,1.0,-7.105427357601002e-15,1.0,0.0,9.0,1.0,4.11111111111111,2.0,3.0,1.0,0.655172413793103,-3.469446951953614e-18,70.0,0.5,0.0,3.0,6.0
852,2.0,62.99999999999999,2.45,0.22999999999999998,9.0,0.0,143.0,36.0,0.0,8.0,0.22999999999999998,0.0,100.0,2.0,17.0,63.0,2.0,4.25757575757576,0.0,1.0,1.0,0.339805825242718,-3.469446951953614e-18,152.0,1.0,0.0,1.0,0.0
928,0.84,1.0,30.999999999999996,15.928,0.0,3.0,582.0,4.0,17.0,7.0,0.8399999999999999,0.0,98.0,1.0,1.0,31.0,8.0,15.928,0.0,0.0,1.0,0.453846153846154,-3.469446951953614e-18,100.0,0.35,0.0,3.0,5.0
242,2.6271186440678,23.0,0.09000000000000008,0.0,9.0,0.0,39.0,7.0,3.0,9.0,0.09000000000000008,0.0,100.0,5.0,2.0,23.0,3.0,2.6271186440678,0.0,0.0,1.0,0.402985074626866,-3.469446951953614e-18,156.0,0.666666666666667,0.0,3.0,4.0
531,1.0,0.52,11.0,3.25,0.0,8.0,721.0,20.0,0.0,2.0,0.52,1.0,96.0,1.0,18.0,11.0,2.0,4.25974025974026,1.0,0.0,1.0,0.704081632653061,-3.469446951953614e-18,332.0,0.5,0.0,5.0,4.0
532,2.0,83.0,2.0,7.0,0.10999999999999988,1.0,52.0,2.0,0.0,7.0,0.1100000000000001,0.0,83.0,2.0,0.0,2.0,1.0,7.0,0.0,1.0,1.0,1.05263157894737,-3.469446951953614e-18,460.0,0.5,0.0,5.0,5.0
409,2.89189189189189,25.0,2.0,0.07000000000000006,2.0,0.0,47.0,2.0,2.0,7.0,0.07000000000000006,1.0,88.0,3.0,0.0,25.0,2.0,2.89189189189189,0.0,1.0,1.0,0.766233766233766,-3.469446951953614e-18,142.0,0.4,0.0,4.0,2.0
538,1.0,15.0,4.97222222222222,0.17999999999999994,20.999999999999996,3.0,199.0,2.0,0.0,7.0,0.17999999999999994,2.0,95.0,1.0,0.0,15.0,1.0,4.97222222222222,0.0,1.0,1.0,1.25641025641026,-3.469446951953614e-18,36.0,1.0,0.0,3.0,2.0
510,10.0,0.3,2.45,0.0,2.0,3.0,275.0,1.0,0.0,10.0,0.30000000000000004,1.0,86.0,1.0,0.0,10.0,3.0,4.05970149253731,0.0,1.0,1.0,1.31884057971015,-3.469446951953614e-18,686.0,0.909090909090909,0.0,2.0,3.0
369,0.030000000000000027,1.0,16.0,0.0,1.5,0.0,36.0,50.0,0.0,16.0,0.030000000000000027,0.0,16.0,1.0,0.0,22.0,2.0,4.47457627118644,1.0,2.0,1.0,0.644970414201183,-3.469446951953614e-18,314.0,0.648648648648649,0.0,5.0,1.0
233,2.0,0.0,3.325,0.1299999999999999,29.0,0.0,50.0,8.0,1.0,6.0,0.1299999999999999,0.0,93.0,2.0,0.0,16.0,2.0,3.325,1.0,1.0,1.0,0.857142857142857,-3.469446951953614e-18,142.0,1.0,0.0,3.0,4.0
379,0.0,0.0,2.67241379310345,0.1599999999999997,2.0,0.0,75.0,22.0,0.0,4.440892098500626e-16,0.15999999999999992,0.0,-7.105427357601002e-15,4.0,0.0,43.0,1.0,2.67241379310345,0.0,2.0,1.0,0.345679012345679,-3.469446951953614e-18,106.0,0.583333333333333,0.0,5.0,5.0
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,3.0,0.45,0.1100000000000001,0.0,19.0,0.0,29.0,2.0,0.0,3.0,0.1100000000000001,0.0,84.0,3.0,0.0,14.0,2.0,3.58620689655172,1.0,1.0,1.0,0.71875,-3.469446951953614e-18,130.0,0.666666666666667,0.0,2.0,2.0
289,3.0,0.45,1.0,0.1200000000000001,6.999999999999998,0.0,63.0,1.0,2.0,3.0,0.1200000000000001,0.0,78.0,5.0,0.0,21.0,1.0,4.890625,0.0,1.0,1.0,0.681818181818182,-3.469446951953614e-18,906.0,0.894736842105263,0.0,4.0,6.0
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,10.0,0.45,1.0,0.30000000000000027,36.0,2.0,206.0,3.0,0.0,2.0,0.30000000000000004,0.0,80.0,4.0,0.0,21.0,2.0,4.13698630136986,1.0,1.0,1.0,0.636363636363636,-3.469446951953614e-18,58.0,0.777777777777778,0.0,1.0,2.0
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1.0,4.06451612903226,91.0,0.040000000000000036,12.0,0.0,10.0,3.0,0.0,2.0,0.040000000000000036,1.0,91.0,3.0,3.0,24.0,2.0,4.06451612903226,0.0,2.0,1.0,0.714285714285714,-3.469446951953614e-18,565.0,1.0,0.0,2.0,0.0
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
