,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,9.0,1.0,1.0,1.0,3.0,0.0,40.0,2.0,6.0,1.0,0.07000000000000006,0.0,96.0,4.0,3.0,17.0,2.0,4.52830188679245,0.0,1.0,1.0,0.839285714285714,-3.469446951953614e-18,48.00000000000001,0.666666666666667,0.0,3.0,4.0
911,1.0,0.0,1.0,0.0,12.0,0.0,10.0,3.0,0.0,2.0,0.040000000000000036,1.0,91.0,3.0,3.0,24.0,2.0,4.06451612903226,0.0,2.0,1.0,0.714285714285714,-3.469446951953614e-18,565.0,1.0,0.0,2.0,0.0
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,0.0,18.0,1.0,6.0,9.0,0.0,39.0,7.0,3.0,9.0,0.09000000000000008,0.0,100.0,5.0,2.0,23.0,3.0,2.6271186440678,0.0,0.0,1.0,0.402985074626866,-3.469446951953614e-18,156.0,0.666666666666667,0.0,3.0,4.0
928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,1.0,1.0,2.0,0.0,19.0,0.0,29.0,2.0,0.0,3.0,0.1100000000000001,0.0,84.0,3.0,0.0,14.0,2.0,3.58620689655172,1.0,1.0,1.0,0.71875,-3.469446951953614e-18,130.0,0.666666666666667,0.0,2.0,2.0
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,0.0,0.0,1.0,0.0,2.0,0.0,75.0,22.0,0.0,4.440892098500626e-16,0.15999999999999992,0.0,-7.105427357601002e-15,4.0,0.0,43.0,1.0,2.67241379310345,0.0,2.0,1.0,0.345679012345679,-3.469446951953614e-18,106.0,0.583333333333333,0.0,5.0,5.0
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2.0,0.0,1.0,0.0,27.0,0.0,41.0,1.0,0.0,4.440892098500626e-16,0.16999999999999993,1.0,-7.105427357601002e-15,1.0,0.0,9.0,1.0,4.11111111111111,2.0,3.0,1.0,0.655172413793103,-3.469446951953614e-18,70.0,0.5,0.0,3.0,6.0
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,1.0,0.0,1.0,2.0,2.0,0.0,47.0,2.0,2.0,7.0,0.07000000000000006,1.0,88.0,3.0,0.0,25.0,2.0,2.89189189189189,0.0,1.0,1.0,0.766233766233766,-3.469446951953614e-18,142.0,0.4,0.0,4.0,2.0
385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,0.0,19.0,2.0,4.0,2.0,3.0,275.0,1.0,0.0,10.0,0.30000000000000004,1.0,86.0,1.0,0.0,10.0,3.0,4.05970149253731,0.0,1.0,1.0,1.31884057971015,-3.469446951953614e-18,686.0,0.909090909090909,0.0,2.0,3.0
532,0.5,0.0,1.0,34.00000000000001,0.0,1.0,52.0,2.0,0.0,7.0,0.1100000000000001,0.0,83.0,2.0,0.0,2.0,1.0,7.0,0.0,1.0,1.0,1.05263157894737,-3.469446951953614e-18,460.0,0.5,0.0,5.0,5.0
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,5.0,14.0,3.0,25.0,20.999999999999996,3.0,199.0,2.0,0.0,7.0,0.17999999999999994,2.0,95.0,1.0,0.0,15.0,1.0,4.97222222222222,0.0,1.0,1.0,1.25641025641026,-3.469446951953614e-18,36.0,1.0,0.0,3.0,2.0
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
