test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
37,0,21.0,1.0,2.0,14.0,2.0,2.0,291.0,8.0,7.0,17.0,0.41,0.0,77.0,2.0,4.0,1.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,0.0,0.777777777777778,0.0,2.0,2.0,0.5264623372339807,0.4735376627660192
37,1,3.0,0.0,1.0,3.0,1.0,2.0,212.0,25.0,3.0,30.0,0.27,0.0,98.0,3.0,3.0,24.0,2.0,9.64285714285714,1.0,4.11224489795918,1.0,0.0,0.3,0.0,3.0,7.0,0.5522124814321976,0.4477875185678024
56,0,59.0,1.0,2.0,17.0,1.0,3.0,335.0,7.0,9.0,29.0,0.15,1.0,177.0,4.0,3.0,1.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,0.0,0.470588235294118,0.0,3.0,3.0,0.5289727313000953,0.47102726869990474
56,1,4.0,1.0,2.0,14.0,2.0,2.0,291.0,8.0,7.0,17.0,0.41,0.0,77.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,0.0,0.777777777777778,0.0,2.0,2.0,0.5015576547688786,0.4984423452311214
56,2,8.0,2.0,1.0,58.0,21.0,3.0,490.0,26.0,50.0,34.0,0.14,1.0,209.0,4.0,0.0,96.0,2.0,6.12669683257919,0.0,7.59276018099547,17.0,0.0,0.520833333333333,0.0,2.0,5.0,0.5337532688085124,0.46624673119148763
195,0,19.0,0.0,1.0,1.0,0.0,2.0,19.0,3.0,0.0,2.0,0.06,0.0,7.0,1.0,0.0,5.0,2.0,2.60869565217391,12.0,3.95652173913043,2.0,0.0,0.0,0.0,1.0,2.0,0.5164459567798064,0.4835540432201936
223,0,13.0,0.0,1.0,0.0,1.0,3.0,159.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,0.0,3.0,77.4,1.0,8.34782608695652,1.0,0.0,0.380952380952381,1.0,4.0,8.0,0.6871798997801346,0.31282010021986545
223,1,3.0,0.0,1.0,3.0,1.0,2.0,212.0,2.0,3.0,30.0,0.27,0.0,98.0,3.0,3.0,24.0,2.0,9.64285714285714,14.0,4.11224489795918,1.0,0.0,0.3,0.0,3.0,7.0,0.5424843093623566,0.45751569063764347
256,0,4.0,1.0,2.0,14.0,2.0,2.0,291.0,8.0,7.0,17.0,0.41,0.0,77.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,0.0,0.777777777777778,0.0,2.0,2.0,0.5015576547688786,0.4984423452311214
256,1,3.0,0.0,1.0,135.0,1.0,2.0,212.0,2.0,3.0,30.0,0.27,0.0,98.0,3.0,3.0,6.0,2.0,9.64285714285714,1.0,4.11224489795918,1.0,0.0,0.590909090909091,0.0,3.0,7.0,0.52817267774441,0.47182732225559
256,2,0.0,0.0,1.0,0.0,5.0,2.0,319.0,1.0,6.0,23.0,43.2,0.0,47.0,2.0,0.0,3.0,1.0,96.5,0.0,2.70212765957447,1.0,0.0,0.333333333333333,0.0,3.0,7.0,0.6637722965906417,0.33622770340935826
345,0,59.0,2.0,1.0,58.0,1.0,3.0,490.0,26.0,50.0,34.0,0.14,1.0,209.0,4.0,0.0,1.0,0.0,6.12669683257919,0.0,7.59276018099547,0.0,0.0,0.520833333333333,0.0,4.0,5.0,0.5167855429096169,0.4832144570903831
345,1,59.0,1.0,8.0,17.0,1.0,3.0,335.0,25.0,9.0,29.0,0.15,1.0,177.0,4.0,3.0,0.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,0.0,0.470588235294118,0.0,3.0,3.0,0.5564381539373489,0.4435618460626512
356,0,1.0,0.0,1.0,1.0,0.0,2.0,30.0,1.0,3.0,2.0,79.4,1.0,11.0,1.0,0.0,18.0,2.0,3.09090909090909,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.544263289941115,0.45573671005888505
356,1,3.0,0.0,2.0,0.0,0.0,3.0,33.0,1.0,7.0,4.0,0.19,0.0,15.0,1.0,0.0,19.0,1.0,5.0,2.0,0.3,1.0,0.0,0.5,0.0,4.0,0.0,0.6484150739334533,0.35158492606654673
363,0,12.0,1.0,2.0,0.0,1.0,3.0,75.0,2.0,2.0,11.0,0.21,1.0,29.0,3.0,0.0,3.0,1.0,3.75862068965517,1.0,6.51724137931035,1.0,0.0,0.5,0.0,7.0,2.0,0.6607312921693246,0.3392687078306754
363,1,3.0,0.0,7.0,4.0,2.0,3.0,67.0,1.0,0.0,5.0,0.33,1.0,15.0,1.0,0.0,19.0,2.0,33.4,1.0,4.8125,1.0,0.0,0.733333333333333,0.0,6.0,3.0,0.5148439248916126,0.4851560751083874
364,0,12.0,1.0,2.0,2.0,1.0,3.0,78.0,13.0,13.0,4.0,0.1,1.0,47.0,1.0,2.0,0.0,3.0,4.18367346938776,0.0,7.08163265306122,0.0,0.0,0.578947368421053,0.0,3.0,7.0,0.5167662697234686,0.4832337302765314
364,1,12.0,1.0,2.0,0.0,1.0,3.0,75.0,2.0,2.0,11.0,0.21,1.0,29.0,3.0,0.0,14.0,1.0,3.75862068965517,1.0,6.51724137931035,1.0,0.0,0.5,0.0,3.0,2.0,0.5352574194454662,0.4647425805545337
397,0,6.0,0.0,4.0,0.0,0.0,4.0,27.0,26.0,7.0,10.0,0.11,0.0,16.0,4.0,0.0,1.0,1.0,3.6875,1.0,7.6875,1.0,0.0,0.4,0.0,1.0,1.0,0.7616776981441357,0.23832230185586434
397,1,3.0,0.0,2.0,0.0,0.0,3.0,33.0,1.0,7.0,12.0,0.19,0.0,15.0,1.0,0.0,2.0,1.0,5.0,2.0,6.33333333333333,1.0,0.0,0.5,0.0,4.0,0.0,0.5780057589320492,0.4219942410679508
397,2,1.0,0.0,1.0,1.0,0.0,2.0,30.0,1.0,3.0,2.0,0.32,1.0,11.0,1.0,0.0,18.0,2.0,3.09090909090909,0.0,5.0,0.0,0.0,0.5,0.0,3.0,0.0,0.6334208658430096,0.36657913415699034
