test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
37,0,13.0,1.0,2.0,11.0,1.0,2.0,1888.0,22.0,17.0,1.0,0.32,0.0,478.0,3.0,4.0,30.0,2.0,5.0,0.0,1.0,0.0,0.0,0.875,0.0,2.0,2.0,0.6953198807913584,0.3046801192086416
37,1,13.0,1.0,2.0,11.0,1.0,3.0,1912.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,7.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.4,0.0,2.0,2.0,0.502827246201033,0.4971727537989669
37,2,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,39.9,3.0,98.0,3.0,4.0,0.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.7780349996698531,0.22196500033014685
37,3,13.0,1.0,2.0,11.0,1.0,2.0,261.0,11.0,17.0,10.0,34.8,0.0,98.0,3.0,4.0,30.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,1.0,0.875,4.0,2.0,2.0,0.5738024133338699,0.42619758666613
37,4,13.0,1.0,7.0,11.0,1.0,2.0,261.0,16.0,17.0,5.0,0.32,0.0,98.0,3.0,42.0,1.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.7381627062429659,0.26183729375703413
37,5,13.0,110.0,2.0,11.0,1.0,2.0,2522.0,16.0,18.0,22.0,0.32,0.0,98.0,3.0,4.0,1.0,2.0,3.43564356435644,0.0,3.92079207920792,4.0,0.0,0.875,0.0,2.0,20.0,0.6657130217469991,0.3342869782530009
37,6,13.0,1.0,2.0,11.0,1.0,5.0,261.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,1.0,2.0,3.43564356435644,0.0,17.7,0.0,0.0,0.875,0.0,2.0,2.0,0.618902821022318,0.38109717897768197
37,7,11.0,1.0,2.0,11.0,1.0,9.0,261.0,16.0,17.0,29.0,64.0,0.0,98.0,3.0,4.0,14.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.5664698983127583,0.43353010168724176
37,8,13.0,1.0,2.0,149.0,22.0,6.0,261.0,0.0,17.0,22.0,0.32,0.0,98.0,3.0,4.0,20.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,4.0,2.0,0.5935859009760796,0.4064140990239205
37,9,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,5.0,0.32,0.0,98.0,3.0,42.0,1.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.7547401837502871,0.24525981624971296
37,10,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,4.1,0.0,492.0,3.0,4.0,30.0,2.0,3.43564356435644,10.0,1.2,0.0,0.0,0.875,0.0,2.0,2.0,0.6156034380113107,0.3843965619886893
37,11,11.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,29.0,64.0,0.0,98.0,3.0,4.0,14.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.5848792668398272,0.41512073316017284
37,12,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,0.0,0.32,0.0,98.0,3.0,4.0,30.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.5149123199417005,0.48508768005829944
37,13,13.0,1.0,2.0,145.0,1.0,2.0,261.0,33.0,17.0,22.0,11.3,0.0,98.0,3.0,4.0,30.0,2.0,3.43564356435644,10.0,3.92079207920792,0.0,0.0,0.1,0.0,3.0,2.0,0.6289244189786946,0.37107558102130545
37,14,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,4.0,23.0,0.0,98.0,3.0,4.0,30.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.3,0.0,2.0,2.0,0.736421078489575,0.263578921510425
37,15,13.0,1.0,2.0,11.0,5.0,2.0,261.0,16.0,17.0,22.0,37.1,0.0,98.0,3.0,4.0,5.0,2.0,3.43564356435644,0.0,3.92079207920792,4.0,0.0,0.875,0.0,2.0,2.0,0.6486186159387606,0.3513813840612394
37,16,13.0,1.0,2.0,11.0,1.0,2.0,152.0,16.0,17.0,22.0,5.7,0.0,77.0,3.0,4.0,30.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.1,0.0,2.0,2.0,0.500326674946356,0.4996733250536441
37,17,13.0,85.0,2.0,11.0,1.0,2.0,261.0,16.0,23.0,22.0,24.9,0.0,98.0,3.0,4.0,13.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.5354659944697906,0.4645340055302094
37,18,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,38.0,4.0,23.0,0.0,98.0,3.0,4.0,30.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,1.0,0.3,0.0,2.0,2.0,0.6739012997075018,0.3260987002924982
37,19,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,2.0,0.32,8.0,98.0,3.0,4.0,30.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.7,0.0,2.0,2.0,0.5976997548665777,0.4023002451334224
37,20,13.0,1.0,2.0,11.0,15.0,10.0,261.0,16.0,17.0,3.0,0.32,0.0,98.0,3.0,4.0,30.0,2.0,3.43564356435644,0.0,5.8,0.0,0.0,0.875,0.0,2.0,18.0,0.5643720861421841,0.4356279138578158
37,21,7.0,1.0,2.0,11.0,1.0,2.0,2302.0,16.0,17.0,22.0,2.3,8.0,98.0,3.0,4.0,22.0,2.0,3.43564356435644,7.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.5274101431498308,0.4725898568501692
