test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
0,0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,3.0,6.0,1.07,0.0,50.0,2.0,0.0,9.0,1.0,2.8,1.0,3.0,1.0,0.7,0.8,0.0,2.0,0.0,0.7555126785424463,0.2444873214575537
0,1,0.0,0.0,1.0,1.0,0.0,6.0,2.0,0.0,5.0,10.0,0.92,0.0,60.0,2.0,1.0,8.0,1.0,3.4,1.0,2.0,1.0,0.6,0.8,0.0,4.0,1.0,0.5594337071850627,0.4405662928149374
0,2,0.0,0.0,1.0,2.0,0.0,7.0,2.0,0.0,3.0,6.0,1.15,0.0,50.0,2.0,0.0,9.0,1.0,3.2,1.0,3.0,1.0,0.6,1.0,0.0,1.0,0.0,0.7815273775625006,0.21847262243749946
0,3,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,7.0,0.89,0.0,57.0,2.0,0.0,7.0,1.0,1.7,1.0,2.0,1.0,0.3,1.0,0.0,2.0,2.0,0.5849568023300112,0.41504319766998876
0,4,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,11.0,0.29,0.0,56.0,2.0,0.0,4.0,1.0,2.5,1.0,1.0,1.0,0.4,0.5,0.0,2.0,0.0,0.8974302968127159,0.1025697031872842
0,5,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,8.0,0.9,0.0,58.0,2.0,0.0,7.0,1.0,1.2,1.0,2.0,1.0,0.3,0.0,0.0,3.0,1.0,0.9337149850478988,0.06628501495210094
0,6,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,3.0,9.0,1.05,0.0,63.0,2.0,0.0,6.0,1.0,1.8,1.0,1.0,1.0,0.7,0.0,0.0,3.0,1.0,0.9491452770850538,0.05085472291494621
0,7,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,8.0,1.05,0.0,58.0,2.0,0.0,7.0,1.0,1.2,1.0,2.0,1.0,0.3,1.0,0.0,2.0,1.0,0.7030673546214425,0.29693264537855746
0,8,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,4.0,15.0,0.82,0.0,55.0,2.0,0.0,3.0,2.0,2.1,1.0,1.0,1.0,0.6,0.5,0.0,2.0,0.0,0.9535600892244327,0.04643991077556725
0,9,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,6.0,12.0,0.6,0.0,47.0,2.0,0.0,7.0,1.0,2.6,1.0,4.0,1.0,0.5,0.5,0.0,4.0,5.0,0.5268411825393429,0.473158817460657
0,10,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,8.0,0.89,0.0,50.0,2.0,0.0,1.0,1.0,3.1,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.9780498305038912,0.021950169496108913
0,11,0.0,0.0,1.0,1.0,0.0,6.0,2.0,0.0,3.0,4.0,1.26,0.0,37.0,2.0,0.0,5.0,1.0,2.5,1.0,3.0,1.0,1.2,0.7,0.0,4.0,1.0,0.7404488156250488,0.2595511843749513
0,12,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,19.0,0.55,0.0,50.0,2.0,0.0,10.0,1.0,4.7,0.0,1.0,1.0,1.0,0.7,0.0,2.0,2.0,0.6471000255183457,0.3528999744816542
0,13,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,10.0,0.44,0.0,44.0,3.0,0.0,9.0,1.0,2.6,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.5468231798263171,0.4531768201736827
0,14,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,4.0,5.0,0.74,0.0,64.0,2.0,0.0,2.0,1.0,4.4,2.0,1.0,1.0,1.3,0.0,0.0,1.0,0.0,0.9799226491386989,0.02007735086130131
0,15,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,5.0,10.0,0.59,0.0,53.0,2.0,1.0,4.0,1.0,3.4,1.0,1.0,1.0,0.9,0.7,0.0,3.0,0.0,0.8255325101173875,0.17446748988261268
0,16,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,10.0,0.62,0.0,65.0,1.0,0.0,9.0,1.0,3.2,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,0.9404815939340577,0.05951840606594225
0,17,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,12.0,0.41,0.0,64.0,2.0,1.0,6.0,1.0,2.6,0.0,1.0,0.0,0.5,0.3,0.0,1.0,2.0,0.8784319027077117,0.12156809729228854
0,18,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,4.0,3.0,0.66,1.0,46.0,2.0,0.0,8.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,0.7124709570306008,0.28752904296939924
0,19,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,4.0,3.0,0.7,1.0,46.0,2.0,0.0,8.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.9312464122871164,0.06875358771288353
0,20,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,14.0,3.16,0.0,57.0,2.0,0.0,7.0,1.0,2.4,0.0,1.0,1.0,0.0,0.7,0.0,2.0,1.0,0.9150763540886908,0.08492364591130919
0,21,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,0.97,0.0,62.0,2.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9749322977819072,0.025067702218092826
0,22,0.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,4.0,10.0,0.87,0.0,70.0,2.0,1.0,8.0,1.0,4.9,2.0,2.0,1.0,1.4,0.5,0.0,2.0,2.0,0.835632146773235,0.1643678532267651
0,23,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,7.0,0.94,0.0,52.0,4.0,0.0,2.0,1.0,2.9,1.0,1.0,1.0,1.2,0.3,0.0,5.0,2.0,0.654568673394007,0.3454313266059929
0,24,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,5.0,0.93,0.0,46.0,4.0,0.0,2.0,1.0,2.6,1.0,1.0,1.0,1.4,0.3,0.0,4.0,2.0,0.6539048306862278,0.3460951693137722
0,25,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,13.0,0.61,0.0,55.0,2.0,0.0,3.0,2.0,1.9,1.0,1.0,1.0,0.4,1.0,0.0,1.0,0.0,0.9358510874683851,0.06414891253161484
0,26,0.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,1.0,9.0,0.24,2.0,55.0,2.0,0.0,15.0,2.0,2.4,1.0,0.0,1.0,0.6,0.0,0.0,1.0,1.0,0.8452516769710114,0.15474832302898878
0,27,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,3.0,3.0,0.61,4.0,58.0,1.0,0.0,9.0,1.0,6.7,4.0,2.0,1.0,1.3,0.8,0.0,2.0,1.0,0.7256575706222166,0.2743424293777834
0,28,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,7.0,0.78,0.0,50.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.6,0.4,0.0,2.0,2.0,0.9623394964334346,0.0376605035665654
0,29,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,0.55,0.0,50.0,2.0,0.0,2.0,1.0,2.7,1.0,1.0,1.0,0.7,1.0,0.0,1.0,0.0,0.9059702563282239,0.09402974367177604
0,30,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,1.04,0.0,60.0,2.0,0.0,3.0,1.0,4.8,0.0,1.0,1.0,0.0,0.8,0.0,2.0,0.0,0.8909822841151961,0.10901771588480405
0,31,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,9.0,1.23,0.0,63.0,3.0,0.0,3.0,1.0,4.2,1.0,1.0,1.0,1.0,0.6,0.0,4.0,0.0,0.7644643413764614,0.23553565862353876
0,32,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,12.0,0.37,0.0,54.0,3.0,0.0,6.0,1.0,5.5,1.0,1.0,1.0,1.2,0.0,0.0,5.0,1.0,0.8869447650428851,0.11305523495711495
0,33,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,6.0,0.68,0.0,41.0,2.0,0.0,6.0,1.0,1.5,1.0,2.0,1.0,0.9,0.0,0.0,3.0,1.0,0.941661146301693,0.05833885369830694
0,34,5.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,8.0,0.51,0.0,50.0,1.0,0.0,3.0,1.0,7.3,3.0,1.0,1.0,1.2,1.0,0.0,4.0,2.0,0.8916879092075745,0.10831209079242536
0,35,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,10.0,0.67,0.0,59.0,2.0,0.0,0.0,1.0,3.4,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.951635800672418,0.04836419932758194
0,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,15.0,0.21,0.0,53.0,2.0,0.0,1.0,1.0,1.9,0.0,1.0,1.0,0.3,0.3,0.0,2.0,2.0,0.9137736340400502,0.08622636595994981
0,37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,10.0,0.32,0.0,63.0,2.0,0.0,3.0,1.0,1.8,1.0,1.0,1.0,0.6,1.0,0.0,1.0,1.0,0.8687419443213384,0.13125805567866167
0,38,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,18.0,0.54,0.0,50.0,2.0,0.0,9.0,2.0,4.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.84450974653749,0.1554902534625099
0,39,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,0.73,0.0,60.0,3.0,0.0,1.0,1.0,2.6,1.0,3.0,1.0,1.5,0.0,0.0,1.0,1.0,0.954100875461267,0.045899124538733155
0,40,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.53,0.0,50.0,3.0,0.0,1.0,1.0,2.8,1.0,2.0,1.0,1.5,0.7,0.0,3.0,2.0,0.602493825595766,0.3975061744042341
0,41,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,7.0,0.9,0.0,57.0,3.0,0.0,2.0,1.0,2.6,1.0,1.0,1.0,0.9,0.0,0.0,3.0,1.0,0.9267937185151168,0.07320628148488299
0,42,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,5.0,16.0,1.2,0.0,73.0,2.0,0.0,8.0,1.0,7.2,1.0,1.0,1.0,0.3,0.5,0.0,5.0,4.0,0.6617118886535318,0.33828811134646813
0,43,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,0.33,0.0,60.0,2.0,0.0,11.0,1.0,2.1,0.0,1.0,1.0,1.5,1.0,0.0,1.0,0.0,0.5688799606707734,0.4311200393292265
0,44,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,12.0,0.75,0.0,50.0,2.0,0.0,6.0,2.0,2.2,0.0,0.0,1.0,0.2,0.3,0.0,3.0,2.0,0.9122362213913711,0.08776377860862886
0,45,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,6.0,6.0,0.91,0.0,61.0,1.0,0.0,10.0,1.0,5.1,1.0,1.0,1.0,0.8,1.0,0.0,1.0,1.0,0.904942192360291,0.09505780763970886
0,46,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,6.0,6.0,0.91,0.0,61.0,1.0,0.0,10.0,1.0,5.1,1.0,1.0,1.0,0.8,1.0,0.0,1.0,0.0,0.932320882010861,0.06767911798913878
0,47,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,12.0,0.81,0.0,50.0,3.0,0.0,6.0,1.0,2.8,0.0,1.0,1.0,0.6,0.4,0.0,1.0,2.0,0.798588024017395,0.2014119759826048
0,48,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,8.0,0.64,0.0,55.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.964696540772582,0.03530345922741788
0,49,1.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,2.0,7.0,0.44,1.0,62.0,1.0,0.0,6.0,1.0,3.9,1.0,2.0,1.0,2.1,0.5,0.0,2.0,2.0,0.9223120301960194,0.07768796980398056
0,50,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,7.0,0.43,0.0,44.0,4.0,0.0,8.0,2.0,3.3,1.0,2.0,1.0,0.6,0.8,0.0,1.0,2.0,0.6581391867901403,0.3418608132098598
0,51,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,5.0,7.0,0.31,1.0,54.0,2.0,0.0,3.0,1.0,5.1,1.0,1.0,1.0,0.6,0.0,0.0,2.0,2.0,0.9443905564119471,0.05560944358805296
0,52,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,5.0,7.0,0.23,1.0,54.0,2.0,0.0,3.0,1.0,5.1,1.0,1.0,1.0,0.6,0.0,0.0,2.0,2.0,0.9423836798251543,0.057616320174845706
0,53,1.0,2.0,1.0,1.0,0.0,4.0,2.0,0.0,6.0,10.0,0.66,1.0,58.0,2.0,0.0,2.0,1.0,3.3,0.0,1.0,1.0,1.8,1.0,0.0,2.0,0.0,0.5805523381416846,0.41944766185831533
0,54,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.69,0.0,50.0,4.0,0.0,5.0,1.0,3.0,0.0,2.0,1.0,1.0,0.5,0.0,2.0,0.0,0.5944088603244895,0.40559113967551036
0,55,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.61,0.0,55.0,3.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.9427882203512195,0.057211779648780464
